id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
ZVUGVB8074,inicialization,0.2693951176558991,0.03980702841462336,2650,0.0,,2,,,39,2650
1U4GT7RPU1,inicialization,0.2764485464278186,0.039180313357528584,2566,1.0,39,2,2650,,39,2566
IEA08TA0AS,inicialization,0.2282927788009984,0.07433300876338855,766,1.0,29,33,2557,7,29,766
OFNBHLB03H,inicialization,0.27656675308865464,0.007380720545277608,868,0.0,18,15,1330,4,18,868
HFZPNIBNXP,inicialization,0.23625512091803513,0.03096751349915905,693,0.0,21,31,2277,6,21,693
G8E4RD1CW7,inicialization,0.2556346791687174,0.021665929007701146,692,0.0,38,36,1589,5,30,692
JJREFX2G1C,inicialization,0.3043749228602416,0.0064459591041869935,36,0.0,6,31,2206,4,6,36
KQHTTKO3KD,inicialization,0.282553786053673,0.013966539789324606,15,1.0,4,10,1090,6,4,15
1P2OEJYJNI,inicialization,0.3654275392585934,0.013932902540497505,742,0.0,35,39,829,2,31,742
3HDHEX1YGD,inicialization,0.32992853194630734,0.008122510400991434,195,1.0,19,22,195,3,18,195
1DZ1JY25Q5,inicialization,0.2127625737597888,0.05784898645658143,44,0.0,6,20,2398,6,6,44
GVRFQ4KTQH,inicialization,0.3893705818643163,0.010774541913782465,618,0.0,15,12,2122,2,15,618
BQZPIO07F7,inicialization,0.30169206189521947,0.011070195627157609,1375,0.0,30,5,1375,1,30,1375
QVOCUGLU1N,inicialization,0.26127868458351566,0.04399929184739315,1854,0.0,27,6,2493,7,27,1854
JLG9L0HCBY,inicialization,0.4744511253688608,0.0005771443746127591,317,1.0,13,29,2199,1,13,317
HJO5PP5JSB,inicialization,0.1940790334881296,0.06414092236877056,106,1.0,8,8,1533,7,8,106
K5P99DCIC5,inicialization,0.4180277963460023,0.0027476321147207328,117,1.0,9,35,2140,3,9,117
2K80GRBI3V,inicialization,0.4921709756515449,0.0020253164556962577,22,0.0,5,21,2011,2,5,22
QYMMACV4Q1,inicialization,0.34056203355985926,0.009653890413384159,41,1.0,6,16,389,4,6,41
L38LF6YUFX,inicialization,0.28958353305383133,0.01260511640258466,40,0.0,6,30,2254,5,6,40
7T9VVE5YVO,inicialization,0.19872191827734575,0.06650261131273794,85,0.0,8,38,242,7,8,85
NG6SR9AZ6U,inicialization,0.262079431434865,0.030739134283438108,1963,0.0,37,6,2288,5,36,1963
3SZDC5RA1Z,inicialization,0.2026306351424466,0.06890501903160129,71,1.0,7,8,255,6,7,71
OBL6INNKEA,inicialization,0.29187838105025454,0.02638399575108441,656,1.0,19,32,2524,4,19,656
5Z80QSEKYV,inicialization,0.42562770176697073,0.010064618925378466,420,0.0,14,26,496,2,14,420
G3GVGRFBWV,inicialization,0.21198407623592275,0.08355492608657167,451,1.0,16,38,709,7,16,451
YI64UPZFLW,inicialization,0.542340210385866,0.0015189873417721378,13,0.0,4,27,70,1,4,13
J58TWPOQ7G,inicialization,0.3022206193426884,0.01394529521111798,110,0.0,9,39,1008,4,9,110
OPVH66A9A0,inicialization,0.4591986877725839,0.004482606001593337,452,1.0,14,15,1752,1,14,452
W0K60U4053,inicialization,0.22871505702452066,0.06723731964238289,996,0.0,32,22,1205,8,32,996
D8LV2V3H7B,inicialization,0.29412037329451113,0.016186598211914704,201,0.0,28,9,201,4,21,201
7L34TFKIDG,inicialization,0.35960737414032606,0.01196600867486941,802,1.0,33,14,802,1,33,802
Q9QAOW6O37,inicialization,0.4077230803874121,0.0005859962821987974,857,1.0,21,22,1418,1,21,857
6GTBKAE8HN,inicialization,0.24436645974407678,0.052079313091971224,1148,1.0,33,17,2036,6,33,1148
9OQ3UDUUH0,inicialization,0.1948420675561805,0.07284765867044352,218,0.0,10,10,2311,7,10,218
60VUQ6BGO1,inicialization,0.1932449395747592,0.06555191643799241,68,1.0,7,9,2001,7,7,68
1N2OA5Z3QQ,inicialization,0.23305145216462186,0.04628131362308574,552,0.0,16,27,1617,6,16,552
GR4UQPCLMS,inicialization,0.5484426139645455,0.0015189873417721378,13,1.0,4,19,2204,2,4,13
0G05DLIUZL,inicialization,0.24820567147837258,0.07720102682127994,1802,1.0,35,7,1802,9,35,1802
EATGVC2XD3,inicialization,0.41108663353803,0.0016924847304593538,829,1.0,26,33,1146,1,26,829
QGU3DOSXVI,inicialization,0.3087295112253753,0.014012569708772182,1176,1.0,33,19,2494,3,33,1176
68OTVYWCGO,inicialization,0.32558980906797963,0.0005859962821987974,502,1.0,32,40,502,3,28,502
ILQH9ZA7KA,inicialization,0.22597287607775307,0.04756484022306806,739,0.0,20,26,2373,7,20,739
I4JZ4H4IWC,inicialization,0.32775976686395625,0.013253076037886169,1485,0.0,38,12,1485,2,37,1485
J8XKKI0PKW,inicialization,0.22683216835450937,0.07268655395237666,868,0.0,23,23,2071,8,23,868
