seed,id,creation_mode,error_val,dem_fp_val,error_tst,dem_fp_tst,actual_depth,actual_leaves,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
103,4QL0GWNY89,mutation,0.3548912183093593,7.061368945227714e-06,0.33783948538262754,0.007313544387212226,12,257,0.0,12,30,1466,7
103,APHYO26G7K,crossover,0.325694721145418,1.0592053417843306e-05,0.319470002900081,0.011062418383633199,23,699,1.0,23,35,1922,7
103,2OXOI4OBW9,crossover,0.32109066427726807,0.00012886998325043614,0.31247709124501555,0.010454263094892627,23,726,1.0,23,33,1917,7
103,6AXZYJUG70,crossover,0.32093557362173886,0.001234327291626064,0.31212205744456234,0.009284239577287676,23,723,1.0,23,33,1922,7
103,ZIOH9WWSV3,mutation,0.3196221226906395,0.0030459214945246157,0.31549096062122384,0.009855365218127299,23,759,1.0,23,31,1921,7
103,W79YOWEEE2,mutation,0.30581562243101024,0.003186442736534678,0.2906806349699387,0.006557270506867864,12,318,0.0,12,17,904,6
103,UFRE6B7HKM,mutation,0.30573645445703224,0.004550699216752961,0.29138606424367197,0.006548013094892627,12,312,0.0,12,18,1194,6
103,WHXWG843T3,mutation,0.301842186743812,0.00528261010792596,0.2836382820594736,0.015649938334300638,22,656,1.0,22,36,1923,6
103,LXSR1XPP7C,crossover,0.29533477443970024,0.005400888037758553,0.2789620105830942,0.016598728598374926,22,669,1.0,22,35,1922,6
103,42IQJH1WEP,crossover,0.2938140814706738,0.0061772855532865045,0.27912222701175926,0.01814641673921455,22,677,1.0,22,34,1919,6
103,KI3FT3Y410,crossover,0.2906252688892754,0.007212482240657105,0.2788013125360609,0.017934440897659124,22,689,1.0,22,33,1912,6
103,2VP57NDD2I,crossover,0.29046077619579236,0.008317939549032725,0.2800761569958842,0.017740979880054172,22,689,1.0,22,33,1891,6
103,UGOO3HHJ11,crossover,0.2899401002036721,0.009682196029251008,0.27955580048492235,0.017160596827239305,22,689,1.0,22,33,1897,6
103,RX5UY75KZE,crossover,0.28621636907362036,0.010691618719971527,0.26674476315283846,0.015686967982201587,20,347,1.0,24,13,347,6
103,YH1BMP9BCN,crossover,0.25080432792830887,0.011168261123774503,0.2361535128361062,0.03690287803491972,21,406,1.0,25,9,406,5
103,61JG4PK5DN,crossover,0.250538953692911,0.012014919260307483,0.2366408079291028,0.03885600303491972,21,390,1.0,26,8,390,5
103,4LC2AD4P3U,mutation,0.2497238789046622,0.0136379749123684,0.23955009814261474,0.03630398015815438,21,427,1.0,25,13,427,5
103,FS7XCYAEEY,crossover,0.24714473434803153,0.014414372427896352,0.23872811303715902,0.035723597105339525,21,429,1.0,25,13,429,5
103,J4OHIWNM8D,crossover,0.24497885216214865,0.015896906837947228,0.23861444502832918,0.03995196725672277,21,451,1.0,25,14,451,5
103,SUJ1H22CFU,crossover,0.2438619894057782,0.016861842904312807,0.23854733007778484,0.03975850623911782,21,451,1.0,25,14,451,5
103,0FOZCW4C02,mutation,0.2408624582642931,0.021634975242840485,0.23560840175488673,0.03863476978138905,19,239,0.0,22,13,239,5
103,MXBTTAOVQE,mutation,0.23450076755598281,0.022351704190781238,0.22677421772229,0.04287050807699749,17,838,0.0,17,12,838,4
103,IKPTRJQWVD,crossover,0.21694603700631432,0.024773400670547605,0.20791791417485972,0.05463554513687366,25,437,0.0,25,11,437,4
103,49GRFRQS4J,mutation,0.216186781474068,0.026540508249091196,0.20121263520160293,0.04381929834107176,23,508,1.0,23,13,508,4
103,GMPFVUTXT3,crossover,0.21610258782255365,0.027760712802826798,0.20535906105577928,0.057749436242503394,25,427,0.0,25,12,427,4
103,6ZTVIYHDBX,mutation,0.21347257004888087,0.0280933032801471,0.20001455587877437,0.04886779962275101,25,457,1.0,25,10,457,4
103,DISRMIWI9M,crossover,0.21273068142604046,0.029080482658690135,0.20069487862577107,0.04831518880586186,24,458,1.0,25,13,458,4
103,EJIS648URA,crossover,0.21216707894324982,0.030185939967065784,0.19973934664156634,0.04830593139388664,24,463,1.0,25,13,463,4
103,MSFD4ARYCC,mutation,0.21207132309078436,0.030818285556111047,0.2013593818140581,0.057767951066453854,25,358,0.0,25,11,358,4
103,K0ZB2IZRTW,mutation,0.2118933909194345,0.031335883899796343,0.20466015740738364,0.053060084760108345,28,380,0.0,28,11,380,4
103,RMZN1SSSLB,mutation,0.20901690382900306,0.03213452472750178,0.20176530673427018,0.053493293855194426,25,320,0.0,25,12,320,4
103,FVWKA1YS9W,crossover,0.20856329362309767,0.03291092224302973,0.20247975829825293,0.05388021589040434,25,324,0.0,25,10,324,4
103,WHCQMAB00U,crossover,0.20645072273589804,0.03420491810224298,0.2010849024959579,0.055031724584058805,27,332,0.0,27,9,332,4
103,YHJRIJ3SEH,crossover,0.20540326053752722,0.03568745251229384,0.20119872991965637,0.05715053836573805,28,330,0.0,28,9,330,4
103,08694FXZPR,crossover,0.2048874852598268,0.036253068164806695,0.19808004806557833,0.058882430112207396,19,300,0.0,19,11,300,4
103,F702P3OE6M,mutation,0.20292942475985398,0.03982823926177623,0.1965303790925783,0.05381541400657766,20,294,0.0,20,14,294,4
103,V8U1SZIEL6,crossover,0.19482889989661079,0.045717420962097396,0.1754457499901232,0.05781234885858,19,180,1.0,24,14,180,3
103,ENU6JYBMNU,crossover,0.19482889989661079,0.045717420962097396,0.1754457499901232,0.05781234885858,19,180,1.0,24,14,180,3
103,G433RUKQIJ,crossover,0.1944622471460542,0.04618700199695512,0.17667412227909218,0.05667009757690075,20,198,1.0,22,11,198,3
103,Q4KWIM77D0,mutation,0.19337124693543195,0.04792833557884865,0.17570922794860255,0.0601523958937899,20,198,1.0,20,12,198,3
103,MYODX158FZ,crossover,0.19171113891155755,0.04962518253638723,0.17399609136742122,0.06510832305571676,19,179,1.0,24,14,179,3
103,RKXIJG6UHC,crossover,0.18949707759449763,0.0500725202590675,0.17356388620236174,0.0678167773021861,18,167,1.0,24,12,167,3
103,OK7FKONUA5,mutation,0.18947669921730126,0.05084891777459544,0.17302981113286398,0.06605711331979106,18,160,1.0,24,13,160,3
103,76DZ0UBJ7O,crossover,0.1893056834223209,0.05202463570397611,0.17401912256969687,0.0647028861965564,17,143,1.0,24,11,143,3
103,6LDNCDF4EF,mutation,0.18826675038973895,0.05280103321950405,0.17343135045678781,0.06585439489021086,17,140,1.0,24,11,140,3
103,A3Y49WE3CG,crossover,0.18731008152549034,0.055341007629103,0.17169900716644715,0.06387349765428516,16,185,0.0,23,17,185,3
103,CY6FLNWBZP,crossover,0.1872915329476561,0.05684578535133135,0.17098663564532612,0.06623205951344555,18,195,0.0,22,11,195,3
103,2PPA6318BB,mutation,0.18581450822050738,0.05828383313702726,0.1747079971865546,0.06417710298171794,12,230,0.0,12,13,230,3
103,L1G9MWISSE,crossover,0.18462945428078137,0.060306209202940914,0.17279429203073504,0.06672912585848326,15,153,0.0,24,14,153,3
103,F54E5OS3OA,crossover,0.18387622497861522,0.061740726304164245,0.17314077890662483,0.06634220382327335,15,152,0.0,24,14,152,3
