id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
TCS973YLR4,inicialization,0.1436511614223247,0.25,7,0.0,,2,,,4,7
3AIR3EFS80,inicialization,0.17841616374225078,0.75,6,1.0,4,2,7,,4,6
AHSGFX71GF,inicialization,0.198959010620139,0.25,5,0.0,4,21,6,5,3,5
RX1PW8LD37,inicialization,0.2583801512904337,0.25,3,1.0,4,28,4,6,2,3
IHEP71VMOI,inicialization,0.198959010620139,0.25,5,0.0,4,8,6,6,3,5
BY4YOO2NEL,inicialization,0.32299679961367,0.25,4,1.0,4,18,4,5,2,4
PUB92GJQEP,inicialization,0.23623738417402662,0.5,3,1.0,3,6,3,7,2,3
J321RZTMIM,inicialization,0.32299679961367,0.25,3,0.0,4,13,3,1,2,3
XCT5O9OEDQ,inicialization,0.17841616374225078,0.75,5,1.0,3,19,6,8,3,5
20KWHLMMD3,inicialization,0.2583801512904337,0.25,3,1.0,4,29,5,6,2,3
8ZVK09IA6P,inicialization,0.2254033307585166,0.75,4,1.0,3,24,4,8,3,4
WLX2T1XGRY,inicialization,0.2583801512904337,0.25,2,0.0,3,14,2,3,1,2
6I0F8QXSVA,inicialization,0.198959010620139,0.25,5,0.0,3,17,7,6,3,5
4URNOCJ2SB,inicialization,0.2583801512904337,0.25,3,1.0,4,33,7,6,2,3
UXGLJVGFWT,inicialization,0.198959010620139,0.25,4,0.0,4,22,4,3,2,4
AR63OF85CR,inicialization,0.2254033307585166,0.75,5,1.0,3,6,7,3,3,5
96KDZC0NIL,inicialization,0.1436511614223247,0.25,4,1.0,4,35,4,1,3,4
70PLSXADYS,inicialization,0.18350341907227397,0.5,5,1.0,4,6,5,7,3,5
3LIPBMZBJZ,inicialization,0.2583801512904337,0.25,2,0.0,4,19,2,5,1,2
GK253NJ5UM,inicialization,0.2254033307585166,0.75,3,0.0,3,35,6,7,2,3
1JHOZ2T2QE,inicialization,0.2583801512904337,0.25,3,1.0,4,26,6,6,2,3
GZZVN8RNM9,inicialization,0.2254033307585166,0.75,5,1.0,3,14,7,4,3,5
6ISOGRT62A,inicialization,0.2254033307585166,0.75,4,0.0,3,32,7,7,3,4
4ND28S4O0K,inicialization,0.2254033307585166,0.75,5,1.0,3,16,5,5,3,5
HPQ48QN0NC,inicialization,0.2254033307585166,0.75,6,1.0,4,4,7,3,4,6
VMGM81U1FU,inicialization,0.2254033307585166,0.75,4,1.0,4,2,4,8,3,4
Y8N1XJTB5B,inicialization,0.3291796067500631,0.375,2,1.0,4,24,2,9,1,2
T10IBQCOIM,inicialization,0.2254033307585166,0.75,6,1.0,4,8,7,4,4,6
F5R1V8Y648,inicialization,0.2583801512904337,0.25,3,1.0,3,27,3,4,2,3
MCJGUGU67I,inicialization,0.1436511614223247,0.25,3,0.0,4,6,3,6,2,3
LVN0JI9J4Z,inicialization,0.2254033307585166,0.75,5,1.0,4,11,5,6,3,5
DCG33E64YQ,inicialization,0.17841616374225078,0.75,5,1.0,3,12,6,8,3,5
FXKRXPM45U,inicialization,0.2254033307585166,0.75,3,1.0,4,39,7,9,2,3
E14M85GMHY,inicialization,0.32299679961367,0.25,4,1.0,3,23,5,3,2,4
L1KBN8PZ79,inicialization,0.198959010620139,0.25,4,0.0,4,8,4,1,2,4
NS8LK051NK,inicialization,0.2254033307585166,0.75,3,1.0,3,6,3,8,2,3
UTO48WKHX7,inicialization,0.2254033307585166,0.75,5,1.0,3,4,6,3,3,5
6BF4C7QQ9L,inicialization,0.1436511614223247,0.25,3,0.0,3,39,3,3,2,3
9KHFO73UNQ,inicialization,0.1436511614223247,0.25,4,0.0,3,30,4,3,3,4
IJE4AYNSLF,inicialization,0.2254033307585166,0.75,3,0.0,3,4,3,8,2,3
9YXJY39T3V,inicialization,0.2254033307585166,0.75,4,1.0,4,29,5,8,3,4
1LDUJV2TLZ,inicialization,0.17841616374225078,0.75,5,0.0,3,25,5,8,3,5
GH6H26GNMX,inicialization,0.198959010620139,0.25,4,0.0,3,24,4,5,2,4
2IRDJ1SIVY,inicialization,0.3291796067500631,0.375,2,0.0,4,19,2,9,1,2
KHDQLCUWXT,inicialization,0.2254033307585166,0.75,5,1.0,3,11,6,4,3,5
LY3F9OYIZ4,inicialization,0.2583801512904337,0.25,2,1.0,3,27,2,4,1,2
I11EHDGWES,inicialization,0.23623738417402662,0.5,4,1.0,4,5,4,7,3,4
IFD4RPM3DO,inicialization,0.2254033307585166,0.75,3,0.0,3,23,3,8,2,3
NXQCS88KR0,inicialization,0.2254033307585166,0.75,4,1.0,3,24,6,9,3,4
KGG4N2TCF3,inicialization,0.2254033307585166,0.75,4,1.0,4,23,5,9,3,4
UPG6OMZDJ3,crossover,0.23623738417402662,0.5,4,1.0,4,8,4,7,3,4
7GN98EOTA0,crossover,0.2254033307585166,0.75,4,0.0,3,7,4,7,3,4
WS0TPV4RQZ,crossover,0.2583801512904337,0.25,3,1.0,3,30,3,5,2,3
1KSLGVTFT4,mutation,0.32299679961367,0.25,3,0.0,3,15,3,5,2,3
9P225I31O6,crossover,0.32299679961367,0.25,4,1.0,4,22,4,5,2,4
46NTEGRSQV,crossover,0.198959010620139,0.25,4,0.0,3,20,4,5,2,4
1V9S5LCUWF,crossover,0.2254033307585166,0.75,5,1.0,3,5,5,6,3,5
URNXT6SMF4,crossover,0.32299679961367,0.25,4,1.0,3,5,4,5,2,4
CL8MAXJC82,crossover,0.2583801512904337,0.25,3,1.0,4,11,3,6,2,3
8V5STEP50W,mutation,0.32299679961367,0.25,3,0.0,3,5,3,5,2,3
BH0CDNMDMY,crossover,0.1436511614223247,0.25,3,0.0,3,30,3,6,2,3
E6PRLK3HFN,mutation,0.32299679961367,0.25,3,0.0,3,13,3,5,2,3
AKYXU3U0PX,crossover,0.32299679961367,0.25,3,1.0,4,25,3,5,2,3
T0G1521FED,crossover,0.2583801512904337,0.25,2,0.0,3,21,2,4,1,2
AEUVD9O6N4,mutation,0.32299679961367,0.25,3,0.0,4,12,3,5,2,3
CI9GLRG5VH,crossover,0.2583801512904337,0.25,2,0.0,3,8,2,4,1,2
9HTPQOHYYD,crossover,0.23623738417402662,0.5,3,1.0,4,33,4,7,2,3
KE81J9PQ5X,crossover,0.1436511614223247,0.25,4,0.0,3,29,4,5,3,4
OKX0129UII,mutation,0.2254033307585166,0.75,5,1.0,3,13,5,6,3,5
CQ9BFWL2D5,crossover,0.23623738417402662,0.5,4,1.0,3,12,4,7,3,4
QFEDT5GIDU,mutation,0.32299679961367,0.25,4,1.0,4,22,4,5,2,4
URA87UOO2B,mutation,0.32299679961367,0.25,3,1.0,3,14,3,4,2,3
WRIWAKIF59,crossover,0.18350341907227397,0.5,5,1.0,4,20,6,7,3,5
Q5NG39469U,crossover,0.2254033307585166,0.75,5,1.0,4,12,5,6,3,5
MXYJW4WNTZ,mutation,0.23623738417402662,0.5,4,1.0,3,27,4,7,3,4
DVWWTDA32Q,mutation,0.32299679961367,0.25,3,1.0,3,25,3,4,2,3
JT03O3LLAP,crossover,0.1436511614223247,0.25,3,0.0,3,33,3,6,2,3
TDHDHDHF67,crossover,0.1436511614223247,0.25,3,0.0,3,29,3,5,2,3
JPMZCVSKE6,mutation,0.32299679961367,0.25,3,1.0,4,24,3,5,2,3
B0EZMSN87G,crossover,0.2583801512904337,0.25,2,0.0,3,22,2,4,1,2
HLO2M9531W,mutation,0.2254033307585166,0.75,3,0.0,4,26,3,7,2,3
YPQ89MQMFC,crossover,0.32299679961367,0.25,3,0.0,3,22,3,5,2,3
S03BWGN3PZ,crossover,0.198959010620139,0.25,4,0.0,4,18,4,6,2,4
ASD408WV6H,mutation,0.32299679961367,0.25,3,0.0,3,12,3,5,2,3
V9CBN2F1H1,crossover,0.32299679961367,0.25,4,1.0,4,22,7,6,2,4
KAFAF3BMAF,mutation,0.198959010620139,0.25,5,0.0,4,13,7,,3,5
J7BD920AMK,mutation,0.17841616374225078,0.75,4,1.0,4,10,4,6,3,4
BTXZIYLEPX,crossover,0.32299679961367,0.25,3,0.0,3,10,3,5,2,3
ETWJ5CBC3I,crossover,0.2254033307585166,0.75,5,1.0,4,17,5,6,3,5
F77H68XQPV,crossover,0.198959010620139,0.25,4,0.0,4,14,4,4,2,4
F9D500QYYW,crossover,0.32299679961367,0.25,3,1.0,4,16,3,4,2,3
VLGP21AAUR,crossover,0.32299679961367,0.25,3,0.0,3,16,3,4,2,3
XZYWVJ7122,mutation,0.17841616374225078,0.75,4,1.0,4,8,4,6,3,4
AE7784EXZ9,crossover,0.198959010620139,0.25,4,0.0,3,14,4,6,2,4
G7PBH4VFD2,crossover,0.2254033307585166,0.75,3,1.0,4,17,3,9,2,3
O5XZNPNAEP,crossover,0.27543116269052803,0.5,2,1.0,3,13,2,8,1,2
4AKCXL3XO7,mutation,0.198959010620139,0.25,4,0.0,3,18,4,6,2,4
E02IOSGR4P,mutation,0.32299679961367,0.25,3,0.0,3,16,3,5,2,3
TG3SPWM0KS,mutation,0.1436511614223247,0.25,4,0.0,4,28,4,4,3,4
SQ7S1AYEFT,mutation,0.198959010620139,0.25,4,0.0,3,24,4,4,2,4
4S81JNDRPT,crossover,0.23623738417402662,0.5,3,1.0,4,31,4,7,2,3
FVVSDB61A8,crossover,0.2583801512904337,0.25,3,1.0,4,30,4,6,2,3
22UYDR6YEP,crossover,0.2583801512904337,0.25,3,1.0,4,27,4,6,2,3
56JX30QTY0,crossover,0.198959010620139,0.25,4,0.0,3,18,4,4,2,4
RQZ5BL3960,crossover,0.32299679961367,0.25,4,1.0,4,25,5,5,2,4
3S22K4QAWY,crossover,0.32299679961367,0.25,4,1.0,3,22,5,5,2,4
UMMCUM7LSH,crossover,0.1436511614223247,0.25,3,0.0,3,10,3,6,2,3
XDOR57UYCO,crossover,0.2583801512904337,0.25,2,0.0,3,8,2,5,1,2
E2WQHRMDIQ,mutation,0.2583801512904337,0.25,3,1.0,4,29,3,6,2,3
CVSR158Y6U,mutation,0.1436511614223247,0.25,3,0.0,3,27,3,5,2,3
MZB8UM36IZ,crossover,0.1436511614223247,0.25,3,0.0,3,37,3,5,2,3
YMRAJWZPJD,crossover,0.1436511614223247,0.25,3,0.0,3,35,3,4,2,3
T6KUW07709,crossover,0.32299679961367,0.25,3,1.0,4,13,3,5,2,3
MWDADG7IS0,crossover,0.32299679961367,0.25,3,1.0,3,12,3,5,2,3
ETZCW60KIZ,crossover,0.2583801512904337,0.25,3,1.0,3,21,3,6,2,3
ZFUIDBQH1N,crossover,0.1436511614223247,0.25,3,0.0,3,14,3,6,2,3
GDQCVAD09R,mutation,0.1436511614223247,0.25,3,0.0,3,26,3,5,2,3
80YZ2H3I5N,crossover,0.2583801512904337,0.25,2,0.0,3,25,2,4,1,2
X23O2ARFPU,crossover,0.2583801512904337,0.25,3,1.0,3,7,3,6,2,3
6FJ27JHNZU,crossover,0.2583801512904337,0.25,2,0.0,3,7,2,6,1,2
OAZNSTSNRN,mutation,0.32299679961367,0.25,3,1.0,4,14,3,5,2,3
GFV9O66700,crossover,0.32299679961367,0.25,3,0.0,4,13,3,5,2,3
J8CTKA2NWC,mutation,0.2583801512904337,0.25,3,1.0,4,28,4,4,2,3
X07NV3GCFH,crossover,0.1436511614223247,0.25,3,0.0,3,27,3,4,2,3
Q4K9FHSI1J,crossover,0.1436511614223247,0.25,3,0.0,4,28,3,6,2,3
WSZ86ZRUF8,crossover,0.2583801512904337,0.25,2,0.0,3,24,2,5,1,2
YA3401ROVR,crossover,0.2583801512904337,0.25,3,1.0,3,28,3,5,2,3
KQ16JB3E77,crossover,0.1436511614223247,0.25,3,0.0,3,28,3,4,2,3
U99YIX37OB,crossover,0.2583801512904337,0.25,3,1.0,4,30,3,5,2,3
EYXTRRYT6C,crossover,0.32299679961367,0.25,3,0.0,4,24,3,5,2,3
Y9BVYC0EOX,mutation,0.2583801512904337,0.25,3,1.0,4,30,3,5,2,3
CMGN5OWG33,mutation,0.2583801512904337,0.25,3,1.0,3,27,3,4,2,3
TY2FKP41VG,mutation,0.1436511614223247,0.25,3,0.0,3,31,3,5,2,3
81X3OZEVAG,crossover,0.2583801512904337,0.25,2,0.0,3,24,2,5,1,2
FALUCP0ECS,crossover,0.2583801512904337,0.25,3,1.0,3,33,5,6,2,3
P745S9KL4K,mutation,0.198959010620139,0.25,4,0.0,3,26,4,6,2,4
12Z67SW8S3,mutation,0.17841616374225078,0.75,5,0.0,4,19,6,7,3,5
V7CDKVDY7B,crossover,0.198959010620139,0.25,5,0.0,3,18,7,,3,5
1D7WUZ8DHV,crossover,0.18350341907227397,0.5,5,1.0,4,23,6,7,3,5
3LT66HLD9G,mutation,0.32299679961367,0.25,4,1.0,4,23,6,6,2,4
BPVJRN1KLM,crossover,0.2254033307585166,0.75,3,1.0,3,16,3,8,2,3
FUAZ74U6BX,crossover,0.2254033307585166,0.75,3,0.0,3,13,3,7,2,3
XG4WVHQDTX,crossover,0.2583801512904337,0.25,3,1.0,4,32,4,6,2,3
QSK7K9SN0A,mutation,0.1436511614223247,0.25,4,0.0,4,29,4,5,3,4
MJ6MLAOMFB,crossover,0.2254033307585166,0.75,3,0.0,3,10,3,7,2,3
7Z14EY2LRF,crossover,0.2583801512904337,0.25,2,0.0,3,8,2,4,1,2
T27NREVX7A,crossover,0.2583801512904337,0.25,3,1.0,4,27,4,5,2,3
HS56CDW2OK,crossover,0.32299679961367,0.25,3,0.0,3,23,3,5,2,3
GA5R36JZOZ,mutation,0.18350341907227397,0.5,5,1.0,4,24,6,7,3,5
013OJ41VM5,crossover,0.17841616374225078,0.75,4,1.0,3,15,4,6,3,4
ML4CRYY7GB,mutation,0.2583801512904337,0.25,3,1.0,4,33,4,3,2,3
UEZ60JLPRB,mutation,0.1436511614223247,0.25,3,0.0,3,33,3,3,2,3
V7AICMPJ1Q,crossover,0.1436511614223247,0.25,3,0.0,3,30,3,4,2,3
PSN0DZS2KY,crossover,0.2583801512904337,0.25,2,0.0,3,30,2,3,1,2
TA11PPIW7D,mutation,0.1436511614223247,0.25,3,0.0,3,31,3,6,2,3
TRXK190BVS,crossover,0.1436511614223247,0.25,3,0.0,3,29,3,5,2,3
Q3NLR0DSRF,crossover,0.2583801512904337,0.25,2,0.0,4,15,2,6,1,2
7D1PDDW73H,mutation,0.32299679961367,0.25,3,0.0,3,11,3,5,2,3
AMINULIV8N,crossover,0.2583801512904337,0.25,3,1.0,4,32,4,3,2,3
21CZ4FMQTL,crossover,0.2583801512904337,0.25,3,1.0,3,30,3,2,2,3
OX3S3IA0AJ,crossover,0.32299679961367,0.25,3,0.0,4,7,3,5,2,3
MWGZ9DWX5L,mutation,0.2583801512904337,0.25,2,0.0,3,7,2,5,1,2
UAN6IX7BQ7,mutation,0.2583801512904337,0.25,3,1.0,3,7,3,6,2,3
A37X7UCK9U,crossover,0.2583801512904337,0.25,2,0.0,3,7,2,5,1,2
JSVAWDWWEB,crossover,0.2254033307585166,0.75,3,0.0,4,9,3,7,2,3
K6GW3MBGFB,crossover,0.1436511614223247,0.25,3,0.0,3,7,3,6,2,3
90Q4N6Q97M,crossover,0.1436511614223247,0.25,3,0.0,3,26,3,5,2,3
LEF8EVOW0U,crossover,0.2583801512904337,0.25,2,0.0,3,25,2,5,1,2
3ZTYSGC5VQ,crossover,0.2583801512904337,0.25,2,0.0,3,18,2,5,1,2
4JRK9A4G3L,mutation,0.2583801512904337,0.25,2,0.0,3,14,2,4,1,2
FUGFGPKDMV,crossover,0.27543116269052803,0.5,2,1.0,4,23,2,7,1,2
BAT1MSNT5R,crossover,0.2583801512904337,0.25,2,0.0,3,23,2,6,1,2
8YTE3RWLK5,crossover,0.32299679961367,0.25,3,0.0,4,25,3,5,2,3
2A8SUAXHHL,crossover,0.32299679961367,0.25,3,0.0,3,25,3,4,2,3
UKYELZDCCW,crossover,0.32299679961367,0.25,3,0.0,3,22,3,4,2,3
BTF48WAHK6,crossover,0.2583801512904337,0.25,2,0.0,3,13,2,4,1,2
5QI5OY24PJ,mutation,0.2583801512904337,0.25,3,1.0,4,35,4,6,2,3
W0UBQ5PQEW,crossover,0.1436511614223247,0.25,3,0.0,3,32,3,5,2,3
Y7NUQHYRQH,crossover,0.2583801512904337,0.25,3,1.0,3,7,3,6,2,3
4F6L97XVJA,crossover,0.2583801512904337,0.25,2,0.0,3,7,2,5,1,2
L0NU4B72HF,crossover,0.1436511614223247,0.25,4,0.0,4,32,4,6,3,4
SLF6NRRGRX,crossover,0.1436511614223247,0.25,3,0.0,3,30,3,5,2,3
VJ1RJP0CXQ,mutation,0.2583801512904337,0.25,2,0.0,3,15,2,6,1,2
WS5ULEVE3B,mutation,0.2583801512904337,0.25,2,0.0,3,14,2,5,1,2
DUUTX6H0ER,mutation,0.1436511614223247,0.25,3,0.0,4,24,3,6,2,3
EAOOLATN2N,crossover,0.2583801512904337,0.25,2,0.0,3,24,2,6,1,2
2LAEN4CTO2,crossover,0.1436511614223247,0.25,3,0.0,3,31,3,5,2,3
8FEGRM0LDB,crossover,0.2583801512904337,0.25,2,0.0,3,27,2,5,1,2
T729BM3LJN,crossover,0.1436511614223247,0.25,3,0.0,3,29,3,5,2,3
GKHQYFEJ7K,mutation,0.1436511614223247,0.25,3,0.0,3,28,3,5,2,3
U8XPGCM657,crossover,0.2583801512904337,0.25,3,1.0,4,26,3,3,2,3
WAWBRFPHLZ,crossover,0.32299679961367,0.25,3,0.0,3,17,3,2,2,3
UI83XBMN58,mutation,0.1436511614223247,0.25,3,0.0,4,13,3,6,2,3
6PK4V6UAGG,crossover,0.32299679961367,0.25,3,0.0,3,12,3,5,2,3
RT61N4V0S3,mutation,0.32299679961367,0.25,4,1.0,3,18,4,5,2,4
ZO58GR07UU,crossover,0.32299679961367,0.25,3,0.0,3,17,3,5,2,3
Z4WD0VAEYT,crossover,0.32299679961367,0.25,3,0.0,4,15,3,5,2,3
2QW3Q7E6C4,crossover,0.2583801512904337,0.25,2,0.0,3,12,2,5,1,2
T0W5O2UY3V,mutation,0.2583801512904337,0.25,3,1.0,3,28,3,5,2,3
Y629MNEW99,mutation,0.2583801512904337,0.25,2,0.0,3,28,2,4,1,2
K246XOFMB9,crossover,0.2583801512904337,0.25,2,0.0,4,15,2,5,1,2
6X6KPEWMYH,crossover,0.2583801512904337,0.25,2,0.0,3,14,2,4,1,2
PQJDH9RH7F,crossover,0.1436511614223247,0.25,3,0.0,3,26,3,6,2,3
Z3R2X3YIVT,mutation,0.2583801512904337,0.25,2,0.0,3,20,2,6,1,2
9TKZSVCDEN,crossover,0.1436511614223247,0.25,3,0.0,3,32,3,5,2,3
K4QXZHAA3P,crossover,0.1436511614223247,0.25,3,0.0,3,32,3,5,2,3
VUFY5WDXQU,mutation,0.2583801512904337,0.25,2,0.0,3,29,2,4,1,2
XIEAJYUD9V,mutation,0.2583801512904337,0.25,2,0.0,3,29,2,3,1,2
57EC1BV63Q,crossover,0.2583801512904337,0.25,2,0.0,3,19,2,6,1,2
0PKUWHCKIL,mutation,0.2583801512904337,0.25,2,0.0,3,18,2,5,1,2
LE810BQ2I7,crossover,0.1436511614223247,0.25,3,0.0,3,19,3,6,2,3
7SO8B2CVLG,crossover,0.1436511614223247,0.25,3,0.0,3,18,3,6,2,3
XETDKBA2G8,crossover,0.2583801512904337,0.25,2,0.0,3,24,2,5,1,2
48I48WQD2O,crossover,0.2583801512904337,0.25,2,0.0,3,23,2,4,1,2
ZW3VDU26IE,mutation,0.2583801512904337,0.25,2,0.0,3,11,2,6,1,2
JQMN8IK2IR,crossover,0.2583801512904337,0.25,2,0.0,3,10,2,5,1,2
6O58W9Q99U,crossover,0.1436511614223247,0.25,3,0.0,4,11,3,6,2,3
A80QQ1BIJD,crossover,0.2583801512904337,0.25,2,0.0,3,10,2,5,1,2
EIQM0K7YSQ,crossover,0.2583801512904337,0.25,2,0.0,3,18,2,5,1,2
98J6ZKUVGR,crossover,0.2583801512904337,0.25,2,0.0,3,14,2,4,1,2
EG5GJ0V9R7,crossover,0.2583801512904337,0.25,2,0.0,4,14,2,6,1,2
AJ43AYPH0Z,mutation,0.2583801512904337,0.25,2,0.0,3,13,2,5,1,2
O5NUHJBJUI,crossover,0.2583801512904337,0.25,2,0.0,3,23,2,5,1,2
MW1JXRKBL5,crossover,0.2583801512904337,0.25,2,0.0,3,20,2,5,1,2
ABUDAJIYDS,crossover,0.1436511614223247,0.25,3,0.0,3,30,3,4,2,3
0X59ZW55RG,crossover,0.2583801512904337,0.25,2,0.0,3,30,2,3,1,2
0GPZ1HPNCC,crossover,0.32299679961367,0.25,3,0.0,4,18,3,5,2,3
M8OICQT24T,crossover,0.2583801512904337,0.25,2,0.0,3,16,2,5,1,2
A28JQL64U5,crossover,0.2583801512904337,0.25,2,0.0,3,15,2,4,1,2
DL0PF1DMO4,crossover,0.2583801512904337,0.25,2,0.0,3,14,2,4,1,2
N5ORBSHPLD,mutation,0.1436511614223247,0.25,3,0.0,3,33,3,6,2,3
XDOEQH3KIF,crossover,0.1436511614223247,0.25,3,0.0,3,33,3,5,2,3
SYLL3SQCT0,crossover,0.1436511614223247,0.25,3,0.0,3,35,3,5,2,3
7GFC6QDFG5,crossover,0.1436511614223247,0.25,3,0.0,3,35,3,4,2,3
5S62NDAJ82,crossover,0.1436511614223247,0.25,3,0.0,3,26,3,5,2,3
NFVXH9HOES,crossover,0.2583801512904337,0.25,2,0.0,3,24,2,5,1,2
TWG1U93OAR,crossover,0.32299679961367,0.25,3,0.0,4,21,3,5,2,3
JHX4D85N61,mutation,0.32299679961367,0.25,3,0.0,3,12,3,5,2,3
MOJWF2H75W,mutation,0.1436511614223247,0.25,3,0.0,3,29,3,4,2,3
SHSGRLWY8D,crossover,0.2583801512904337,0.25,2,0.0,3,29,2,4,1,2
TCPE71RSKZ,crossover,0.1436511614223247,0.25,3,0.0,3,27,3,5,2,3
PB2J8O7KGE,mutation,0.2583801512904337,0.25,2,0.0,3,27,2,4,1,2
EU3QZC20EJ,mutation,0.1436511614223247,0.25,3,0.0,4,29,3,5,2,3
P090G2G3KC,mutation,0.32299679961367,0.25,3,0.0,3,19,3,4,2,3
7W22UVY6YZ,mutation,0.1436511614223247,0.25,3,0.0,4,16,3,6,2,3
XF13XLDPJG,crossover,0.2583801512904337,0.25,2,0.0,3,15,2,5,1,2
P4LVM7QSH6,crossover,0.2583801512904337,0.25,2,0.0,3,29,2,4,1,2
DFKTIDOOJU,mutation,0.2583801512904337,0.25,2,0.0,3,29,2,3,1,2
DP4SVPVCX0,crossover,0.1436511614223247,0.25,3,0.0,4,7,3,6,2,3
APAPUBRKLA,mutation,0.2583801512904337,0.25,2,0.0,3,6,2,5,1,2
DK6MFOKU04,mutation,0.2583801512904337,0.25,2,0.0,3,11,2,5,1,2
Q0NDPCDXCO,crossover,0.2583801512904337,0.25,2,0.0,3,8,2,5,1,2
98J7ARDEZR,crossover,0.2583801512904337,0.25,2,0.0,3,11,2,5,1,2
UMTNU0KZEI,crossover,0.2583801512904337,0.25,2,0.0,3,11,2,5,1,2
D8548OXXQ4,crossover,0.2583801512904337,0.25,2,0.0,3,16,2,5,1,2
UGA3YCSLB0,mutation,0.2583801512904337,0.25,2,0.0,3,15,2,4,1,2
MVYXHIPSIT,crossover,0.2583801512904337,0.25,2,0.0,3,23,2,6,1,2
M98NFSZCFH,mutation,0.2583801512904337,0.25,2,0.0,3,21,2,5,1,2
DSCIO237ZU,mutation,0.2583801512904337,0.25,2,0.0,4,19,2,6,1,2
N974EU1VY9,mutation,0.2583801512904337,0.25,2,0.0,3,19,2,5,1,2
2PCLJP2KJ9,crossover,0.2583801512904337,0.25,2,0.0,3,17,2,5,1,2
XMFOUCLFNN,mutation,0.2583801512904337,0.25,2,0.0,3,18,2,4,1,2
J3O3IOLCFV,crossover,0.2583801512904337,0.25,2,0.0,3,15,2,5,1,2
76IL7URLMK,mutation,0.2583801512904337,0.25,2,0.0,3,9,2,5,1,2
21CYCB5A7O,crossover,0.2583801512904337,0.25,2,0.0,3,16,2,5,1,2
Y0PZ7NRFNS,crossover,0.2583801512904337,0.25,2,0.0,3,11,2,5,1,2
XVRAA5RAQD,crossover,0.2583801512904337,0.25,2,0.0,3,22,2,6,1,2
BWZW57QMQ0,crossover,0.2583801512904337,0.25,2,0.0,3,21,2,5,1,2
DY54Q8OGCP,crossover,0.2583801512904337,0.25,2,0.0,3,18,2,6,1,2
BVV2WG9S59,mutation,0.2583801512904337,0.25,2,0.0,3,16,2,5,1,2
X3C8GYDQUN,mutation,0.2583801512904337,0.25,2,0.0,3,19,2,5,1,2
0K7K2O1Z7N,mutation,0.2583801512904337,0.25,2,0.0,3,16,2,5,1,2
RSHECKK0EY,crossover,0.2583801512904337,0.25,2,0.0,3,8,2,5,1,2
55JQ49IX72,crossover,0.2583801512904337,0.25,2,0.0,3,8,2,5,1,2
UWOSOSIP0V,crossover,0.2583801512904337,0.25,2,1.0,3,25,2,4,1,2
4B7SAVVFPH,crossover,0.2583801512904337,0.25,2,0.0,3,23,2,4,1,2
CEMDYM0VYH,crossover,0.32299679961367,0.25,3,0.0,4,11,3,5,2,3
22TF0LGFSX,crossover,0.2583801512904337,0.25,2,0.0,3,9,2,5,1,2
8CXNY1SVOF,crossover,0.2583801512904337,0.25,2,0.0,3,25,2,5,1,2
51L9O39P36,crossover,0.2583801512904337,0.25,2,0.0,3,25,2,4,1,2
1NSZZBR69U,crossover,0.2583801512904337,0.25,2,0.0,3,14,2,4,1,2
IOTLGALBOQ,crossover,0.2583801512904337,0.25,2,0.0,3,13,2,4,1,2
4OAZ3Q4IJE,crossover,0.2583801512904337,0.25,2,0.0,3,21,2,4,1,2
1U3HWWAQ92,mutation,0.32299679961367,0.25,3,0.0,3,15,3,4,2,3
XQC769WDWE,crossover,0.2583801512904337,0.25,2,0.0,3,11,2,5,1,2
3OZ4U2W51N,crossover,0.2583801512904337,0.25,2,0.0,3,9,2,5,1,2
