id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
P14TI18HQS,inicialization,0.41646704046961225,0.0023830675296473425,,0.0,,2,,,27,1426
CRUMLMJ8IP,inicialization,0.4227744458500188,0.025797763582779853,,1.0,27,2,1426,,27,1426
XHEKE5MJ3R,inicialization,0.49804876873707704,0.09093729289169028,,0.0,10,19,1173,2,10,238
TZSTCZTKOO,inicialization,0.4348476408792761,0.0015793110255651055,,1.0,18,32,1292,7,18,301
NS45962VAY,inicialization,0.4030780630189206,0.02817378061677739,,1.0,25,3,1277,8,25,1277
H6VQAOZ8SQ,inicialization,0.3968215722044778,0.04154152036888192,,0.0,18,38,528,6,16,232
6PZ10I0201,inicialization,0.6048286757494754,0.01971318583696434,,1.0,10,8,917,9,10,217
ZPTUJ5FB68,inicialization,0.49789131262227493,0.0627353102923136,,1.0,9,36,477,2,9,148
J2J0NDHETK,inicialization,0.5582398402273994,0.023456999027031578,,1.0,14,29,1028,1,14,277
LMWQUTAB3I,inicialization,0.3937505928292472,0.029774243129292,,0.0,7,9,724,6,7,92
WID622UXWJ,inicialization,0.38676094896964874,0.029767192633642137,,1.0,8,17,327,4,8,132
GDCH4NRNGQ,inicialization,0.4100779727032581,0.021976394940564303,,0.0,21,13,1088,7,20,562
419IMOYIVD,inicialization,0.39340360277479314,0.0516871836090077,,0.0,12,8,450,4,12,450
6Y1EM03406,inicialization,0.39907025856234624,0.05683404543339399,,1.0,20,25,319,3,20,319
CEH8ACWH4W,inicialization,0.32524310820006275,0.1094166419899319,,1.0,3,17,378,4,3,8
CJZU00RG59,inicialization,0.4484486427754907,0.014502869551729497,,1.0,13,34,242,7,13,242
IU23Z4CFAL,inicialization,0.37936015953845825,0.1220017767249037,,1.0,7,8,413,4,7,94
068SYGR4UW,inicialization,0.6174113838585082,0.020509891845396734,,1.0,5,33,1371,8,5,29
J5OV0IKAXF,inicialization,0.4464679401875802,0.03416670191914492,,1.0,26,10,498,8,19,498
LSTGAWLVV3,inicialization,0.47999049038472885,0.051715385591607085,,1.0,3,34,509,6,3,8
SZGOK72IOA,inicialization,0.3737402918832805,0.07907130871300255,,0.0,9,4,207,5,9,207
R1UIYI0VZV,inicialization,0.40150594842403975,0.08390089823314584,,1.0,23,32,304,3,21,304
Y9CMTXJOO9,inicialization,0.3803781191137672,0.017795451020206715,,0.0,10,37,983,6,10,157
DLMORT256M,inicialization,0.3942006905579636,0.03504801387537543,,0.0,14,30,973,6,14,266
FR9JYW9A12,inicialization,0.6227330251082399,0.015109212177616087,,1.0,3,33,211,8,3,8
CNP55D03O9,inicialization,0.4979777964876926,0.07465064794055021,,0.0,22,38,1205,2,19,247
546G4OUBMZ,inicialization,0.44792204612289266,0.0066486173978029806,,1.0,19,23,869,2,19,411
HDJ52IDYJZ,inicialization,0.4012530080685096,0.0024324209991962165,,1.0,19,9,394,6,19,394
6XVPYMVJED,inicialization,0.45487078404529324,0.019720236332614105,,1.0,21,9,721,1,21,721
Z4BNI0X870,inicialization,0.40285428721462824,0.01783775399410578,,0.0,9,4,776,6,9,236
1YXYTASKLD,inicialization,0.45103241477944533,0.05769420590267493,,0.0,16,13,1155,2,16,540
5JM2C6IFYG,inicialization,0.3232676520047495,0.10094899671446905,,0.0,7,3,1006,5,7,101
7PABGYX6V6,inicialization,0.45156402796083317,0.022343020714356232,,1.0,19,11,1201,8,19,643
GLMO3R9GZG,inicialization,0.3859916510659649,0.06856607019473468,,0.0,17,6,386,6,17,386
LIVQKM6QF1,inicialization,0.4134735242704337,0.03933471523048068,,1.0,25,30,1385,6,23,327
552DH4YKXK,inicialization,0.4295144169010765,0.03386353060620162,,0.0,25,6,440,2,19,440
Y45RIWV0H3,inicialization,0.6227330251082399,0.015109212177616087,,1.0,27,31,12,8,5,12
RX7DCKDVED,inicialization,0.35168601371380737,0.1173625505873063,,1.0,21,37,84,5,13,84
8XTWVZECZ2,inicialization,0.3426405722535867,0.10782322997306712,,0.0,20,36,10,6,4,10
WOK19UA1AZ,inicialization,0.7432658754479369,0.01080135933556129,,0.0,6,16,981,9,6,42
E3YRFHZ2FQ,inicialization,0.3969101771888406,0.11488077611856112,,1.0,20,18,1414,5,20,490
W3CELH7H3A,inicialization,0.4046861213571622,0.03391288407575055,,0.0,15,25,517,6,15,329
5MOP0RBL1S,inicialization,0.4273717039211309,0.004822539024493422,,0.0,19,8,744,3,19,744
ZX0PXX99AZ,inicialization,0.43087433679263343,0.009229098805646041,,1.0,19,27,1192,7,19,339
