seed,id,creation_mode,error_val,dem_fp_val,error_tst,dem_fp_tst,actual_depth,actual_leaves,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
109,IX1EKMV2C9,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,PH8Q2XWB8N,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,A38K6EGWPG,mutation,0.2518366303587458,0.3630434782608696,0.30096438313145046,0.08641358641358643,9,29,1.0,9,29,29,4
109,NS516QT69P,crossover,0.32293228932714624,0.06739130434782609,0.2972841799066114,0.07292707292707296,9,62,1.0,9,8,85,3
109,IBFO7H9NX8,mutation,0.40901248119824474,0.03695652173913043,0.4376918316523615,0.043956043956043966,6,20,0.0,6,22,20,8
109,3CVEFEMA3B,crossover,0.27392576993729767,0.18478260869565222,0.29042825345701406,0.02797202797202797,8,53,1.0,8,10,53,3
109,8YDFQGKGG3,crossover,0.4065345352409837,0.04565217391304348,0.43600067544788845,0.05044955044955046,6,20,0.0,6,22,20,7
109,EHN6Y6CKL0,mutation,0.503471168507664,0.019565217391304346,0.5874008055775009,0.08241758241758243,9,32,1.0,10,26,32,9
109,K6COBYNXFN,crossover,0.26455421468020224,0.2782608695652174,0.3070651328164167,0.11138861138861139,8,41,1.0,8,15,41,3
109,MJ62QUNNH3,mutation,0.28625357285367026,0.11739130434782608,0.29042825345701406,0.07292707292707296,9,66,1.0,9,7,88,3
109,189BPRAMZ6,crossover,0.2602907251353713,0.3456521739130435,0.30363756927829966,0.07992007992007993,9,31,1.0,9,27,31,4
109,5B1QZWE082,crossover,0.2686514375645631,0.2456521739130435,0.298301380661931,0.041958041958041925,8,29,1.0,9,30,29,3
109,QI957OE5MU,crossover,0.3019944555793781,0.07608695652173914,0.2719890110719482,0.05394605394605395,9,66,1.0,9,7,90,3
109,AWIQH75HSS,mutation,0.29067309786809137,0.10869565217391303,0.2972841799066114,0.02797202797202797,9,66,1.0,9,7,87,3
109,WNDXJ2G1PG,crossover,0.2978021923942732,0.08478260869565218,0.2691057879512595,0.06043956043956045,9,66,1.0,9,7,88,3
109,GGM5R35AT3,crossover,0.2686514375645631,0.2456521739130435,0.298301380661931,0.041958041958041925,8,29,1.0,9,30,29,3
109,JF138B4SE6,mutation,0.503471168507664,0.019565217391304346,0.5130268414554483,0.043956043956043966,9,32,1.0,10,26,32,9
109,W9OYWXWNHB,mutation,0.25605166879893104,0.35434782608695653,0.30363756927829966,0.07992007992007993,8,21,1.0,9,27,21,4
109,G15041873B,mutation,0.5139974664535616,0.015217391304347828,0.6464466094067263,0.05744255744255745,8,16,1.0,9,26,16,9
109,IL63N7KU8K,crossover,0.5139974664535616,0.015217391304347828,0.5577833612859466,0.018981018981018984,8,16,1.0,8,25,16,9
109,LISS9Q65CQ,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,WO5AL5L5SY,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,26,18,9
109,2XUJC7XOWO,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,12J8X6AD2G,mutation,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,TZH8A2KVQG,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,FJM0RLILDL,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,DQ1EBKPTS7,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,8HW7USMTC2,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,25,18,9
109,TOJTXK40DW,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,R9IAKBY0L6,mutation,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,33UKE933XP,mutation,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,OEQOYUSL74,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,25,18,9
109,UMLJPO9QEA,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,4YL6YRVO13,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,24,18,9
109,E76TUXS353,mutation,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,3WWJPC0W4B,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,24,18,9
109,8VPO3BFZQ1,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,D3LZYKQKZY,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,9Q3X8K4HWV,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,25,18,9
109,QRALRHJ6C2,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,24,18,9
109,XOXFF205O0,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,7SQX87QRDX,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,LWL284P4QX,mutation,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,26,18,9
109,6J3114UK5T,mutation,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,24,18,9
109,OFTLXALQ0U,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,24,18,9
109,ZA0M4Y0056,mutation,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,NVID8GOLN2,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,24,18,9
109,39TKM79C3M,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,24,18,9
109,PCDD83M3AO,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,24,18,9
109,34Y9MYGB4W,mutation,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,27,18,9
109,WL2OFXCLXR,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,YXVKAFEBLU,crossover,0.517750437935077,0.0021739130434782553,0.6464466094067263,0.05744255744255745,8,18,1.0,8,25,18,9
109,W1M8B3DCSP,crossover,0.517750437935077,0.0021739130434782553,0.5353786317085536,0.024975024975024976,8,18,1.0,8,25,18,9
