id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
JWK9LYS1C7,inicialization,0.26844793166876324,0.045569245569245576,0.0,,2,,,37,2734
87LY2O6IFD,inicialization,0.25583105264556427,0.04792614792614794,1.0,37,2,2734,,37,2593
L26O77J504,inicialization,0.3683544926808743,0.00032560032560032676,1.0,11,5,912,7,11,292
611ZIKXNEP,inicialization,0.29733632359995266,0.014381914381914385,1.0,18,23,1206,6,18,723
RU4826NZPN,inicialization,0.3930509873496326,0.010263810263810264,1.0,34,26,1460,9,34,1082
7DZH4LTE7Y,inicialization,0.22712443948100436,0.032400932400932406,1.0,17,36,472,4,17,472
MKO70IJ48O,inicialization,0.366119408320975,0.0038295038295038317,0.0,11,12,318,7,11,259
A0RUR20P1M,inicialization,0.18530781680715713,0.0602989602989603,1.0,31,28,63,3,12,63
3NOQFKY4IA,inicialization,0.40381540915138314,0.0037888037888037934,0.0,17,9,1168,9,17,858
PKEH4HKRKL,inicialization,0.19685322905067737,0.0923594923594924,1.0,5,9,2597,2,5,24
2Z4EV8I33P,inicialization,0.3272417661132011,0.01330891330891331,1.0,27,12,2677,8,27,1460
J4MEF9M2BQ,inicialization,0.2081943378705733,0.06261516261516263,1.0,22,25,1289,3,22,809
LQ9FGHNJEL,inicialization,0.3198735361913685,0.0003959003959004004,1.0,17,26,1153,7,17,674
4RWQ2PN4NZ,inicialization,0.31223710123941384,0.021855921855921855,0.0,26,15,1333,7,26,1283
FD3NB2BHT7,inicialization,0.5408613932752906,1.0,1.0,4,37,2640,7,4,14
D2M2YOQULR,inicialization,0.372573331478533,0.006105006105006104,1.0,31,28,2502,8,31,992
MSFH9QS6MN,inicialization,0.2890343961238062,0.026284826284826285,0.0,28,23,651,6,28,651
RAN2ZPKZ56,inicialization,0.1990638992812679,0.09464979464979467,0.0,21,19,775,2,21,775
7PV0GZF1F5,inicialization,0.3169339149662792,0.005335405335405337,0.0,15,35,2441,7,15,449
SAU56CLMNY,inicialization,0.2450974345581285,0.03582713582713582,0.0,16,22,2490,5,16,667
F67SC5YX1C,inicialization,0.29627071752979917,0.026011026011026006,1.0,33,30,950,6,33,907
8XRSGPRWMK,inicialization,0.29154774110722037,0.009760609760609763,1.0,8,38,1045,6,8,85
LP0XKSX8Z3,inicialization,0.4961385359237469,0.0010249010249010252,0.0,8,34,892,8,8,72
9XLCHMPA03,inicialization,0.2859896813772569,0.03478743478743478,1.0,21,8,1674,6,21,1357
5X4BKNK0MM,inicialization,0.2292081011777336,0.018204018204018207,1.0,9,15,246,5,9,140
4IL9EGDUYT,inicialization,0.3195682805632687,0.004558404558404561,0.0,14,22,482,7,14,474
VTO35UINSF,inicialization,0.37370548605847986,0.0043327043327043326,0.0,15,25,1891,8,15,517
R5P71CYGB0,inicialization,0.20458807889189212,0.11601731601731602,1.0,20,34,2408,1,20,584
NO8L2KXH43,inicialization,0.25072891874988623,0.06712176712176712,1.0,30,4,2532,4,30,2162
NG302YES4V,inicialization,0.321467613086584,0.009671809671809674,1.0,29,9,1316,8,29,1316
G4PT5A6ZLP,inicialization,0.18165812545198423,0.08134828134828137,1.0,10,3,1982,2,10,228
IBOMVL71ZR,inicialization,0.2048922134352148,0.06368446368446368,1.0,20,33,2309,3,20,628
LOA6ZN77BG,inicialization,0.2052689046645959,0.07291967291967294,1.0,25,9,1179,2,25,1179
YODQHUJBNZ,inicialization,0.4038278183257321,0.005154105154105155,1.0,9,33,2341,7,9,119
CPEQUIM2QX,inicialization,0.3101277562177638,0.011033411033411038,0.0,12,14,533,6,12,346
ZV81B7Y20M,inicialization,0.37240139104822567,0.00019980019980020067,1.0,11,17,2462,7,11,257
OMT3280N1N,inicialization,0.37053839701623115,0.0008362008362008365,1.0,10,33,179,7,10,166
7QQBRYKI8R,inicialization,0.36540071442823285,0.010267510267510271,1.0,36,14,821,9,33,821
WU933YCXAH,inicialization,0.26133314005013775,0.03867613867613868,1.0,33,19,1739,5,33,1150
5SKHZYG65Y,inicialization,0.2470495860692643,0.045839345839345846,0.0,29,15,1068,4,29,1068
Y4QVM5MDMX,inicialization,0.32201838734123256,0.0003552003552003552,1.0,15,16,351,7,15,351
1IOYLAQFWW,inicialization,0.19799990548737223,0.09107189107189108,1.0,28,5,1060,1,28,1060
XHATSLHXL7,inicialization,0.41263030386898136,0.007570207570207569,1.0,12,35,1387,8,12,252
2RB2IAI9WC,inicialization,0.3255579030736203,0.005890405890405889,0.0,23,34,16,7,7,16
IB5KYZAGJ6,inicialization,0.18061306810168953,0.08188478188478188,0.0,10,22,1129,2,10,223
1NATSTLIQK,inicialization,0.29317058038722044,0.007422207422207425,1.0,8,12,329,6,8,101
OSYGJ98641,inicialization,0.20980654289103795,0.09056129056129057,0.0,35,23,1374,2,35,1011
C4DQDYTUTC,inicialization,0.20318514987767666,0.1183224183224183,0.0,19,30,454,1,19,454
2OBCFSEIE2,inicialization,0.30559931955748865,0.011558811558811562,1.0,5,4,767,5,5,26
YZZ0DS9G21,inicialization,0.1833133745029707,0.05847485847485849,1.0,23,36,176,3,17,176
B2I481EBH6,mutation,0.3587971226629352,0.00115070115070115,1.0,26,11,884,8,26,884
GYYDLVI1VS,crossover,0.34889283259214143,0.0016613016613016632,1.0,21,8,849,8,21,849
OVRYTK08Z9,crossover,0.3983352799207138,0.0009583009583009582,1.0,14,13,829,8,14,499
U5G51TVKL7,crossover,0.30591689975910785,0.012591112591112591,0.0,12,11,585,6,12,361
W42YH1L5WB,crossover,0.300622370573679,0.010241610241610244,1.0,17,34,1614,6,17,562
AINBCE5FKH,crossover,0.231827777713012,0.0264994264994265,0.0,11,33,1587,5,11,239
RYPKVTA7LV,crossover,0.35935803737359817,0.0008991008991008978,1.0,19,15,2623,8,19,945
KG6ZC25Y2W,crossover,0.3063240580743194,0.005531505531505533,1.0,19,14,2516,7,19,1031
T6FGPGEV05,crossover,0.32612049862040193,0.004284604284604282,1.0,15,20,873,7,15,588
0GQ6UENWRA,crossover,0.3051764564854167,0.009978909978909982,0.0,14,20,813,6,14,492
M9RORV4V3B,mutation,0.327893932675525,0.003766603766603767,1.0,15,21,902,7,15,575
HQABF6PSF1,mutation,0.3315274488415898,0.006907906907906911,0.0,13,18,569,7,13,414
IYIGAFZYFF,crossover,0.24823258591989372,0.033251933251933256,1.0,16,17,1511,5,16,678
QLBH1R7ZHN,crossover,0.19202574912231551,0.07062197062197063,0.0,15,13,1292,3,15,704
GERVKZQLLA,crossover,0.30537203820303127,0.010774410774410777,0.0,12,9,2734,6,12,372
CBP5HP53HO,crossover,0.24384164713922307,0.026244126244126247,0.0,37,7,533,,30,533
6BVBYXAE39,crossover,0.18024207730665565,0.08082658082658084,1.0,10,15,1647,2,10,200
ZM59ZEQ0B0,mutation,0.1793708064699957,0.07513967513967515,0.0,10,10,1464,2,10,253
PL10YVGLEK,crossover,0.246451638030997,0.0198024198024198,1.0,19,25,279,5,19,279
IAQI1DBPE6,mutation,0.21019893278418622,0.029030229030229032,1.0,12,20,226,4,12,226
