id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
ULHN6EK836,inicialization,0.4124788219520773,0.24038461538461536,107,0.0,,2,,,13,107
QI0WH9Q8A6,inicialization,0.45886880841409905,0.16666666666666669,103,1.0,13,2,107,,13,103
G2MQU9GB12,inicialization,0.4353788947610947,0.40544871794871795,30,1.0,8,34,51,6,8,30
79C2F960XM,inicialization,0.4047350199737435,0.17948717948717952,4,0.0,12,3,4,2,3,4
59TJ4MNBE7,inicialization,0.38407996897272245,0.24038461538461536,26,1.0,6,24,81,7,6,26
6CS47FQAA7,inicialization,0.32549605579726637,0.41346153846153844,18,1.0,5,39,63,4,5,18
X6C8A70I4V,inicialization,0.7364732591736587,0.014423076923076927,27,0.0,7,39,100,9,7,27
SX58GYOQOV,inicialization,0.7333789056940296,0.014423076923076927,16,1.0,5,26,46,9,5,16
SB49UZ4VL2,inicialization,0.42792244645264466,0.009615384615384637,80,0.0,13,8,93,9,13,80
BSJZMSGRL6,inicialization,0.3724266919266309,0.1314102564102564,52,0.0,11,21,71,1,11,52
V10O6UVVLA,inicialization,0.4047350199737435,0.17948717948717952,8,1.0,3,7,71,1,3,8
D48ZF82NEJ,inicialization,0.3162365412421724,0.11217948717948723,14,1.0,4,21,87,4,4,14
EN68J4R3TL,inicialization,0.3992485908138894,0.266025641025641,55,0.0,12,18,100,7,12,55
V7SRF233S1,inicialization,0.3437820411102893,0.2564102564102564,34,1.0,10,30,38,2,10,34
T04MAKX20H,inicialization,0.7354377866549971,0.014423076923076927,20,1.0,5,13,60,8,5,20
MJJ6JHAIMI,inicialization,0.42127015830780623,0.1282051282051282,13,0.0,12,9,13,1,6,13
BOQY6JDZVP,inicialization,0.5401269157816292,0.1955128205128205,46,0.0,13,28,81,8,12,46
27X66WYOWY,inicialization,0.7364732591736587,0.014423076923076927,24,1.0,7,22,24,9,7,24
EX8BAXXUV2,inicialization,0.31384156557746323,0.27083333333333337,67,1.0,11,11,93,1,11,67
4ZY4Q1DJRO,inicialization,0.2754665394372381,0.17948717948717952,32,0.0,13,15,32,2,8,32
YI77WKV6T6,inicialization,0.2575741301323048,0.33333333333333337,13,1.0,4,26,80,3,4,13
US2NIO9PIX,inicialization,0.3437820411102893,0.46474358974358976,23,0.0,5,16,56,6,5,23
LSEIVDAFBK,inicialization,0.3285430700713965,0.3621794871794872,42,1.0,12,23,71,3,11,42
QWC6005EVD,inicialization,0.5272280372351945,0.14423076923076922,71,1.0,11,8,87,6,11,71
0LQT4V58MN,inicialization,0.3247870642944647,0.13782051282051283,5,0.0,12,36,5,4,3,5
SFWOPVU7MT,inicialization,0.5453588617455506,0.16987179487179488,73,1.0,11,3,73,6,11,73
RW4G4W5IVV,inicialization,0.5544708308073378,0.04487179487179488,23,1.0,10,34,23,8,10,23
SRJ6S3VLNQ,inicialization,0.5489815580305142,0.04487179487179488,32,1.0,8,31,59,8,8,32
LSMCVQ9KYC,inicialization,0.5866215416484329,0.09615384615384615,41,0.0,10,30,68,8,10,41
O92890YO57,inicialization,0.3427412506721489,0.2964743589743589,21,1.0,12,39,21,3,7,21
35F6KCC4XR,inicialization,0.633232889335096,0.028846153846153855,53,0.0,12,20,59,9,12,53
59QX7ONPMY,inicialization,0.7364732591736587,0.014423076923076927,30,1.0,7,21,49,9,7,30
7UADXBWACL,inicialization,0.6722036542416167,0.02243589743589744,12,0.0,4,33,55,7,4,12
L9H2J3QU3T,inicialization,0.3437820411102893,0.2564102564102564,34,1.0,12,32,79,2,10,34
YE05V1DG6F,inicialization,0.3843019621430357,0.20512820512820518,28,1.0,7,15,28,1,7,28
UI1UR6686Z,inicialization,0.6541427680669627,0.0032051282051281937,20,1.0,13,10,20,9,9,20
734YD4TQDP,inicialization,0.30996745893845323,0.3076923076923077,48,0.0,7,6,48,2,7,48
D4RS9Y9X8W,inicialization,0.2819103340916629,0.23076923076923073,30,0.0,9,19,30,2,8,30
5V9XI15OP9,inicialization,0.392460223828188,0.1282051282051282,14,0.0,4,34,41,1,4,14
Q9TSLHDA7B,inicialization,0.5932893733444053,0.08012820512820512,29,1.0,8,9,29,8,8,29
Y0UAG4USIA,inicialization,0.36227077486342096,0.33653846153846156,25,1.0,6,30,41,3,6,25
5UBBED0GNE,inicialization,0.38330362217726177,0.30288461538461536,41,0.0,13,10,41,5,13,41
LGA1SQPMYW,inicialization,0.5787594404350924,0.07051282051282051,26,1.0,11,9,26,9,11,26
M40JM5IHSC,inicialization,0.5498917879027283,0.019230769230769218,43,1.0,9,14,43,8,9,43
AA6OS2N3O1,inicialization,0.35417635922574664,0.1891025641025641,15,0.0,4,12,66,6,4,15
FUISP843YB,inicialization,0.32681473534633754,0.3221153846153846,19,1.0,5,30,96,3,5,19
HFSI5969VF,inicialization,0.5581682322367656,0.04487179487179488,37,1.0,11,27,84,8,10,37
6J2R1S8LXL,inicialization,0.4336865990643617,0.3798076923076923,31,1.0,8,29,49,5,8,31
E1GFE5BW7P,inicialization,0.33942174092418376,0.16346153846153844,13,1.0,4,27,25,4,4,13
W8XF5FNWR6,inicialization,0.5716792713204959,0.15865384615384615,40,0.0,12,36,66,8,11,40
AXXUO7YEOX,crossover,0.4937168531901567,0.40865384615384615,33,1.0,11,30,33,7,11,33
3DLOTQOC9X,mutation,0.31623654124217226,0.39903846153846156,40,1.0,10,23,40,4,10,40
