id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
K48N8WNQQO,inicialization,0.399175622260626,0.06164383561643838,29,0.0,,2,,,29,1417
BNILFVALSD,inicialization,0.4123534175813415,0.022293849046467917,29,1.0,29,2,1417,,29,1417
4RPM62AEMH,inicialization,0.43260621102921115,0.14439967767929085,16,0.0,16,12,303,2,16,303
C2HTMPEYRP,inicialization,0.5316159588203384,0.033494493687886095,8,0.0,8,7,665,7,8,140
KBYEH6SO5K,inicialization,0.34041051911653186,0.2189900617781359,15,0.0,25,11,144,5,15,144
1QIFXX6PE3,inicialization,0.453657677929024,0.08777867311308085,26,0.0,26,11,1125,8,26,684
E1IHYT1TBK,inicialization,0.37157508519878235,0.13671770077894174,14,1.0,14,21,505,5,14,341
KO4152GUCU,inicialization,0.4911286826106195,0.12551705613752348,5,1.0,5,22,961,7,5,29
B4IQK7ZNNH,inicialization,0.36768411061933304,0.13838302444265377,20,0.0,28,25,979,5,20,339
IDVAG0MZ3Y,inicialization,0.5438951718403151,0.07958635508998119,9,0.0,9,7,1061,8,9,174
0S758LUDMZ,crossover,0.4153231985069288,0.13432715551974211,17,0.0,17,9,533,6,17,533
WL6YEBA5A5,mutation,0.3933431799190259,0.17287134031694867,14,0.0,14,9,276,6,14,276
LFYILJRKJQ,crossover,0.41209049685124377,0.03266183185603011,27,1.0,27,8,930,5,27,838
5VA7YMWTU6,mutation,0.37826089104482086,0.11582057480526459,22,0.0,27,5,631,,22,631
K5648GPPAP,mutation,0.48349392695735616,0.05001343002954606,20,1.0,20,18,1055,8,20,469
C6H0S7L8AS,mutation,0.40251764523718847,0.1542573193661026,14,0.0,14,15,1031,6,14,401
CT4JJQWTTL,crossover,0.4095817628092028,0.1094010206822455,26,1.0,29,15,1417,5,26,540
EJMQXVURE8,mutation,0.37252257172436243,0.08447488584474883,14,0.0,14,8,505,,14,505
KBOEWPE7G8,mutation,0.41067649797513117,0.07998925597636314,27,0.0,29,5,1417,,27,1055
30N0QY706O,mutation,0.539310217234096,0.05474080042976093,8,0.0,8,12,665,7,8,129
1S3Y140OD8,crossover,0.3691662231824766,0.10765511684125711,18,0.0,20,10,337,5,18,337
3DD9SSPEQ3,crossover,0.36934473083385544,0.15928015041633092,18,0.0,19,9,312,,18,312
ZNX0YE1MGT,crossover,0.40404378401255614,0.11326886919151219,26,1.0,29,16,1228,,26,516
7VE631UIQU,crossover,0.3808584354657284,0.08842331453129199,23,0.0,28,11,1168,5,23,656
2U6W4PLZ6R,mutation,0.43743990469767313,0.06293311845286059,26,1.0,26,10,1074,8,26,750
NJKMK3ZM9W,crossover,0.4010451526038402,0.03196347031963476,23,1.0,23,10,1216,,23,722
FYGZN3HRUQ,mutation,0.4012792543588968,0.009750201450443141,20,1.0,20,5,1096,,20,997
J5B3YA2YPY,mutation,0.41078327322395114,0.07120601665323661,17,0.0,17,4,951,6,17,951
UHAK8GEAL4,crossover,0.4247982707621073,0.05197421434327154,19,1.0,19,5,1059,7,19,948
TW39MYZQVQ,mutation,0.4037382437638307,0.07569164652162236,20,0.0,20,4,1023,,20,1023
CZ2QSKJFET,crossover,0.36552658280133155,0.14488315874294921,22,0.0,27,18,759,5,22,443
ETW8L9HEJG,crossover,0.3637718219101348,0.18114423851732475,22,0.0,26,18,364,5,22,364
KV3I30NDHO,mutation,0.3441161073191341,0.21802309965081929,15,0.0,29,8,144,5,15,144
GJSMN2R97O,crossover,0.4056295536608039,0.06594144507117916,25,0.0,25,5,1417,,25,1052
PYK7J3669P,crossover,0.36828317838943236,0.12170292774644109,18,0.0,20,10,334,5,18,334
7PHD4XDRLD,crossover,0.37164886399113495,0.15568090249798544,18,0.0,19,9,315,,18,315
OSJ5BT4XDY,crossover,0.40295566392094184,0.1204673650282031,17,0.0,17,3,951,,17,951
881OXFHRRP,crossover,0.4196132941180204,0.06400752081654587,26,0.0,29,3,1417,6,26,1326
TK8H6NWTAW,crossover,0.39038088571619034,0.13381681439699172,16,1.0,16,15,1037,,16,472
ZH4C1Y0ASU,mutation,0.4505509969123658,0.1538006983615364,9,1.0,9,12,982,7,9,172
7JXA8SJVR0,crossover,0.39064168534920973,0.17673918882621537,17,1.0,17,17,583,6,17,440
WCXWMQONBW,crossover,0.4106727518264798,0.08928283642224011,13,0.0,13,16,522,6,13,346
KOIGV3NHPH,crossover,0.40381229974824795,0.024227773301101263,20,1.0,20,4,1417,,20,1082
MJCUM2VJGK,crossover,0.4061646610808639,0.07832393231265111,29,0.0,29,3,1096,,29,1096
ZSJO0PM5ZK,crossover,0.38561199188598594,0.11291968842331457,22,0.0,29,5,665,,22,665
2T6K08AOWI,crossover,0.5303732589872576,0.03577759871071717,8,0.0,8,4,1417,7,8,144
WV7B6GP0H6,mutation,0.46276904739920655,0.1531829170024174,9,1.0,9,18,897,7,9,152
