id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
JWK9LYS1C7,inicialization,0.4634181584686107,0.07490421455938696,,0.0,,2,,,25,576
87LY2O6IFD,inicialization,0.5162459038197619,0.001835887611749687,,1.0,25,2,576,,25,576
L26O77J504,inicialization,0.6283231973382875,0.026261174968071517,,1.0,8,5,193,7,8,120
611ZIKXNEP,inicialization,0.5524525952235755,0.007886334610472542,,1.0,13,23,255,6,13,170
RU4826NZPN,inicialization,0.7758704549622059,0.01475095785440613,,1.0,23,26,308,9,17,178
7DZH4LTE7Y,inicialization,0.4102505247879483,0.021695402298850572,,1.0,12,36,101,4,12,101
MKO70IJ48O,inicialization,0.621028448461408,0.011653895274584932,,0.0,8,12,68,7,8,68
A0RUR20P1M,inicialization,0.4475716229984006,0.057455300127713924,,1.0,21,28,15,3,6,15
3NOQFKY4IA,inicialization,0.6755578661049871,0.004709450830140481,,0.0,12,9,247,9,12,193
PKEH4HKRKL,inicialization,0.3774369805410923,0.07490421455938696,,1.0,4,9,547,2,4,16
2Z4EV8I33P,inicialization,0.5856787172488004,0.02209450830140485,,1.0,19,12,564,8,19,282
J4MEF9M2BQ,inicialization,0.42717517948786476,0.11767241379310345,,1.0,15,25,272,3,15,184
LQ9FGHNJEL,inicialization,0.6115263734290495,0.0067369093231162205,,1.0,12,26,244,7,12,158
4RWQ2PN4NZ,inicialization,0.5783450278588723,0.004517879948914429,,0.0,18,15,282,7,17,259
FD3NB2BHT7,inicialization,1.0,1.0,,1.0,3,37,556,7,3,8
D2M2YOQULR,inicialization,0.7264546102076082,0.01966794380587484,,1.0,21,28,527,8,17,167
MSFH9QS6MN,inicialization,0.5573875059558062,0.030108556832694765,,0.0,19,23,138,6,17,138
RAN2ZPKZ56,inicialization,0.4065967335815369,0.10549169859514687,,0.0,15,19,164,2,15,164
7PV0GZF1F5,inicialization,0.6461132954987987,0.01906130268199234,,0.0,11,35,515,7,11,110
SAU56CLMNY,inicialization,0.5239069726723355,0.03960727969348659,,0.0,11,22,525,5,11,143
F67SC5YX1C,inicialization,0.550524887501658,0.012531928480204346,,1.0,22,30,201,6,19,152
8XRSGPRWMK,inicialization,0.6368686339394825,0.01475095785440613,,1.0,6,38,221,6,6,47
LP0XKSX8Z3,inicialization,0.8217045079917011,0.001213282247765006,,0.0,6,34,189,8,6,27
9XLCHMPA03,inicialization,0.4857154709518504,0.03186462324393359,,1.0,14,8,353,6,14,322
5X4BKNK0MM,inicialization,0.5292010563336325,0.027346743295019158,,1.0,7,15,53,5,7,53
4IL9EGDUYT,inicialization,0.7032983667907684,0.012595785440613025,,0.0,10,22,103,7,10,103
VTO35UINSF,inicialization,0.7373676404068672,0.011047254150702426,,0.0,11,25,399,8,11,120
R5P71CYGB0,inicialization,0.4089931406454794,0.07696360153256704,,1.0,14,34,507,1,14,139
NO8L2KXH43,inicialization,0.47196595385517637,0.007455300127713921,,1.0,20,4,534,4,20,472
NG302YES4V,inicialization,0.57420226642916,0.031928480204342274,,1.0,20,9,278,8,20,278
G4PT5A6ZLP,inicialization,0.3922011772560383,0.09101213282247764,,1.0,8,3,418,2,8,141
IBOMVL71ZR,inicialization,0.40060756441826884,0.10043103448275861,,1.0,14,33,487,3,14,147
LOA6ZN77BG,inicialization,0.42400514831477065,0.031816730523627074,,1.0,17,9,249,2,16,249
YODQHUJBNZ,inicialization,0.7355450483824153,0.007072158365261814,,1.0,7,33,493,7,7,64
CPEQUIM2QX,inicialization,0.5295350747819699,0.006066411238825037,,0.0,9,14,114,6,9,114
ZV81B7Y20M,inicialization,0.5956638299389745,0.0067369093231162205,,1.0,8,17,519,7,8,96
OMT3280N1N,inicialization,0.6909711223819941,0.00491698595146871,,1.0,8,33,39,7,8,39
7QQBRYKI8R,inicialization,0.5993307143342144,0.00545977011494253,,1.0,24,14,174,9,16,174
