id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
BMOZVAIBKG,inicialization,0.36432280374745396,0.24074074074074076,0.0,,2,,,16,118
JHEVXDMQZU,inicialization,0.37776586024606085,0.2175925925925926,1.0,16,2,118,,16,117
KT0C328PQL,inicialization,0.32140009173458073,0.17592592592592599,1.0,4,3,93,2,4,15
KQ90VEW8MG,inicialization,0.396640896486837,0.11574074074074076,0.0,12,33,66,6,11,32
OJL7LC8YCJ,inicialization,0.31229096054819594,0.19444444444444448,0.0,6,19,9,2,4,9
IPHE490948,inicialization,0.3065122029369769,0.17129629629629628,0.0,9,3,91,1,9,68
577BBQBM52,inicialization,0.6278063158406118,1.0,0.0,6,11,12,8,6,12
TGKEA0NKYV,inicialization,0.6067740809958945,0.004629629629629629,1.0,6,9,101,8,6,31
FMDY6O67P4,inicialization,0.4096739473097528,0.2222222222222222,0.0,9,5,105,6,9,65
ZO9EC5DZNY,inicialization,0.33641812178834396,0.3101851851851852,1.0,15,19,10,5,5,10
6WCK3AL9R1,inicialization,0.43317261000963436,0.08796296296296297,1.0,6,22,55,7,6,25
KK5HTDTAE2,inicialization,0.342048305040231,0.12962962962962965,0.0,6,23,15,3,6,15
ERGUU4216N,inicialization,0.4112802796823355,0.1111111111111111,1.0,6,24,21,6,6,21
J1TONPG7XJ,inicialization,0.3845425451033363,0.07870370370370366,0.0,13,33,40,3,11,32
AS3LNE9SLA,inicialization,0.36709544019798546,0.2777777777777778,1.0,7,31,73,2,7,26
H8PF0XPK7M,inicialization,0.7337530359094289,1.0,1.0,5,22,80,8,5,17
4Q1U4D2RDZ,inicialization,0.35891900005939303,0.09259259259259259,0.0,15,33,93,4,11,31
VQ8ICTA5D9,inicialization,0.43019711770181024,0.09259259259259259,1.0,15,24,93,7,13,40
CRH5FFV0JN,inicialization,0.3385621722338523,0.20370370370370366,0.0,10,35,44,2,10,28
QAFH2OFZ67,inicialization,0.3424596534361505,0.20833333333333331,0.0,7,9,71,3,7,46
XHNOBNCLZ9,inicialization,0.3385621722338523,0.20370370370370366,0.0,11,32,82,2,11,32
PGLL55FCO9,inicialization,0.32249742416744986,0.11574074074074076,0.0,10,36,23,5,10,23
ICZO6JAMSW,inicialization,0.4539595498864821,0.3101851851851852,0.0,14,6,20,6,9,20
N185YE7M2E,inicialization,0.317821163207209,0.2870370370370371,1.0,4,20,7,4,4,7
LR5SWGB96I,inicialization,0.4185636906606349,0.14814814814814814,0.0,5,27,98,1,5,19
FTXXHF8045,inicialization,0.37213858478963946,0.26851851851851855,1.0,7,38,35,2,7,20
HIBU8N8EYX,inicialization,0.5887801906501444,0.013888888888888888,0.0,3,11,111,7,3,8
P5Q49CAMTE,inicialization,0.3306331737739403,0.18055555555555558,0.0,9,35,109,2,9,26
ODZE96XNIE,inicialization,0.521286446121831,0.05092592592592593,1.0,16,28,101,8,11,37
0CRKY1QEC9,inicialization,0.34596656028935324,0.2824074074074074,0.0,4,35,109,4,4,12
W5A4HVJ3LY,inicialization,0.34720879016613315,0.2407407407407407,0.0,11,20,80,2,11,45
4XGFPNFO4P,inicialization,0.31209427556220637,0.11574074074074076,1.0,14,23,42,4,12,41
BKW2EJLZKI,inicialization,0.35188835738068913,0.18055555555555558,1.0,8,31,2,2,1,2
JR67KZ94R8,inicialization,0.34731241604341656,0.3148148148148148,0.0,14,27,43,1,12,43
O427L9D5JJ,inicialization,0.3453463292920229,0.20370370370370366,1.0,7,15,71,2,7,35
QNGD6U6XKN,inicialization,0.2944254129891739,0.037037037037037035,1.0,11,18,107,3,11,53
3Y5980I14O,inicialization,0.3554465621850007,0.05555555555555558,1.0,14,24,83,3,12,40
J4DF4K2T8J,inicialization,0.33286001650646246,0.2407407407407407,1.0,6,25,35,2,6,23
C4HK6M2ONS,inicialization,0.7378493873305962,0.05555555555555555,0.0,9,27,83,9,9,24
NN9Q7ZEBQ0,inicialization,0.3803803009679474,0.18518518518518517,1.0,4,22,50,3,4,14
RQZJSD1EF8,inicialization,0.30602468948691586,0.21296296296296297,1.0,5,18,89,4,5,22
6XV2J48TIE,inicialization,0.3591300555383442,0.20370370370370366,1.0,15,31,11,2,5,11
YMNL6LAGR4,inicialization,0.28869670255763547,0.02314814814814814,1.0,16,9,64,2,12,64
0UJ39XV0YK,inicialization,0.33999540864774236,0.18981481481481483,0.0,4,16,64,2,4,15
A7RSRF00AG,inicialization,0.3810356366341572,0.125,1.0,9,29,55,5,9,32
THHJZ7NRTG,inicialization,0.3453463292920228,0.17592592592592596,0.0,9,25,62,4,9,33
