seed,id,creation_mode,error_val,dem_fp_val,error_tst,dem_fp_tst,actual_depth,actual_leaves,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
103,O1I6UWWCAI,crossover,0.36787855154633087,4.645760743321459e-05,0.387813854894836,0.06500339517665871,16,517,1.0,16,13,718,
103,WBGHAANSR1,mutation,0.3656887970286059,0.00034843205574913716,0.4004867785637938,0.037421418088625036,16,507,1.0,16,13,614,5
103,G47XXFC0WQ,crossover,0.3647466973457044,0.0006116918312040198,0.39946947907081576,0.07492169189319431,16,510,1.0,16,13,831,5
103,D6QMIHN133,crossover,0.36335259559817057,0.0009136662795199424,0.39446814987649426,0.05596565395483322,16,512,1.0,16,13,843,
103,TRRP3QEXYC,crossover,0.36308451640790496,0.0013085559427022941,0.39530020276059785,0.03527917113880796,16,513,1.0,16,13,884,
103,36UNXQ8N0J,crossover,0.36273358971115843,0.0025706542779713737,0.39506176942724525,0.044610430858870176,16,510,1.0,16,13,861,
103,JX5N2BQTTZ,crossover,0.362336221399466,0.0028726287262872963,0.38784634734253476,0.07277944494337724,16,506,1.0,16,13,873,
103,LQI5DHQLBH,crossover,0.3620115998292751,0.00413472706155632,0.39731831807772666,0.07929380325498875,16,508,1.0,16,13,838,
103,00J1SI0JBV,crossover,0.3614973782480565,0.00953929539295395,0.3974534432976745,0.02653494841521914,16,511,1.0,16,13,924,
103,UYST553RNB,crossover,0.3612249051991554,0.01746806039488963,0.39489841463472797,0.08084901320833243,16,513,1.0,16,13,863,
103,N6VS8SMQNT,crossover,0.33921436910095937,0.02555942702284164,0.3671113887487544,0.06010557904190306,12,262,0.0,12,26,713,4
103,JA50ATBESA,mutation,0.3385530144063542,0.03252806813782422,0.3697766588791076,0.06573938185880446,12,272,0.0,12,25,689,4
103,FRO6VMDF35,crossover,0.33835323881304225,0.0870692992644212,0.3584656604699539,0.08234727181127194,10,212,0.0,10,25,634,4
103,A2Z5WVHRWE,mutation,0.3251600886996945,0.11104916763453349,0.3324628460510113,0.11116027424265654,5,30,0.0,5,29,659,4
103,S0J3BE6XW4,mutation,0.3243152398105035,0.12089818041037553,0.34642367213892067,0.11400784176286333,7,83,0.0,7,33,693,4
103,32A7GRGLMY,mutation,0.32362611697949173,0.12438250096786685,0.35003053515889204,0.11556305171620701,7,89,0.0,7,25,534,4
103,23WLAN9Q0U,mutation,0.3234112152464116,0.12882694541231127,0.34978767065035743,0.11867347162289443,7,94,0.0,7,22,618,4
103,OEYPJYQMIV,crossover,0.32064961689137683,0.13135114208284943,0.34890876223254097,0.11837995312465777,7,96,0.0,7,19,652,4
