id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
928YLETK9K,inicialization,0.26666487782408443,0.043985912525450366,2684,0.0,,2,,,40,2684
OO2S53F6EG,inicialization,0.26203743686502323,0.0356979880314382,2553,1.0,40,2,2684,,40,2553
8I04ZWTIV8,inicialization,0.2972524452747577,0.0036456882322456474,38,1.0,6,34,1057,5,6,38
TM2SNDRCXY,inicialization,0.3653048741026107,0.016234346557066348,823,1.0,33,34,823,2,33,823
PAIOL0XKB2,inicialization,0.3154152648755959,0.022017919890719218,1561,1.0,31,11,1834,2,31,1561
L7KY51PSFN,inicialization,0.18751973219115592,0.06631737558377437,274,1.0,11,9,2482,7,11,274
5GVGJEIS2I,inicialization,0.24681638762369462,0.029261366189461957,1232,0.0,22,4,1232,5,22,1232
LKRJ748H62,inicialization,0.20912767607422245,0.047712482912396714,574,1.0,35,4,574,6,23,574
UI1RYX3S7N,inicialization,0.3319023622050584,0.005288294954251649,267,0.0,29,13,267,3,21,267
H41Q37CM03,inicialization,0.21331499771974372,0.06371316991143905,911,0.0,21,19,2162,7,21,911
K223BFMU6G,inicialization,0.2118172229615971,0.03752232996524063,407,1.0,30,13,407,6,20,407
MQJ0E06CQ7,inicialization,0.49192708115334116,0.0005472027256286927,38,1.0,25,27,38,2,9,38
3JR04DL4N5,inicialization,0.4337239271622094,0.002317623222964138,672,0.0,19,36,2002,1,19,672
QYQY2X8T5S,inicialization,0.2557166135051079,0.004164931694521146,242,1.0,11,17,1587,5,11,242
B876KY4Q54,inicialization,0.2413687007190377,0.01667570350000047,50,0.0,34,21,50,5,14,50
K42CTZWXJL,inicialization,0.2124705699258559,0.08547246661614027,903,1.0,34,30,932,8,32,903
5C58Z9EAY1,inicialization,0.30045824568841306,0.020608972726737118,2062,0.0,35,6,2428,2,35,2062
11UZPU9B1S,inicialization,0.2127407438182749,0.0513362031520076,722,0.0,36,2,722,6,29,722
XPHBJU63VD,inicialization,0.398934727937588,0.0013839835359880093,803,1.0,22,30,1081,1,22,803
1XVIBKF65E,inicialization,0.19132146925853266,0.08878064659790685,133,0.0,27,26,133,8,14,133
H1FHR7J2QC,inicialization,0.19500091596558167,0.08732177217793669,476,1.0,15,23,2053,8,15,476
M9Q3E13OP2,inicialization,0.21124701623131936,0.03278023919149797,140,1.0,22,15,140,6,16,140
JTUE3W1E99,inicialization,0.2162399066188342,0.058240144110031755,784,1.0,26,34,1956,7,26,784
C2E3H2FS5B,inicialization,0.21883573028573422,0.09276484162575127,697,1.0,20,24,1006,9,20,697
Z7J21005MC,inicialization,0.19335011251034606,0.0745024499304513,362,0.0,22,17,362,7,22,362
BPF086KXG5,inicialization,0.3735389924595901,0.0033601043279940512,417,1.0,18,14,417,2,18,417
DVPFC8618Q,inicialization,0.21652356581309218,0.043152127350450376,656,0.0,14,7,1552,6,14,656
IIGJFPS4UN,inicialization,0.21221778813679337,0.10882544133197924,977,0.0,25,21,2422,8,25,977
R7T7L4FOGQ,inicialization,0.3474101953399974,0.006615361418413346,1397,1.0,37,16,1678,1,37,1397
WKLQUU951M,inicialization,0.297905575570231,0.002681093646556998,94,1.0,8,20,502,4,8,94
OGUSZGHIWV,inicialization,0.31554760376085544,0.010343928895599208,21,0.0,5,12,1112,4,5,21
GKIT2TNZ2K,inicialization,0.19053509588679096,0.09500957105497287,109,0.0,23,27,109,8,12,109
7GCMUEKH0U,inicialization,0.20019251445461062,0.10506991313656011,432,0.0,14,27,643,8,14,432
59DUKOP62I,inicialization,0.2150949671320962,0.06209752390766654,766,1.0,32,35,1999,7,32,766
G9I1YJB8QM,inicialization,0.4807757967600732,0.001199252688832364,37,0.0,6,9,1812,3,6,37
7LIWYDQ92K,inicialization,0.20540711824137003,0.04205672335407318,292,1.0,13,27,292,6,13,292
WJ0NAAWBPA,inicialization,0.21530149391711273,0.042786659836618,969,0.0,29,23,1477,6,29,969
67W4BICRN8,inicialization,0.24570957676077698,0.03455265677907293,690,0.0,21,35,1927,5,21,690
9HJS2YFY4A,inicialization,0.2811768297835111,0.004478474862125825,156,1.0,10,33,1048,5,10,156
MXG4GW1PGE,inicialization,0.2596530518951611,0.04153648134667798,1369,1.0,27,12,2197,5,27,1369
OXCW2F6A69,inicialization,0.22734478639092115,0.07000500271105004,19,0.0,14,5,19,9,5,19
2KQCWEI8WO,inicialization,0.22976351412482732,0.0685361428398823,1676,1.0,21,3,1732,7,21,1676
