id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
4B974DQEM5,inicialization,0.4968595416951932,0.005737316263632053,,0.0,,2,,,24,592
X12SO3R4IL,inicialization,0.4891876996598421,0.007728781412991936,,1.0,24,2,592,,24,568
RX5WESWVLI,inicialization,0.360694917569762,0.06088193456614509,,0.0,4,30,61,2,4,16
X29TQ521PJ,inicialization,0.688672066090547,0.005974395448079661,,1.0,13,8,114,6,13,114
9NIURIW928,inicialization,0.46290148928344566,0.005049786628733982,,0.0,17,11,311,4,17,287
YIKCW87EG8,inicialization,0.7786228783134541,0.006282598387861545,,1.0,13,22,132,8,13,132
ANG0HXOSNI,inicialization,0.9211889593760899,1.0,,1.0,4,30,183,8,4,12
RGV3A168MG,inicialization,0.39982848574907703,0.08245614035087719,,0.0,21,13,3,3,2,3
KCUA7K7VUH,inicialization,0.6882345002612438,0.007230915125651969,,1.0,20,33,318,7,19,147
CHM9X70DWU,inicialization,0.49375329005909685,0.004575628259838788,,1.0,19,20,356,4,19,218
WYA0VZD6SJ,inicialization,0.42099927107254276,0.001612138454243739,,1.0,13,17,499,2,13,206
RMVQ7CTKXJ,inicialization,0.651435574772474,0.0014698909435751535,,0.0,16,19,334,8,16,185
2HBF823FFW,inicialization,0.3717046845227512,0.0016358463726884875,,0.0,20,36,530,1,20,132
Q0ADVR5CDE,inicialization,0.5246537657883854,0.035467045993361784,,1.0,5,17,541,4,5,26
K3SO6M6AIL,inicialization,0.3941695975511945,0.06612138454243721,,1.0,10,22,499,1,10,114
OHVRTZBDBG,inicialization,0.5730975078530305,0.007183499288762447,,1.0,16,15,512,6,16,252
F512K3JL16,inicialization,0.5598609733226461,0.03247984826932196,,1.0,11,33,464,5,11,119
HGP75L1OTJ,inicialization,0.5522704036540826,0.025723091512565202,,1.0,4,39,551,5,4,15
0W3MGW7MPZ,inicialization,0.6059339861864073,0.01697486960644855,,0.0,13,8,267,7,13,233
P957TNA6CH,inicialization,0.5081628933393898,0.018895211000474157,,1.0,18,8,264,6,18,264
COOLVT7RKG,inicialization,0.4236688847721506,0.029468942626837358,,0.0,22,11,328,3,21,303
JZ2KUSR6LW,inicialization,0.7653574473355362,0.013252726410621148,,0.0,14,34,401,7,14,121
E22TCOWENY,inicialization,0.6119363099102773,0.013821716453295402,,1.0,13,18,585,7,13,195
