id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
3NEHY3VH5F,inicialization,0.42184084827571033,0.014804490902051881,,0.0,,2,,,33,1439
IOBCOGI7SL,inicialization,0.40083414812198626,0.00651955090979478,,1.0,33,2,1439,,33,1439
00OPFXMN64,inicialization,0.3680545476747059,0.09670150987224158,,1.0,24,36,1091,5,23,269
37M7SC4JI0,inicialization,0.47095956062089117,0.05607433217189314,,1.0,31,20,502,8,24,471
FT5HGYSB94,inicialization,0.41742876801284046,0.04562137049941928,,1.0,15,33,640,7,15,257
EL2CUSA8PP,inicialization,0.382417939140013,0.0689121176926055,,1.0,10,17,833,6,10,209
YB43VF9JCU,inicialization,0.37311843778243436,0.10861014324428961,,0.0,22,11,138,5,14,138
ZLLRX7C5WI,inicialization,0.6670420682210353,0.03429345722028649,,0.0,22,5,42,8,10,42
K01SS8U0QR,inicialization,0.40794577685811295,0.023151374370886574,,1.0,15,25,474,7,15,317
0JI328AH5B,inicialization,0.332996775056808,0.12706929926442123,,1.0,8,25,1019,4,8,106
HQA98HDIJ7,inicialization,0.41593342462385274,0.05626016260162603,,0.0,27,4,1268,5,27,1163
PQ1FSY4TM0,inicialization,0.5260258069157348,0.03859852884243127,,1.0,23,22,1046,9,23,456
VGWS6SF43Z,inicialization,0.5074879179343577,0.04359272164150213,,1.0,5,13,34,7,5,30
7GPUSWYVMH,inicialization,0.4149386523107086,0.06476964769647697,,0.0,22,14,654,7,22,562
RJ2UURG9ZH,inicialization,0.3931613187360654,0.007007355787843617,,0.0,33,8,1055,4,26,809
7U29RCJ5K0,inicialization,0.5406102297188573,0.02905149051490516,,0.0,11,36,1126,8,11,180
W1GRWHQ9CB,inicialization,0.3739447049060999,0.18257065427797137,,1.0,33,9,410,4,23,410
GXARWJM3T0,inicialization,0.5169711327040853,0.05470383275261324,,1.0,9,13,315,8,9,164
3UFKT1PV8L,inicialization,0.39462224292451886,0.03063879210220674,,0.0,27,27,1069,6,20,330
QKROH248UF,inicialization,0.3715918313899833,0.015818815331010427,,0.0,24,3,771,4,22,771
VLV2AIPFYM,inicialization,0.405415726169539,0.0627409988385598,,1.0,6,29,610,6,6,47
IBYDYE21XI,inicialization,0.421081288232278,0.02850174216027876,,1.0,15,32,397,7,15,262
ATJHTMBF5T,inicialization,0.3965354917835885,0.06984126984126987,,0.0,19,4,1059,6,19,1059
TBV7RJY5L7,inicialization,0.4750556888519577,0.028145567169957406,,1.0,8,10,1438,7,8,125
OW3C3DSVHJ,inicialization,0.41299168736969605,0.06158730158730161,,0.0,31,18,1048,7,21,463
Z1KC5UBZPV,inicialization,0.377340325946141,0.06655052264808362,,0.0,17,26,1121,5,17,328
KHGZXEW7GY,inicialization,0.39417850552640255,0.05236546651180801,,0.0,22,15,1405,5,22,505
WL7L6DQY63,inicialization,0.3986452647018488,0.03908633372048004,,1.0,28,6,1386,6,28,1033
KEBD81GXD2,inicialization,0.35444021835866757,0.07222609368950833,,0.0,31,12,176,4,14,176
UUDI878ANV,inicialization,0.5096932471331669,0.15659310878823074,,0.0,8,27,998,2,8,114
86FR5O1W3E,inicialization,0.4084128720452401,0.0020518776616337553,,1.0,16,10,1201,7,16,580
80C036ZLJJ,inicialization,0.43085659968840895,0.1071467286101433,,1.0,17,6,646,2,17,646
9NJ87X0U1E,inicialization,0.4123466313377264,0.0466898954703833,,1.0,29,19,828,7,23,480
K68L556OHT,inicialization,0.37767117360550184,0.0855052264808362,,1.0,25,27,925,4,25,354
7BCVI694KI,inicialization,0.49208237199937943,0.05344173441734418,,1.0,3,15,731,7,3,8
0S74R8ZNGN,inicialization,0.3869211681844372,0.08092140921409219,,0.0,29,6,417,4,20,417
O3ILHTBZ2D,inicialization,0.39293268659205927,0.05815718157181571,,1.0,10,12,1043,6,10,232
7UR6PGY6RQ,inicialization,0.3822681591638182,0.11274487030584585,,0.0,22,3,134,3,13,134
DTX6GVN198,inicialization,0.49323507155740265,0.07379790940766552,,1.0,30,26,305,8,21,305
CIMY8QX32K,inicialization,0.493635112577814,0.09792489353464962,,0.0,21,17,383,1,21,383
0VFI32E2LT,inicialization,0.4311159602061493,0.049709639953542384,,0.0,9,23,820,7,9,159
IDB9UACOPL,inicialization,0.39656834322258605,0.030855594270228437,,1.0,28,3,1126,5,27,1126
NPEH4TQOA6,inicialization,0.6909487158108465,0.037506775067750686,,1.0,19,18,25,2,9,25
CRFNAGQ5BC,inicialization,0.46171606088247563,0.030600077429345784,,1.0,27,35,1415,2,24,281
ESISSCFUAJ,inicialization,0.568458633323149,0.040712349980642666,,0.0,30,30,1389,9,24,323
LKHHA165EH,inicialization,0.4282309403101314,0.04663569492837785,,0.0,24,28,953,7,20,323
JXQI278RNN,inicialization,0.42045383282257653,0.00775842044134728,,1.0,15,9,397,6,15,397
08WP80W6TS,inicialization,0.4337355476002128,0.028803716608594654,,1.0,31,34,176,7,18,176
8FEN894E9H,inicialization,0.5207342308730244,0.028447541618273314,,0.0,28,37,192,8,23,192
ZWBAJCEX0H,inicialization,0.42038542423303127,0.06597754548974061,,0.0,30,24,952,7,20,364
MCBPL5CI78,crossover,0.3976424754403657,0.10328300425861398,,1.0,33,9,838,4,31,784
Q9XG2U3FPY,crossover,0.386795432372421,0.0025629113433991435,,0.0,33,8,627,4,26,627
4YAZ2D20W3,crossover,0.39186325108588405,0.06896631823461091,,1.0,15,21,1100,6,15,356
PRDIWZ5IPE,crossover,0.379315636350544,0.05604336043360433,,0.0,12,17,1064,5,12,309
2J89DFTAU4,crossover,0.4339514752680378,0.03900890437475804,,0.0,25,33,757,7,20,277
1UKFJOOWJ4,crossover,0.3910126717959923,0.06265582655826557,,0.0,20,30,556,6,20,299
TXBRMLQQJH,crossover,0.3851703718604098,0.07332559039876113,,1.0,24,20,717,5,24,453
D9VAR5SDFK,crossover,0.3774376158298264,0.09066202090592335,,0.0,23,18,346,4,18,346
51ZOG4ZG0Y,crossover,0.4117247479968815,0.0197986837011227,,1.0,31,3,1293,,31,1293
M77Z0W29ST,crossover,0.40821742880493017,0.024901277584204407,,1.0,30,2,1272,5,30,1272
2R55J7F8RJ,crossover,0.4124422199316452,0.036593108788230716,,1.0,19,12,582,7,19,582
PIN5RDM33X,crossover,0.39467318441510957,0.04078977932636471,,0.0,18,11,469,6,18,469
SMJWAGJ1OH,crossover,0.38325309345987435,0.07140534262485482,,1.0,25,18,1115,,25,487
6BRX6R0J05,crossover,0.41817409507936476,0.04068137824235388,,1.0,23,16,721,7,23,548
E74CBOF6EC,crossover,0.41838235186825556,0.05072396438250096,,1.0,22,31,882,7,21,323
SY8JER3CF1,mutation,0.3937823263553917,0.04397212543554008,,0.0,20,29,827,6,20,312
9WDG5QJR8J,mutation,0.39859032421727947,0.0529694154084398,,1.0,20,8,817,6,20,812
A4OMN41VUT,crossover,0.3856793101690612,0.08500967866821524,,0.0,18,5,547,4,18,547
WQZFQDNXEJ,crossover,0.38380334253157933,0.07741385985288424,,1.0,30,21,801,5,27,440
E6PUXD8PMY,mutation,0.39714901382703327,0.06185830429732869,,0.0,30,15,678,5,28,512
8HV3ZCIGPJ,crossover,0.4013766402227874,0.021966705381339546,,1.0,25,9,1292,,25,787
25NW4ODPYB,crossover,0.3887562528785773,0.0219125048393341,,1.0,18,5,1190,6,18,930
378A59W8AS,crossover,0.3744797227975001,0.05104916763453349,,1.0,10,10,1439,,10,249
O9TNB6NFA9,mutation,0.39205524832485106,0.05231126596980251,,0.0,33,9,929,6,24,779
WFSSUL670K,mutation,0.4264346919546359,0.04213704994192799,,1.0,11,28,1103,7,11,198
UTG1PKYIGS,mutation,0.42700142111221107,0.045319396051103356,,0.0,10,20,1066,7,10,212
VY0CTIWAOP,crossover,0.4173682756984688,0.048912117692605506,,1.0,25,17,791,7,24,530
EUPPPXN33H,crossover,0.4113728885511452,0.01941927990708478,,1.0,16,15,754,7,16,455
NPOGKFAIZ9,crossover,0.3915826094796465,0.08235385210994967,,1.0,28,16,1102,6,23,524
RR46GY187F,crossover,0.3904956661672263,0.0808981804103755,,0.0,27,14,1093,5,27,542
AXOAXTWR42,mutation,0.4004813322356523,0.049430894308943096,,0.0,32,14,1053,6,22,571
381DCNINC5,crossover,0.39325569997329135,0.07519163763066206,,0.0,32,12,1050,5,29,614
OL4VI0ISDG,crossover,0.39731162875578774,0.02463027487417732,,0.0,18,21,1133,6,18,395
