id,generation,rank,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
2Q5EZAPHOE,1,4,inicialization,0.09090909090909094,0.16666666666666663,7,0.0,,2,,,4,7
NR26QGUVLH,1,2,inicialization,0.04653741075440765,0.16666666666666663,5,1.0,4,2,7,,4,5
QJM7FOC0D3,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,3,33,3,4,2,3
AZ3NBY08PS,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,4,31,3,7,2,3
ZIOCJLIG7Q,1,1,inicialization,0.04653741075440765,0.16666666666666663,4,0.0,4,8,4,7,2,4
I820JDJADE,1,5,inicialization,0.2022759647825344,0.43333333333333335,5,1.0,4,10,6,7,4,5
9PHERBH0MR,1,3,inicialization,0.09090909090909094,0.16666666666666663,5,0.0,4,10,7,4,3,5
ZKVOMZYTEE,1,3,inicialization,0.18688437181825834,0.16666666666666663,4,0.0,4,19,6,2,3,4
324ZD1FZ52,1,1,inicialization,0.04653741075440765,0.16666666666666663,4,0.0,3,32,6,7,3,4
CTQA7K1AIA,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,3,21,4,5,2,3
CX87GKNQJL,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,3,33,4,6,2,3
O2T72V5210,1,1,inicialization,0.09090909090909094,0.16666666666666663,3,0.0,3,39,4,5,2,3
BDT2UR40N9,1,1,inicialization,0.09090909090909094,0.16666666666666663,3,0.0,3,21,3,6,2,3
AVGE4J94BO,1,2,inicialization,0.09090909090909094,0.16666666666666663,4,0.0,4,25,5,5,3,4
EBJ8OM557Z,1,4,inicialization,0.2022759647825344,0.43333333333333335,4,1.0,3,8,5,7,3,4
C5SXJUY6H6,1,4,inicialization,0.13756063813589658,0.16666666666666663,6,1.0,4,6,7,3,4,6
VQ2A7KZEWO,1,3,inicialization,0.18688437181825834,0.16666666666666663,4,0.0,4,25,6,2,3,4
LFPQX8OXKF,1,2,inicialization,0.04653741075440765,0.16666666666666663,5,0.0,3,21,7,8,3,5
Q41DLWKCAF,1,2,inicialization,0.09090909090909094,0.16666666666666663,4,0.0,4,32,6,4,3,4
99Y1V9IAEN,1,3,inicialization,0.18688437181825834,0.16666666666666663,4,0.0,3,25,7,1,3,4
OPM4Z2SCFS,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,3,14,3,6,2,3
IBP147W413,1,2,inicialization,0.04653741075440765,0.16666666666666663,5,0.0,3,3,6,8,3,5
XPX9BJ6PIX,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,4,22,4,6,2,3
FHSE8P3XK8,1,2,inicialization,0.09090909090909094,0.16666666666666663,4,1.0,4,25,6,3,3,4
WXR2MLA4K4,1,2,inicialization,0.09090909090909094,0.16666666666666663,4,1.0,4,14,7,3,3,4
0379TAIDDH,1,3,inicialization,0.18688437181825834,0.16666666666666663,4,1.0,4,4,4,2,3,4
PE4VXNQQ3G,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,4,33,6,5,2,3
WMJHUGXLHY,1,4,inicialization,0.2022759647825344,0.43333333333333335,4,1.0,4,7,4,8,3,4
G76K7B5RVQ,1,2,inicialization,0.09090909090909094,0.16666666666666663,4,0.0,4,9,4,4,3,4
9BBM2D5H0H,1,0,inicialization,0.18688437181825834,0.16666666666666663,2,0.0,4,38,2,6,1,2
NORMHWX6CJ,1,3,inicialization,0.18688437181825834,0.16666666666666663,4,0.0,4,34,6,2,3,4
X1TREW2AKU,1,0,inicialization,0.0,0.0,6,0.0,4,11,6,7,4,6
QIYZB92WW0,1,4,inicialization,0.2022759647825344,0.43333333333333335,4,1.0,3,4,5,9,3,4
O44BW6EL5H,1,2,inicialization,0.14719713457755823,0.5,3,0.0,3,4,3,8,2,3
3R175BH6TC,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,3,28,3,7,2,3
WKQ1A2PANC,1,1,inicialization,0.04653741075440765,0.16666666666666663,4,0.0,3,11,4,8,2,4
8POROIKJFQ,1,3,inicialization,0.2022759647825344,0.43333333333333335,3,1.0,4,26,4,7,2,3
JS45WM8MWB,1,2,inicialization,0.09090909090909094,0.16666666666666663,4,0.0,4,33,5,5,3,4
XN5X812J79,1,3,inicialization,0.18688437181825834,0.16666666666666663,4,0.0,3,11,6,2,3,4
O4MJ1G7H63,1,2,inicialization,0.09090909090909094,0.16666666666666663,4,0.0,4,31,5,6,3,4
7ADHN19EGK,1,0,inicialization,0.04653741075440765,0.16666666666666663,3,0.0,4,37,6,8,2,3
OALW567H8P,1,2,inicialization,0.04653741075440765,0.16666666666666663,5,1.0,4,9,5,1,4,5
RTWQATM1NX,1,3,inicialization,0.18688437181825834,0.16666666666666663,4,0.0,3,28,6,1,3,4
T3VQ2NBWNA,1,2,inicialization,0.18688437181825834,0.16666666666666663,3,1.0,3,23,3,2,2,3
