id,generation,rank,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
PIF0MRRB64,1,2,inicialization,0.05131670194948623,0.0,6,0.0,,2,,,4,6
MBABT2K6WX,1,2,inicialization,0.05131670194948623,0.0,6,1.0,4,2,6,,4,6
EEI1KNW9GV,1,1,inicialization,0.16333997346592444,0.0,4,1.0,3,22,5,1,3,4
RMZYS1EWFB,1,1,inicialization,0.2254033307585166,0.0,3,1.0,4,38,4,3,2,3
FJVBO8HEF3,1,1,inicialization,0.16333997346592444,0.0,4,0.0,3,15,4,4,3,4
1BXX5FDL04,1,1,inicialization,0.16333997346592444,0.0,4,1.0,3,37,4,1,3,4
TWU7I93N88,1,0,inicialization,0.16333997346592444,0.0,3,0.0,4,24,3,2,2,3
R5N9P7BJSH,1,2,inicialization,0.2254033307585166,0.4571428571428571,3,1.0,4,13,3,7,2,3
WEOJI0YWW8,1,1,inicialization,0.2254033307585166,0.4571428571428571,2,0.0,3,24,2,7,1,2
624H06ILMG,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,23,3,5,2,3
TN4VB0WHD2,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,16,3,3,2,3
RWOFQMNB44,1,2,inicialization,0.42264973081037427,0.11428571428571432,4,1.0,3,30,5,9,3,4
H79VLM81ER,1,0,inicialization,0.16333997346592444,0.0,3,0.0,4,38,4,5,2,3
7UOL1LJSR7,1,0,inicialization,0.16333997346592444,0.0,3,0.0,4,29,3,3,2,3
6I514JF1XS,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,27,3,2,2,3
7LCCH2FTSP,1,0,inicialization,0.16333997346592444,0.0,3,0.0,4,21,3,4,2,3
YVSQ6VN8YZ,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,34,3,2,2,3
1TBZXXFBVK,1,0,inicialization,0.16333997346592444,0.0,3,0.0,4,33,6,5,2,3
3B3FMA46JW,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,10,3,4,2,3
DO19OVXXBX,1,0,inicialization,0.0871290708247231,0.2857142857142857,3,1.0,4,35,3,5,2,3
9P2EPG0S58,1,1,inicialization,0.16333997346592444,0.0,4,0.0,3,21,5,6,2,4
X63V8LVAF2,1,0,inicialization,0.16333997346592444,0.0,3,0.0,4,30,3,2,2,3
FH5R0KQ9B9,1,2,inicialization,0.2254033307585166,0.4571428571428571,3,1.0,3,3,3,8,2,3
VT03WF7M5F,1,0,inicialization,0.05131670194948623,0.0,4,1.0,3,17,4,4,3,4
GQYUBVVARJ,1,2,inicialization,0.2254033307585166,0.4571428571428571,3,1.0,3,23,3,7,2,3
AFKRJFKV1U,1,2,inicialization,0.2254033307585166,0.4571428571428571,3,0.0,4,31,5,7,2,3
1X1MT7Z4SN,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,17,3,6,2,3
JHLUY4IANK,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,35,4,5,2,3
SDG76FTWEV,1,1,inicialization,0.16333997346592444,0.0,4,1.0,3,33,5,1,3,4
MI6C539L7Z,1,0,inicialization,0.0871290708247231,0.2857142857142857,3,1.0,4,32,6,4,2,3
T962MMKJ65,1,1,inicialization,0.05131670194948623,0.0,5,1.0,4,12,6,2,3,5
LGATCTAY7L,1,0,inicialization,0.16333997346592444,0.0,3,1.0,4,33,6,6,2,3
EGRRU2SI30,1,1,inicialization,0.05131670194948623,0.0,5,1.0,4,6,5,2,4,5
7XF9IK2D2K,1,1,inicialization,0.16333997346592444,0.0,4,0.0,3,36,5,2,3,4
SP7PAWH0E9,1,1,inicialization,0.05131670194948623,0.0,5,1.0,3,10,6,5,3,5
51MXGFHB3F,1,1,inicialization,0.2254033307585166,0.0,3,1.0,4,8,3,2,2,3
2PU9YFSFS1,1,1,inicialization,0.05131670194948623,0.0,5,1.0,3,6,5,3,3,5
SXC296A1UX,1,1,inicialization,0.16333997346592444,0.0,4,1.0,3,21,4,1,3,4
EGENBR94SM,1,1,inicialization,0.16333997346592444,0.0,4,0.0,3,9,4,2,3,4
IAVGZSUSEX,1,1,inicialization,0.2254033307585166,0.0,3,1.0,4,35,4,2,2,3
2NC6MWFZNL,1,1,inicialization,0.2254033307585166,0.0,3,1.0,4,33,6,3,2,3
EXQNPNQ8Q8,1,2,inicialization,0.1339745962155613,0.4,5,0.0,4,20,5,8,3,5
BH12SAIKWE,1,0,inicialization,0.2254033307585166,0.0,2,1.0,4,10,2,5,1,2
948RFVC2HY,1,1,inicialization,0.16333997346592444,0.0,4,0.0,3,3,4,5,2,4
IZVBEOSIY4,1,2,inicialization,0.2254033307585166,0.4571428571428571,3,1.0,4,37,4,7,2,3
2Z3ZAEAJAN,1,1,inicialization,0.05131670194948623,0.0,5,0.0,3,3,6,6,3,5
F3SF2WAXJM,1,0,inicialization,0.16333997346592444,0.0,3,0.0,3,17,3,1,2,3
PBDEPXJ96E,1,0,inicialization,0.05131670194948623,0.0,4,1.0,3,6,4,3,3,4
UL3QAF5ITO,1,1,inicialization,0.05131670194948623,0.0,5,1.0,4,23,6,4,3,5
LOPTIU3GQV,1,0,inicialization,0.2254033307585166,0.0,2,0.0,4,23,2,4,1,2
BH12SAIKWE,2,0,inicialization,0.2254033307585166,0.0,2,1.0,4,10,2,5,1,2
LOPTIU3GQV,2,0,inicialization,0.2254033307585166,0.0,2,0.0,4,23,2,4,1,2
DK71TNM8XM,2,0,crossover,0.2254033307585166,0.0,2,0.0,4,23,2,3,1,2
PY1D5DG7WP,2,0,crossover,0.2254033307585166,0.0,2,0.0,4,13,2,4,1,2
TWU7I93N88,2,0,inicialization,0.16333997346592444,0.0,3,0.0,4,24,3,2,2,3
624H06ILMG,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,23,3,5,2,3
TN4VB0WHD2,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,16,3,3,2,3
H79VLM81ER,2,0,inicialization,0.16333997346592444,0.0,3,0.0,4,38,4,5,2,3
7UOL1LJSR7,2,0,inicialization,0.16333997346592444,0.0,3,0.0,4,29,3,3,2,3
6I514JF1XS,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,27,3,2,2,3
7LCCH2FTSP,2,0,inicialization,0.16333997346592444,0.0,3,0.0,4,21,3,4,2,3
YVSQ6VN8YZ,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,34,3,2,2,3
1TBZXXFBVK,2,0,inicialization,0.16333997346592444,0.0,3,0.0,4,33,6,5,2,3
3B3FMA46JW,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,10,3,4,2,3
X63V8LVAF2,2,0,inicialization,0.16333997346592444,0.0,3,0.0,4,30,3,2,2,3
1X1MT7Z4SN,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,17,3,6,2,3
JHLUY4IANK,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,35,4,5,2,3
LGATCTAY7L,2,0,inicialization,0.16333997346592444,0.0,3,1.0,4,33,6,6,2,3
F3SF2WAXJM,2,0,inicialization,0.16333997346592444,0.0,3,0.0,3,17,3,1,2,3
XZFFVRM48E,2,0,crossover,0.16333997346592444,0.0,3,0.0,4,24,3,3,2,3
N4YUQD2G93,2,0,crossover,0.16333997346592444,0.0,3,1.0,4,33,4,6,2,3
4NERVU73E9,2,0,crossover,0.16333997346592444,0.0,3,0.0,4,33,3,4,2,3
84VAD87XZI,2,0,crossover,0.16333997346592444,0.0,3,0.0,3,31,3,1,2,3
I65FK0JTLY,2,0,mutation,0.16333997346592444,0.0,3,0.0,3,13,3,2,2,3
CCU1DX40DR,2,0,crossover,0.16333997346592444,0.0,3,0.0,4,19,3,2,2,3
R6FHC1K6C6,2,0,mutation,0.16333997346592444,0.0,3,0.0,3,25,3,3,2,3
APW1KPSEL5,2,0,mutation,0.16333997346592444,0.0,3,0.0,3,15,3,6,2,3
MBPMRBJS47,2,0,mutation,0.16333997346592444,0.0,3,0.0,3,12,3,6,2,3
P3VNFEH6WR,2,0,crossover,0.16333997346592444,0.0,3,0.0,3,15,3,4,2,3
H14T1AW3P1,2,0,crossover,0.16333997346592444,0.0,3,0.0,4,33,4,5,2,3
VZPXNJVWME,2,0,crossover,0.16333997346592444,0.0,3,0.0,3,28,3,5,2,3
4XL5SSU6PV,2,0,crossover,0.16333997346592444,0.0,3,0.0,3,19,3,3,2,3
UITS2D2DWN,2,0,mutation,0.16333997346592444,0.0,3,0.0,3,20,3,3,2,3
DO19OVXXBX,2,0,inicialization,0.0871290708247231,0.2857142857142857,3,1.0,4,35,3,5,2,3
MI6C539L7Z,2,0,inicialization,0.0871290708247231,0.2857142857142857,3,1.0,4,32,6,4,2,3
6W06DQG9QK,2,0,mutation,0.0871290708247231,0.2857142857142857,3,1.0,4,36,4,5,2,3
6424SV9OOO,2,0,mutation,0.0871290708247231,0.2857142857142857,3,1.0,4,36,4,4,2,3
S3ZEZG64K8,2,0,mutation,0.0871290708247231,0.2857142857142857,3,1.0,4,18,3,5,2,3
VT03WF7M5F,2,0,inicialization,0.05131670194948623,0.0,4,1.0,3,17,4,4,3,4
PBDEPXJ96E,2,0,inicialization,0.05131670194948623,0.0,4,1.0,3,6,4,3,3,4
OXCH0MG9V6,2,0,crossover,0.05131670194948623,0.0,4,1.0,4,17,4,5,3,4
YPSAH6E03U,2,0,mutation,0.05131670194948623,0.0,4,1.0,4,16,4,4,3,4
SJ8Z2WHHXG,2,0,crossover,0.05131670194948623,0.0,4,1.0,4,12,4,4,3,4
3WC8QSALPB,2,0,mutation,0.05131670194948623,0.0,4,1.0,4,17,4,3,3,4
DI70FRZXCP,2,0,crossover,0.05131670194948623,0.0,4,1.0,4,16,4,4,3,4
02VZAYFHWG,2,0,crossover,0.05131670194948623,0.0,4,1.0,4,21,4,3,3,4
OLGD5OGP8T,2,1,crossover,0.2254033307585166,0.0,3,1.0,4,37,5,3,2,3
T962MMKJ65,2,1,inicialization,0.05131670194948623,0.0,5,1.0,4,12,6,2,3,5
WEOJI0YWW8,2,1,inicialization,0.2254033307585166,0.4571428571428571,2,0.0,3,24,2,7,1,2
VTCZW3MX77,2,1,crossover,0.05131670194948623,0.0,5,1.0,4,21,5,3,3,5
TTKJXCW3QF,3,0,mutation,0.2254033307585166,0.0,2,0.0,4,30,2,4,1,2
776Z6USJD0,3,0,crossover,0.0871290708247231,0.2857142857142857,3,1.0,4,28,5,5,2,3
VT03WF7M5F,3,0,inicialization,0.05131670194948623,0.0,4,1.0,3,17,4,4,3,4
BH12SAIKWE,3,0,inicialization,0.2254033307585166,0.0,2,1.0,4,10,2,5,1,2
ULV6TI34F0,3,0,mutation,0.05131670194948623,0.0,4,1.0,4,17,4,3,3,4
DO19OVXXBX,3,0,inicialization,0.0871290708247231,0.2857142857142857,3,1.0,4,35,3,5,2,3
TWU7I93N88,3,0,inicialization,0.16333997346592444,0.0,3,0.0,4,24,3,2,2,3
48AALTKSQW,3,0,mutation,0.16333997346592444,0.0,3,0.0,3,30,3,2,2,3
LOPTIU3GQV,3,0,inicialization,0.2254033307585166,0.0,2,0.0,4,23,2,4,1,2
DK71TNM8XM,3,0,crossover,0.2254033307585166,0.0,2,0.0,4,23,2,3,1,2
PY1D5DG7WP,3,0,crossover,0.2254033307585166,0.0,2,0.0,4,13,2,4,1,2
YSL6H5I7P2,3,0,crossover,0.2254033307585166,0.0,2,0.0,4,16,2,3,1,2
OWSI1Y4TZP,3,0,mutation,0.2254033307585166,0.0,2,1.0,4,17,2,5,1,2
UZB1E1XFDB,3,0,crossover,0.2254033307585166,0.0,2,0.0,4,16,2,4,1,2
JO1433GF4Y,3,0,mutation,0.2254033307585166,0.0,2,0.0,3,8,2,3,1,2
9LXSIUU77Q,3,0,crossover,0.2254033307585166,0.0,2,0.0,4,27,2,4,1,2
624H06ILMG,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,23,3,5,2,3
TN4VB0WHD2,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,16,3,3,2,3
H79VLM81ER,3,0,inicialization,0.16333997346592444,0.0,3,0.0,4,38,4,5,2,3
7UOL1LJSR7,3,0,inicialization,0.16333997346592444,0.0,3,0.0,4,29,3,3,2,3
6I514JF1XS,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,27,3,2,2,3
7LCCH2FTSP,3,0,inicialization,0.16333997346592444,0.0,3,0.0,4,21,3,4,2,3
YVSQ6VN8YZ,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,34,3,2,2,3
1TBZXXFBVK,3,0,inicialization,0.16333997346592444,0.0,3,0.0,4,33,6,5,2,3
3B3FMA46JW,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,10,3,4,2,3
X63V8LVAF2,3,0,inicialization,0.16333997346592444,0.0,3,0.0,4,30,3,2,2,3
1X1MT7Z4SN,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,17,3,6,2,3
JHLUY4IANK,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,35,4,5,2,3
LGATCTAY7L,3,0,inicialization,0.16333997346592444,0.0,3,1.0,4,33,6,6,2,3
F3SF2WAXJM,3,0,inicialization,0.16333997346592444,0.0,3,0.0,3,17,3,1,2,3
XZFFVRM48E,3,0,crossover,0.16333997346592444,0.0,3,0.0,4,24,3,3,2,3
