seed,id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
107,P14TI18HQS,1,0,inicialization,0.434604447180966,0.013084112149532728,0.0,,2,,,14,116
107,CRUMLMJ8IP,1,2,inicialization,0.37921815878161524,0.16386292834890964,1.0,14,2,116,,14,102
107,XHEKE5MJ3R,1,2,inicialization,0.3542142422535959,0.2261682242990654,0.0,6,19,96,2,6,21
107,TZSTCZTKOO,1,10,inicialization,0.5914476139331043,0.13457943925233645,1.0,10,32,105,7,10,32
107,NS45962VAY,1,2,inicialization,0.45132594459369046,0.03177570093457946,1.0,13,3,104,8,13,102
107,H6VQAOZ8SQ,1,6,inicialization,0.5282443398524277,0.05856697819314642,0.0,10,38,44,6,10,25
107,6PZ10I0201,1,9,inicialization,0.6605138156725225,0.09595015576323987,1.0,6,8,75,9,6,28
107,ZPTUJ5FB68,1,2,inicialization,0.36536854869413604,0.18878504672897195,1.0,6,36,40,2,6,22
107,J2J0NDHETK,1,3,inicialization,0.4209314226383628,0.20062305295950156,1.0,8,29,84,1,8,29
107,LMWQUTAB3I,1,8,inicialization,0.5691077199813944,0.0866043613707165,0.0,5,9,60,6,5,23
107,WID622UXWJ,1,6,inicialization,0.4746845860313963,0.1838006230529595,1.0,5,17,28,4,5,20
107,GDCH4NRNGQ,1,5,inicialization,0.47967299822806075,0.04548286604361371,0.0,11,13,89,7,11,53
107,419IMOYIVD,1,2,inicialization,0.4082031201967533,0.11838006230529594,0.0,7,8,38,4,7,38
107,6Y1EM03406,1,3,inicialization,0.3640978182932114,0.21433021806853586,1.0,11,25,27,3,9,27
107,CEH8ACWH4W,1,4,inicialization,0.46950893972912,0.1264797507788162,1.0,3,17,32,4,3,8
107,CJZU00RG59,1,9,inicialization,0.6383717893441168,0.10529595015576323,1.0,8,34,21,7,8,21
107,IU23Z4CFAL,1,7,inicialization,0.4746845860313963,0.1838006230529595,1.0,5,8,35,4,5,21
107,068SYGR4UW,1,14,inicialization,0.7538170180413345,1.0,1.0,4,33,112,8,4,13
107,J5OV0IKAXF,1,3,inicialization,0.4643833031900151,0.03987538940809969,1.0,14,10,42,8,12,42
107,LSTGAWLVV3,1,8,inicialization,0.5653769812753067,1.0,1.0,3,34,43,6,3,8
107,SZGOK72IOA,1,4,inicialization,0.47967299822806075,0.04548286604361371,0.0,6,4,18,5,6,18
107,R1UIYI0VZV,1,2,inicialization,0.3640978182932114,0.21433021806853586,1.0,12,32,26,3,9,26
107,Y9CMTXJOO9,1,8,inicialization,0.5709852551872302,0.07725856697819314,0.0,6,37,81,6,6,17
107,DLMORT256M,1,7,inicialization,0.5547903589979968,0.07725856697819314,0.0,8,30,80,6,8,26
107,FR9JYW9A12,1,13,inicialization,0.7538170180413345,1.0,1.0,3,33,19,8,3,8
107,CNP55D03O9,1,1,inicialization,0.34723257169986055,0.2261682242990654,0.0,11,38,98,2,11,25
107,546G4OUBMZ,1,4,inicialization,0.37364156569378937,0.30093457943925234,1.0,10,23,71,2,10,39
107,HDJ52IDYJZ,1,2,inicialization,0.4443533772271201,0.06791277258566979,1.0,11,9,33,6,11,33
107,6XVPYMVJED,1,3,inicialization,0.44056660557150473,0.14080996884735203,1.0,11,9,60,1,11,60
107,Z4BNI0X870,1,0,inicialization,0.5411899015841677,0.008099688473520245,0.0,6,4,64,6,6,37
107,1YXYTASKLD,1,5,inicialization,0.4066312797661037,0.30093457943925234,0.0,9,13,94,2,9,45
107,5JM2C6IFYG,1,6,inicialization,0.4941966201024872,0.1264797507788162,0.0,5,3,82,5,5,25
107,7PABGYX6V6,1,4,inicialization,0.47421196747968886,0.07850467289719627,1.0,10,11,98,8,10,60
107,GLMO3R9GZG,1,1,inicialization,0.45953599446247195,0.01744548286604361,0.0,9,6,33,6,9,33
107,LIVQKM6QF1,1,6,inicialization,0.5159011321435356,0.1252336448598131,1.0,13,30,113,6,13,37
107,552DH4YKXK,1,4,inicialization,0.3932815294277485,0.2542056074766355,0.0,13,6,37,2,11,37
107,Y45RIWV0H3,1,16,inicialization,1.0,1.0,1.0,14,31,3,8,2,3
107,RX7DCKDVED,1,5,inicialization,0.46950893972912,0.1264797507788162,1.0,11,37,9,5,5,9
107,8XTWVZECZ2,1,9,inicialization,0.5691077199813944,1.0,0.0,11,36,3,6,2,3
107,WOK19UA1AZ,1,15,inicialization,0.7867992836443896,1.0,0.0,4,16,80,9,4,12
107,E3YRFHZ2FQ,1,1,inicialization,0.3734433196263768,0.030529595015576325,1.0,11,18,115,5,11,47
107,W3CELH7H3A,1,5,inicialization,0.4790766347065112,0.0866043613707165,0.0,8,25,43,6,8,31
107,5MOP0RBL1S,1,0,inicialization,0.3392901497558575,0.024299065420560734,0.0,11,8,61,3,11,61
107,ZX0PXX99AZ,1,9,inicialization,0.5747651944618911,0.13457943925233645,1.0,10,27,97,7,10,34
107,RIUU223NGL,1,11,inicialization,0.6352940469491072,1.0,0.0,4,8,28,7,4,14
107,Q5JGS73V7E,1,1,inicialization,0.3580720172617845,0.13021806853582557,0.0,12,29,38,2,12,33
107,MXLYYDD1H0,1,5,inicialization,0.47729162651068335,0.09844236760124611,1.0,13,3,8,4,5,8
107,K6FQTDWX79,1,12,inicialization,0.6383717893441168,1.0,0.0,4,22,75,7,4,14
107,ZO3B4W1IAI,1,2,inicialization,0.5137253959321428,0.01744548286604361,1.0,12,20,86,8,12,44
107,F8YXVT4AH9,1,1,inicialization,0.35191059965499893,0.1476635514018692,1.0,8,20,99,3,8,36
107,L7SDD8Q8EJ,2,0,mutation,0.5240508737376799,0.001246105919003121,1.0,9,18,77,6,9,40
107,77SME2UKEU,2,0,crossover,0.44974377101570584,0.002492211838006242,1.0,12,5,101,9,12,82
107,G0Y0CUIFJA,2,0,mutation,0.43746722786862613,0.003738317757009363,0.0,8,17,58,5,8,42
107,KIJ1Q2E1DR,2,0,crossover,0.4146387531027521,0.004361370716510882,0.0,11,8,60,2,11,60
107,GZJWR9ASX9,2,0,crossover,0.37911813753852386,0.005607476635514003,1.0,11,21,75,4,11,40
107,5MOP0RBL1S,2,0,inicialization,0.3392901497558575,0.024299065420560734,0.0,11,8,61,3,11,61
107,9791GW49ZJ,2,0,mutation,0.33042116432172364,0.1277258566978193,0.0,11,33,40,3,10,35
107,6IOGSWX0V0,2,0,crossover,0.31810730660498043,0.13707165109034267,0.0,8,6,62,3,8,56
107,MGHI1FTDCW,2,0,crossover,0.30583297476973226,0.14641744548286603,0.0,7,19,64,3,7,30
107,IE5FWBPPUL,2,1,mutation,0.5706958691544499,0.002492211838006242,0.0,7,16,39,5,7,38
107,Z4BNI0X870,2,1,inicialization,0.5411899015841677,0.008099688473520245,0.0,6,4,64,6,6,37
107,P14TI18HQS,2,1,inicialization,0.434604447180966,0.013084112149532728,0.0,,2,,,14,116
