seed,id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
101,M8W3D6NOS5,1,6,inicialization,0.4134447339536076,0.22115384615384615,0.0,,2,,,15,125
101,NV2EQMKF28,1,2,inicialization,0.41087774021857626,0.12927350427350429,1.0,15,2,125,,15,114
101,XM4UPZ1NE1,1,6,inicialization,0.30077971382319213,0.2702991452991453,0.0,6,27,79,4,6,24
101,RZYO1EZ0A3,1,0,inicialization,0.2629571031621798,0.15170940170940173,0.0,4,32,48,4,4,12
101,QJC1LREJZX,1,0,inicialization,0.4134447339536076,0.07158119658119658,1.0,10,8,106,5,10,70
101,L7AFECW82H,1,5,inicialization,0.39657933981827553,0.18162393162393162,1.0,10,25,59,6,10,35
101,LM92IFJTVY,1,4,inicialization,0.44653580098931434,0.14423076923076927,0.0,10,28,45,1,10,34
101,RUFRJQ3N1H,1,8,inicialization,0.3182629877618204,0.3504273504273504,1.0,13,38,32,3,10,29
101,LAAZ3CVPR4,1,7,inicialization,0.5092526555459236,0.2329059829059829,1.0,10,22,43,8,10,42
101,SWXZZDO7EN,1,1,inicialization,0.31892734102558873,0.1527777777777778,0.0,4,15,48,5,4,14
101,MX69NI389U,1,0,inicialization,0.2203741229128343,0.2532051282051282,0.0,7,12,111,3,7,37
101,TCPDV22DR9,1,3,inicialization,0.7124378023728611,0.11645299145299146,1.0,14,31,59,9,14,37
101,DA02RJ5DCR,1,3,inicialization,0.29755004173535415,0.17841880341880342,1.0,4,5,79,5,4,14
101,7EJ40GQAPW,1,0,inicialization,0.24535541059709787,0.219017094017094,0.0,13,6,31,3,10,31
101,KLM2ICM76O,1,2,inicialization,0.32448902696223214,0.15384615384615383,0.0,9,2,113,5,9,86
101,I4IHHC2FRZ,1,1,inicialization,0.35523372052102375,0.10897435897435898,1.0,11,6,86,1,11,64
101,GTSPKY9YJV,1,1,inicialization,0.2717102807292878,0.15918803418803418,1.0,6,17,32,3,6,24
101,0JK525MRBM,1,9,inicialization,1.0,1.0,0.0,3,14,34,7,3,8
101,YIQX3QD3TF,1,2,inicialization,0.6223778861851309,0.09935897435897437,0.0,3,20,121,8,3,8
101,YCWDOAYI5Z,1,6,inicialization,0.44981723820653985,0.20512820512820512,1.0,14,9,87,7,14,81
101,2RXNSZIK75,1,2,inicialization,0.41861272249874615,0.12713675213675213,0.0,6,35,67,1,6,15
101,GA5S3XSIX4,1,0,inicialization,0.3233730325237987,0.09829059829059827,0.0,5,19,10,2,5,10
101,4G8D3RWYKE,1,4,inicialization,0.2920934144845052,0.19764957264957267,1.0,6,31,125,5,6,20
101,00LDXGAKQK,1,6,inicialization,0.533691314091411,0.16559829059829062,1.0,10,13,72,8,10,58
101,P9FMID9M4H,1,1,inicialization,0.33167551833249664,0.13034188034188038,1.0,9,39,25,2,9,23
101,514DKWEQLA,1,0,inicialization,0.5129564620315066,0.06517094017094016,0.0,7,8,30,8,7,30
101,K0PMUJVWYU,1,2,inicialization,0.335297899922838,0.1388888888888889,0.0,7,38,66,4,7,24
101,KJAYG71LQN,1,4,inicialization,0.2879489135880209,0.2222222222222222,0.0,14,10,15,4,7,15
101,ZATLI6ZDWF,1,12,inicialization,1.0,1.0,1.0,5,36,108,8,5,16
101,ALDYX6M74J,1,0,inicialization,0.5204498864006535,0.030982905982905984,0.0,7,2,59,8,7,42
101,PT2UE02WCW,1,2,inicialization,0.4554687705502244,0.11538461538461538,0.0,13,16,72,9,13,62
101,DF3YTORNL8,1,5,inicialization,0.4969535992537495,0.1485042735042735,0.0,15,22,37,7,12,37
101,GJWBL0USXV,1,3,inicialization,0.2913477448625932,0.1858974358974359,1.0,8,21,98,3,8,35
101,DBTXMPVKET,1,3,inicialization,0.2930532882622915,0.18376068376068377,0.0,9,8,4,3,3,4
101,C7ASZF3VGZ,1,2,inicialization,0.30902910871951206,0.16239316239316237,1.0,8,29,43,4,8,27
101,GQT94E0MJB,1,1,inicialization,0.5702338324101244,0.05769230769230769,0.0,5,5,99,8,5,23
101,SMY3EKSVKF,1,7,inicialization,0.3144004242044268,0.3087606837606838,1.0,11,25,89,3,11,35
101,LWDZCK07C8,1,2,inicialization,0.26974458290508463,0.17094017094017092,0.0,5,5,50,4,5,26
101,Y7V6FG6B0J,1,3,inicialization,0.3387119034927637,0.17307692307692307,1.0,9,27,107,6,9,32
101,Q793HLG2LM,1,11,inicialization,1.0,1.0,1.0,4,37,91,6,4,12
101,AITNVP4FHD,1,3,inicialization,0.3942083261258831,0.13995726495726496,1.0,10,26,63,5,10,34
101,HXEPUSLD2L,1,0,inicialization,0.3877661885132698,0.08760683760683763,1.0,10,32,106,2,10,30
101,EEIZSDDI9H,1,5,inicialization,0.30077971382319213,0.2222222222222222,0.0,11,31,16,5,7,16
101,JV2PUJL21Q,1,4,inicialization,0.4225190642319919,0.15705128205128205,1.0,10,33,26,7,10,26
101,L24U98SH3R,1,3,inicialization,0.28203967461879353,0.18910256410256412,0.0,6,11,44,6,6,34
101,VB7LUOG076,1,1,inicialization,0.2678872113155212,0.1677350427350427,0.0,15,39,101,3,14,31
101,7CBXN17GQL,1,4,inicialization,0.384938303665991,0.17841880341880342,0.0,12,7,100,4,12,88
101,S8E9GSI9AL,1,10,inicialization,1.0,1.0,1.0,4,40,47,7,4,12
101,5EO530JMR8,1,5,inicialization,0.34134129003522307,0.21474358974358976,1.0,8,23,110,6,8,33
101,VL05HPXY63,1,1,inicialization,0.8551732066903395,0.03311965811965811,1.0,4,12,61,9,4,14
101,J23RD1FZWB,2,0,crossover,0.5814400941934894,0.002136752136752143,0.0,6,13,42,7,6,31
101,ALDYX6M74J,2,0,inicialization,0.5204498864006535,0.030982905982905984,0.0,7,2,59,8,7,42
101,514DKWEQLA,2,0,inicialization,0.5129564620315066,0.06517094017094016,0.0,7,8,30,8,7,30
101,EKGU57U5DX,2,0,mutation,0.35617054089155376,0.0705128205128206,0.0,5,21,16,2,5,14
101,DII0R0VTYC,2,0,crossover,0.31517119406676253,0.09508547008547011,0.0,15,2,125,8,15,118
101,OWMY8HUU7A,2,0,crossover,0.2950839807213185,0.10790598290598291,1.0,7,32,58,3,7,24
101,U71HXEE1KB,2,0,mutation,0.2784755337100778,0.12927350427350429,0.0,5,8,117,5,5,23
101,RZYO1EZ0A3,2,0,inicialization,0.2629571031621798,0.15170940170940173,0.0,4,32,48,4,4,12
101,7EJ40GQAPW,2,0,inicialization,0.24535541059709787,0.219017094017094,0.0,13,6,31,3,10,31
101,9AN33RDP80,2,0,crossover,0.2277641084359603,0.2361111111111111,0.0,7,23,88,3,7,30
101,MX69NI389U,2,0,inicialization,0.2203741229128343,0.2532051282051282,0.0,7,12,111,3,7,37
101,717WWR5PXP,2,1,mutation,0.6294368658833154,0.006410256410256401,0.0,7,14,117,7,7,39
101,GQT94E0MJB,2,1,inicialization,0.5702338324101244,0.05769230769230769,0.0,5,5,99,8,5,23
101,QJC1LREJZX,2,1,inicialization,0.4134447339536076,0.07158119658119658,1.0,10,8,106,5,10,70
101,HXEPUSLD2L,2,1,inicialization,0.3877661885132698,0.08760683760683763,1.0,10,32,106,2,10,30
101,GA5S3XSIX4,2,1,inicialization,0.3233730325237987,0.09829059829059827,0.0,5,19,10,2,5,10
101,MS1VNO2N2B,2,1,mutation,0.3059784497744643,0.11538461538461536,1.0,9,15,56,2,9,36
101,XJWSEP7XF4,2,1,crossover,0.3030493891847149,0.14529914529914528,1.0,10,18,73,3,10,48
101,APN8NFN5DY,2,1,crossover,0.2717102807292878,0.15918803418803418,1.0,6,18,26,3,6,24
101,VB7LUOG076,2,1,inicialization,0.2678872113155212,0.1677350427350427,0.0,15,39,101,3,14,31
101,Y27QLGOVCW,2,2,mutation,0.6294368658833154,0.006410256410256401,0.0,7,13,101,7,7,41
101,3Y4KSHFYDX,2,2,mutation,0.6209818662159607,0.05769230769230769,0.0,4,10,113,8,4,14
101,OUUBTT3IHU,2,2,mutation,0.37363398111150026,0.1036324786324786,0.0,7,32,52,2,7,19
101,I4IHHC2FRZ,2,2,inicialization,0.35523372052102375,0.10897435897435898,1.0,11,6,86,1,11,64
101,P9FMID9M4H,2,2,inicialization,0.33167551833249664,0.13034188034188038,1.0,9,39,25,2,9,23
101,SWXZZDO7EN,2,2,inicialization,0.31892734102558873,0.1527777777777778,0.0,4,15,48,5,4,14
101,Q127NILLEE,2,2,mutation,0.30663103247658197,0.15491452991452992,0.0,6,4,59,6,6,40
101,GTSPKY9YJV,2,2,inicialization,0.2717102807292878,0.15918803418803418,1.0,6,17,32,3,6,24
