seed,id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
100,J33LZW16H8,1,1,inicialization,0.26070828976138183,0.028057231971845467,0.0,,2,,,39,2711
100,HF3QDNVOTN,1,2,inicialization,0.2614999018072425,0.03456108626215845,1.0,39,2,2711,,39,2612
100,LJMWX0NZ39,1,0,inicialization,0.2888406027114806,0.004818210375032314,0.0,32,16,2322,6,32,1248
100,LAZJKMKBP2,1,4,inicialization,0.3121701295868049,0.0236740713147953,1.0,36,17,1692,7,36,1285
100,DP6SV7V8X4,1,2,inicialization,0.2941931992612997,0.005326579174878866,0.0,5,6,814,4,5,26
100,P165QJDUKD,1,5,inicialization,0.32639863940390146,0.008759024154293926,1.0,28,7,139,6,20,139
100,OT7NWV3AH4,1,2,inicialization,0.22816182814279706,0.037879904038873716,0.0,22,29,569,4,22,569
100,GZJ48C2KD4,1,0,inicialization,0.18875506499189987,0.10666049998749058,1.0,5,10,676,2,5,25
100,INFHQEZC81,1,1,inicialization,0.30452478087219226,0.005245615449407749,0.0,15,19,528,6,15,528
100,Q0JN0ERZQG,1,2,inicialization,0.21600237516286702,0.0528686177650398,0.0,39,17,737,3,28,737
100,TCB9SOZAFO,1,6,inicialization,0.3791964554376571,0.011401638455615197,0.0,26,26,2314,8,26,956
100,WU2CLFBW9J,1,0,inicialization,0.2150216657795384,0.031101537546319585,0.0,28,28,39,4,9,39
100,ZLYY2MNK9R,1,7,inicialization,0.3852095636161599,0.012887131701920053,0.0,19,30,1187,8,19,688
100,6HTIHODZ31,1,0,inicialization,0.22919059363776884,0.023486777546430776,1.0,34,5,128,5,14,128
100,BJ4GFSG9JI,1,4,inicialization,0.23833083933593513,0.045474509978344804,1.0,23,8,2545,4,23,1431
100,YG5UH4SOWO,1,4,inicialization,0.22495460433002223,0.10511523952753321,0.0,4,21,1487,2,4,14
100,D4W64N5D6Q,1,0,inicialization,0.31956338453569444,0.00010007533448790074,0.0,22,39,2080,7,22,661
100,CO3AHOXUHT,1,0,inicialization,0.29665512624743073,0.0006828056675997757,0.0,14,35,1188,6,14,385
100,UFKVJM1FFU,1,4,inicialization,0.42520038818409167,0.0064301877246482776,1.0,14,8,302,8,14,302
100,BN7K4C82WA,1,1,inicialization,0.2941931992612997,0.005326579174878866,0.0,5,40,422,4,5,26
100,NRQNSZZQVB,1,0,inicialization,0.20374142751224544,0.03798692904936772,1.0,12,22,144,4,12,144
100,WHK4XN7PZB,1,1,inicialization,0.2059328916958475,0.1115652338287989,0.0,15,12,1618,1,15,556
100,EWCQ3S8ZXU,1,0,inicialization,0.2126367309451367,0.036113296398121913,0.0,8,9,1338,4,8,104
100,0P5G7NLEPF,1,1,inicialization,0.3484531107355786,0.002582499603868471,0.0,32,13,1309,9,32,1309
100,V0CR4WVE6S,1,5,inicialization,0.2426874499547662,0.057585710354183306,1.0,30,16,2654,4,30,1241
100,CARF8GR148,1,3,inicialization,0.2202325702979564,0.08088554161604986,0.0,31,23,2366,1,31,1078
100,TLFF5N7FVJ,1,0,inicialization,0.2035425024960773,0.07902511334921566,1.0,21,17,2627,2,21,848
100,1PF2XAS1A2,1,0,inicialization,0.2675321727223926,0.010693118986792843,1.0,25,33,2155,5,25,771
100,7I4JNSYABZ,1,2,inicialization,0.2874349958482999,0.014359768047613623,1.0,31,39,2130,6,31,750
100,PJP4L0TS7Y,1,2,inicialization,0.26765960096810393,0.016855744185206092,0.0,24,32,1286,5,24,780
100,IC6DB61YYO,1,0,inicialization,0.2766650877146095,0.007835759696882938,0.0,6,27,726,5,6,44
100,K49XWW0RE1,1,6,inicialization,0.25934919945144497,0.05123579138740553,0.0,33,2,2656,1,33,2656
100,X40Q2I5WSA,1,3,inicialization,0.29866848075415153,0.007266928715783272,0.0,7,32,2393,6,7,57
100,RDCF72WBWM,1,1,inicialization,0.26754900529041437,0.013590438913737846,1.0,34,30,1558,5,34,887
100,SUUUQGKT26,1,1,inicialization,0.2277057814449419,0.0321252248220188,1.0,11,15,1076,5,11,257
100,ZWLPOSS5T9,1,1,inicialization,0.20847447715476985,0.04091100522893623,1.0,13,40,85,4,12,85
100,Y914S70B7Z,1,3,inicialization,0.36910392652817625,0.0056476542063609025,1.0,39,14,752,9,35,752
100,1HLIHF3JMK,1,0,inicialization,0.29738113417636247,0.0002547056256237412,0.0,29,23,1233,6,29,1000
100,TEZGV523S9,1,2,inicialization,0.21353279738492115,0.06042326306747581,1.0,35,24,1974,2,35,994
100,B3FUBC89G7,1,1,inicialization,0.4955923227067489,0.0007561247494641797,1.0,7,36,2160,7,7,58
100,GSAVB3LD0D,1,3,inicialization,0.23460310680957353,0.04359427513489322,1.0,26,30,1713,4,26,836
