seed,id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
101,M8W3D6NOS5,1,0,inicialization,0.198959010620139,0.2,0.0,,2,,,5,8
101,NV2EQMKF28,1,0,inicialization,0.198959010620139,0.2,1.0,5,2,8,,5,8
101,XM4UPZ1NE1,1,15,inicialization,0.2583801512904337,0.39999999999999997,0.0,3,27,6,4,3,4
101,RZYO1EZ0A3,1,13,inicialization,0.2583801512904337,0.39999999999999997,0.0,3,32,4,4,3,4
101,QJC1LREJZX,1,21,inicialization,0.2928932188134524,0.39999999999999997,1.0,4,8,7,5,4,6
101,L7AFECW82H,1,3,inicialization,0.23623738417402662,0.2,1.0,4,25,5,6,2,3
101,LM92IFJTVY,1,1,inicialization,0.2254033307585166,0.39999999999999997,0.0,4,28,4,1,3,4
101,RUFRJQ3N1H,1,11,inicialization,0.2583801512904337,0.39999999999999997,1.0,5,38,3,3,2,3
101,LAAZ3CVPR4,1,7,inicialization,0.23623738417402662,0.2,1.0,4,22,4,8,2,4
101,SWXZZDO7EN,1,18,inicialization,0.2928932188134524,0.39999999999999997,0.0,3,15,4,5,2,4
101,MX69NI389U,1,23,inicialization,0.32299679961367,0.6000000000000001,0.0,4,12,7,3,3,5
101,TCPDV22DR9,1,3,inicialization,0.23623738417402662,0.2,1.0,5,31,5,9,2,3
101,DA02RJ5DCR,1,20,inicialization,0.2928932188134524,0.39999999999999997,1.0,3,5,6,5,3,5
101,7EJ40GQAPW,1,11,inicialization,0.2583801512904337,0.39999999999999997,0.0,5,6,3,3,2,3
101,KLM2ICM76O,1,10,inicialization,0.23623738417402662,0.2,0.0,4,2,7,5,4,7
101,I4IHHC2FRZ,1,17,inicialization,0.2583801512904337,0.39999999999999997,1.0,4,6,6,1,4,6
101,GTSPKY9YJV,1,11,inicialization,0.2583801512904337,0.39999999999999997,1.0,3,17,3,3,2,3
101,0JK525MRBM,1,18,inicialization,0.2928932188134524,0.39999999999999997,0.0,3,14,4,7,2,4
101,YIQX3QD3TF,1,3,inicialization,0.17841616374225078,1.0,0.0,3,20,8,8,3,5
101,YCWDOAYI5Z,1,9,inicialization,0.23623738417402662,0.2,1.0,5,9,6,7,4,6
101,2RXNSZIK75,1,2,inicialization,0.2254033307585166,0.39999999999999997,0.0,3,35,5,1,3,4
101,GA5S3XSIX4,1,22,inicialization,0.4522774424948339,0.6,0.0,3,19,2,2,1,2
101,4G8D3RWYKE,1,6,inicialization,0.23623738417402662,0.2,1.0,3,31,8,5,2,3
101,00LDXGAKQK,1,8,inicialization,0.23623738417402662,0.2,1.0,4,13,5,8,2,4
101,P9FMID9M4H,1,11,inicialization,0.2583801512904337,0.39999999999999997,1.0,4,39,3,2,2,3
101,514DKWEQLA,1,0,inicialization,0.2254033307585166,0.0,0.0,4,8,3,8,2,3
101,K0PMUJVWYU,1,14,inicialization,0.2583801512904337,0.39999999999999997,0.0,4,38,5,4,3,4
101,KJAYG71LQN,1,11,inicialization,0.2583801512904337,0.39999999999999997,0.0,5,10,3,4,2,3
101,ZATLI6ZDWF,1,5,inicialization,0.23623738417402662,0.2,1.0,3,36,7,8,2,3
101,ALDYX6M74J,1,0,inicialization,0.1339745962155613,1.0,0.0,4,2,5,8,3,5
101,PT2UE02WCW,1,2,inicialization,0.17841616374225078,1.0,0.0,5,16,5,9,3,5
101,DF3YTORNL8,1,18,inicialization,0.2928932188134524,0.39999999999999997,0.0,5,22,4,7,2,4
101,GJWBL0USXV,1,16,inicialization,0.2583801512904337,0.39999999999999997,1.0,4,21,7,3,3,4
101,DBTXMPVKET,1,11,inicialization,0.4755955759149243,0.20000000000000007,0.0,4,8,2,3,1,2
101,C7ASZF3VGZ,1,2,inicialization,0.23623738417402662,0.2,1.0,4,29,4,4,2,3
101,GQT94E0MJB,1,1,inicialization,0.1339745962155613,1.0,0.0,3,5,7,8,3,6
101,SMY3EKSVKF,1,15,inicialization,0.2583801512904337,0.39999999999999997,1.0,4,25,6,3,3,4
101,LWDZCK07C8,1,22,inicialization,0.32299679961367,0.6000000000000001,0.0,3,5,4,4,2,4
101,Y7V6FG6B0J,1,5,inicialization,0.23623738417402662,0.2,1.0,4,27,7,6,2,3
101,Q793HLG2LM,1,4,inicialization,0.23623738417402662,0.2,1.0,3,37,6,6,2,3
101,AITNVP4FHD,1,3,inicialization,0.23623738417402662,0.2,1.0,4,26,5,5,2,3
101,HXEPUSLD2L,1,16,inicialization,0.2583801512904337,0.39999999999999997,1.0,4,32,7,2,3,4
101,EEIZSDDI9H,1,1,inicialization,0.23623738417402662,0.2,0.0,4,31,3,5,2,3
101,JV2PUJL21Q,1,1,inicialization,0.23623738417402662,0.2,1.0,4,33,3,7,2,3
101,L24U98SH3R,1,7,inicialization,0.23623738417402662,0.2,0.0,4,11,4,6,3,4
101,VB7LUOG076,1,12,inicialization,0.2583801512904337,0.39999999999999997,0.0,5,39,7,3,2,3
101,7CBXN17GQL,1,23,inicialization,0.32299679961367,0.6000000000000001,0.0,4,7,7,4,3,5
101,S8E9GSI9AL,1,2,inicialization,0.23623738417402662,0.2,1.0,3,40,4,7,2,3
101,5EO530JMR8,1,19,inicialization,0.2928932188134524,0.39999999999999997,1.0,4,23,7,6,2,4
101,VL05HPXY63,1,8,inicialization,0.23623738417402662,0.2,1.0,3,12,5,9,2,4
101,514DKWEQLA,2,0,inicialization,0.2254033307585166,0.0,0.0,4,8,3,8,2,3
101,M8W3D6NOS5,2,0,inicialization,0.198959010620139,0.2,0.0,,2,,,5,8
101,NV2EQMKF28,2,0,inicialization,0.198959010620139,0.2,1.0,5,2,8,,5,8
