seed,id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
105,WGAT7VSKWK,1,2,inicialization,0.26418603234280325,0.032176096736569,0.0,,2,,,38,2743
105,JGZWK1Y35O,1,6,inicialization,0.2578216071035785,0.04979201875699221,1.0,38,2,2743,,38,2565
105,LT7QDUHWLZ,1,5,inicialization,0.256903048832257,0.04748012425317179,1.0,34,24,1730,5,34,965
105,6YS7H0WSQI,1,1,inicialization,0.2138286927589843,0.05563721406298351,1.0,22,34,1073,4,22,677
105,A9MNDLU126,1,3,inicialization,0.2424561459899106,0.06942378186665397,1.0,26,5,1742,4,26,1742
105,TRPX0TFHG5,1,1,inicialization,0.35489022576408646,0.008903918021470565,1.0,18,26,241,7,18,241
105,SNPHXL7NRR,1,5,inicialization,0.2565232208387037,0.04954803503844231,1.0,20,28,2299,5,20,716
105,4AKJND2UPW,1,1,inicialization,0.2781084778093549,0.014911273237961487,0.0,4,14,1065,6,4,15
105,GOPQFRENCC,1,0,inicialization,0.2072459328723878,0.046885042012806175,1.0,15,38,1872,4,15,429
105,2244L4ABIT,1,4,inicialization,0.30733908473798266,0.022526838209040487,1.0,28,9,681,7,28,681
105,XNYC0F8226,1,2,inicialization,0.2931249023764937,0.016805122467925065,0.0,16,38,2442,6,16,517
105,W38GLAG78E,1,1,inicialization,0.20953751579315227,0.07087578253314608,1.0,20,18,2706,3,20,868
105,3UG56L8QNY,1,2,inicialization,0.24027488505674355,0.03288424460260408,0.0,15,37,573,5,15,465
105,0Z307UUEAP,1,3,inicialization,0.2543703270926865,0.043048249268048844,0.0,31,30,1166,5,31,801
105,4Q1WVCE4A4,1,1,inicialization,0.37622490681640597,0.007532253457427817,1.0,20,33,2410,8,20,687
105,RU1MG8QLRO,1,4,inicialization,0.26126090468698826,0.037796648496822266,0.0,24,4,1559,5,24,1559
105,ZHC3DCU34D,1,3,inicialization,0.20339862007813103,0.11793488610125918,0.0,15,9,1976,1,15,586
