id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
LH19HJ7E81,1,3,inicialization,0.33834494413256866,0.09999999999999998,0.0,,2,,,15,111
TBGWPXORLM,1,1,inicialization,0.30977125958272644,0.07301587301587309,1.0,15,2,111,,15,107
UFYSGEAOWN,1,2,inicialization,0.3367582390822291,0.060317460317460325,1.0,13,12,95,7,13,63
DVV0NEC3QD,1,2,inicialization,0.33715455926157833,0.041269841269841234,1.0,10,13,104,2,10,51
BKQLXRSU98,1,5,inicialization,0.5435105651544522,0.08571428571428569,0.0,15,13,14,8,9,14
ERB7EITFE8,1,5,inicialization,0.36385737405313157,0.12698412698412698,0.0,13,15,76,6,11,55
858GL0BM5I,1,7,inicialization,0.6012765080010087,0.058730158730158716,0.0,6,4,3,7,2,3
BXIXBUZHHI,1,5,inicialization,0.5818152736181573,0.05714285714285716,0.0,12,32,11,8,6,11
VC82OP48WD,1,10,inicialization,0.6860866607665747,1.0,0.0,3,7,5,5,3,5
Z4T49401B2,1,7,inicialization,0.39454587744314773,0.15396825396825403,0.0,13,24,75,3,11,38
6QMVJ6K8KS,1,2,inicialization,0.31839107697142455,0.08730158730158732,0.0,9,21,41,4,9,37
99FDZLBR83,1,1,inicialization,0.5723398768620702,0.014285714285714263,1.0,4,7,81,7,4,15
WY08G0DWM2,1,3,inicialization,0.3367582390822291,0.15396825396825403,0.0,10,31,76,4,10,34
IV0QOQJN3Q,1,3,inicialization,0.38421755680815417,0.07777777777777778,0.0,6,3,16,5,6,16
R2Y90M09QO,1,5,inicialization,0.35361287258609386,0.17619047619047623,1.0,14,5,10,4,6,10
SOYWCK85E5,1,2,inicialization,0.32858738311276925,0.0793650793650793,0.0,7,2,106,2,7,47
WLGTUUH0K0,1,1,inicialization,0.30597459320717546,0.2571428571428571,1.0,5,11,5,3,4,5
LRBVDPW120,1,4,inicialization,0.35026763340084166,0.08412698412698416,1.0,8,7,36,1,8,36
9WE9CK2P9E,1,6,inicialization,0.43763642364430977,0.10476190476190472,0.0,11,18,85,3,11,48
R3CGCW8LJO,1,1,inicialization,0.3324142454194906,0.039682539682539764,1.0,4,21,90,2,4,12
JTZXZAP9MY,1,3,inicialization,0.6012765080010087,0.034920634920634935,1.0,6,29,102,7,6,19
FVAMRVUEOI,1,9,inicialization,0.5400696413247268,0.15714285714285714,1.0,9,20,5,5,4,5
KD3IAITEJ3,1,5,inicialization,0.35483362368019955,0.13650793650793658,0.0,14,38,49,3,10,28
WA9D307GIV,1,6,inicialization,0.46912437256055584,0.0888888888888889,0.0,4,31,93,1,4,10
1FX30ODZAJ,1,0,inicialization,0.3156977204660756,0.015873015873015817,0.0,10,14,59,5,10,50
8J4IWS8F4A,1,9,inicialization,0.43286709497077314,0.1777777777777778,0.0,13,29,78,1,13,43
C5J7DAF67E,1,6,inicialization,0.36138370577307144,0.14920634920634918,1.0,15,6,105,6,15,90
2YM1MF7W3A,1,1,inicialization,0.3367582390822291,0.033333333333333326,1.0,13,2,38,5,11,38
6POLWOQ2UP,1,7,inicialization,0.552962715800212,0.10158730158730159,0.0,10,29,73,9,10,34
HHK7GRTSTG,1,5,inicialization,0.38272578196161944,0.08730158730158727,0.0,12,29,97,6,10,35
PLBOHCWNJS,1,11,inicialization,1.0,1.0,1.0,6,10,5,8,4,5
4450SAYP3F,1,1,inicialization,0.34152982450669034,0.015873015873015817,1.0,12,3,106,8,12,96
IGI0A4VCJD,1,2,inicialization,0.4739726533604055,0.025396825396825418,1.0,8,20,58,9,8,34
H42QSRBUD9,1,3,inicialization,0.39259593963305106,0.06507936507936507,1.0,8,36,51,6,8,26
1I2HTN3C56,1,4,inicialization,0.40043373974715435,0.06507936507936507,0.0,10,21,59,7,10,42
3D9ORA4BRY,1,9,inicialization,0.4208320159023764,0.3015873015873015,0.0,13,12,104,2,13,68
PXMYMAVYH1,1,7,inicialization,0.6012765080010087,0.058730158730158716,0.0,9,29,4,5,3,4
5LMZ2Q5CV6,1,8,inicialization,0.397918907156401,0.15396825396825403,0.0,9,22,106,3,9,38
YJ12KM4VIB,1,0,inicialization,0.4866133119442342,0.0031746031746031633,1.0,14,7,17,7,8,17
L9GJWUD5T8,1,4,inicialization,0.580090793203534,0.05714285714285716,1.0,10,25,26,9,10,26
WHGAYLK2AT,1,2,inicialization,0.4739726533604055,0.025396825396825418,1.0,10,18,74,9,10,44
ZBCKFSIO88,1,0,inicialization,0.292382420875025,0.11428571428571432,0.0,11,10,25,4,11,25
70QGPWVDAH,1,6,inicialization,0.5835468948300709,0.05714285714285716,0.0,5,38,44,9,5,14
KNBZPN58SE,1,3,inicialization,0.4182290006111815,0.04285714285714287,0.0,14,5,50,9,14,50
YGRW8Y73MO,1,0,inicialization,0.3054068831680413,0.04285714285714293,0.0,10,18,22,4,10,22
WXSNOVE2LM,1,0,inicialization,0.35361287258609386,0.011111111111111072,1.0,8,7,68,4,8,48
S1H405NH5E,1,4,inicialization,0.5341091720521947,0.06349206349206349,0.0,9,6,22,9,9,22
U95WA3ESV1,1,4,inicialization,0.3495602490143066,0.12698412698412698,1.0,12,19,104,7,12,46
WAS1OGYJK6,1,10,inicialization,0.6860866607665747,1.0,1.0,3,36,53,9,3,7
LJW7JPBX0D,1,3,inicialization,0.3438285055810253,0.08253968253968252,1.0,12,24,58,6,12,40
LWI8ZZ45SF,2,0,crossover,0.3149301349420549,0.0015873015873015817,1.0,9,15,45,4,9,44
JL382BA4WH,2,0,crossover,0.3071114087234754,0.0031746031746031633,1.0,9,11,54,3,9,50
7ABXSWO944,2,0,crossover,0.27704456261385224,0.023809523809523725,1.0,13,11,68,,13,66
AVWROA29UC,2,0,crossover,0.27215416568225026,0.05714285714285705,1.0,10,19,87,3,10,42
BWQ4ZQJ4YQ,2,1,crossover,0.3185838669407819,0.0015873015873015817,0.0,12,9,65,4,12,65
1FX30ODZAJ,2,1,inicialization,0.3156977204660756,0.015873015873015817,0.0,10,14,59,5,10,50
YGRW8Y73MO,2,1,inicialization,0.3054068831680413,0.04285714285714293,0.0,10,18,22,4,10,22
ZBCKFSIO88,2,1,inicialization,0.292382420875025,0.11428571428571432,0.0,11,10,25,4,11,25
YJ12KM4VIB,2,2,inicialization,0.4866133119442342,0.0031746031746031633,1.0,14,7,17,7,8,17
F0TY035AQ1,2,2,crossover,0.3216759583704597,0.006349206349206327,0.0,9,10,45,4,9,45
TBGWPXORLM,2,2,inicialization,0.30977125958272644,0.07301587301587309,1.0,15,2,111,,15,107
GA1296WH0Y,2,2,crossover,0.2992861720993223,0.11428571428571432,0.0,8,5,20,4,8,20
2RW63CVRB5,2,3,mutation,0.33162746169967905,0.006349206349206327,1.0,9,3,106,5,9,66
PY2JZPDKCK,2,3,crossover,0.32614569705290497,0.03809523809523807,1.0,10,8,37,6,10,37
FDXTL1O5VM,2,3,crossover,0.3230331894833699,0.05555555555555558,0.0,12,17,81,5,11,47
6QMVJ6K8KS,2,3,inicialization,0.31839107697142455,0.08730158730158732,0.0,9,21,41,4,9,37
29YTPILQI9,2,3,crossover,0.31839107697142455,0.08730158730158732,0.0,12,16,80,4,11,46
NISS7TMFBM,2,3,crossover,0.2998489192075533,0.11904761904761907,1.0,8,6,90,3,8,51
WXSNOVE2LM,2,4,inicialization,0.35361287258609386,0.011111111111111072,1.0,8,7,68,4,8,48
B23AW3KJFE,2,4,crossover,0.3496612568184696,0.011111111111111127,0.0,10,20,45,6,10,45
4450SAYP3F,2,4,inicialization,0.34152982450669034,0.015873015873015817,1.0,12,3,106,8,12,96
HEQZ39O91T,2,4,crossover,0.3336947504434241,0.033333333333333326,0.0,10,19,36,5,10,36
R3CGCW8LJO,2,4,inicialization,0.3324142454194906,0.039682539682539764,1.0,4,21,90,2,4,12
SOYWCK85E5,2,4,inicialization,0.32858738311276925,0.0793650793650793,0.0,7,2,106,2,7,47
JRRZBNYCO0,2,4,crossover,0.3191625643980873,0.09682539682539681,1.0,6,25,61,3,6,21
WLGTUUH0K0,2,4,inicialization,0.30597459320717546,0.2571428571428571,1.0,5,11,5,3,4,5
99FDZLBR83,2,5,inicialization,0.5723398768620702,0.014285714285714263,1.0,4,7,81,7,4,15
QL7C2OB051,2,5,crossover,0.38144998132109553,0.015873015873015872,1.0,6,32,80,5,6,18
2CW5PC7J2J,2,5,crossover,0.36779380979822396,0.023809523809523725,1.0,15,15,111,2,15,60
2YM1MF7W3A,2,5,inicialization,0.3367582390822291,0.033333333333333326,1.0,13,2,38,5,11,38
SYASFEQ81C,2,5,crossover,0.3367582390822291,0.033333333333333326,0.0,9,2,106,5,9,71
MWZ41GNBJ0,2,5,crossover,0.3306452825683557,0.12698412698412703,0.0,10,22,89,5,10,40
WVUNU4SH3S,2,6,crossover,0.5779061894981015,0.014285714285714263,0.0,4,8,90,,4,15
GM0JPI4OYB,2,6,crossover,0.38421755680815417,0.015873015873015872,1.0,8,11,74,6,8,42
JMOQTJSRLQ,2,6,crossover,0.3460348044878311,0.033333333333333326,1.0,7,17,23,4,7,23
DVV0NEC3QD,2,6,inicialization,0.33715455926157833,0.041269841269841234,1.0,10,13,104,2,10,51
UFYSGEAOWN,2,6,inicialization,0.3367582390822291,0.060317460317460325,1.0,13,12,95,7,13,63
KSX5UZLYLL,2,7,crossover,0.5061806255692956,0.019047619047619035,0.0,6,10,66,6,6,28
78H0LIBL5N,2,7,crossover,0.41845488724341584,0.020634920634920617,1.0,8,15,64,7,8,38
38DDMSN1OZ,2,7,crossover,0.3978098048463917,0.028571428571428525,0.0,9,8,21,5,9,21
HI258MN1W0,2,7,mutation,0.3552410543342346,0.033333333333333326,1.0,13,12,58,7,13,58
695PPSGO7M,2,7,crossover,0.3495602490143066,0.06507936507936518,0.0,7,3,84,3,7,47
S2V2OFIYXO,2,7,crossover,0.34152982450669034,0.07777777777777772,1.0,11,15,86,5,11,55
LH19HJ7E81,2,7,inicialization,0.33834494413256866,0.09999999999999998,0.0,,2,,,15,111
WY08G0DWM2,2,7,inicialization,0.3367582390822291,0.15396825396825403,0.0,10,31,76,4,10,34
P6704EVMNY,2,7,crossover,0.3367582390822291,0.15396825396825403,0.0,13,32,68,4,10,34
IGI0A4VCJD,2,8,inicialization,0.4739726533604055,0.025396825396825418,1.0,8,20,58,9,8,34
WHGAYLK2AT,2,8,inicialization,0.4739726533604055,0.025396825396825418,1.0,10,18,74,9,10,44
36D3EVJ3Y4,2,8,crossover,0.3668592842471522,0.038095238095238126,1.0,8,6,93,6,8,51
LJW7JPBX0D,2,8,inicialization,0.3438285055810253,0.08253968253968252,1.0,12,24,58,6,12,40
QJS0FJC0EQ,3,0,crossover,0.3112957865471969,0.0015873015873015817,0.0,12,10,63,4,12,63
KW68WFY1I7,3,0,crossover,0.2836170211894178,0.0031746031746031633,1.0,9,14,77,4,9,45
7ABXSWO944,3,0,crossover,0.27704456261385224,0.023809523809523725,1.0,13,11,68,,13,66
AVWROA29UC,3,0,crossover,0.27215416568225026,0.05714285714285705,1.0,10,19,87,3,10,42
LWI8ZZ45SF,3,1,crossover,0.3149301349420549,0.0015873015873015817,1.0,9,15,45,4,9,44
JL382BA4WH,3,1,crossover,0.3071114087234754,0.0031746031746031633,1.0,9,11,54,3,9,50
6GTJT5ABIN,3,1,crossover,0.3015398809483373,0.014285714285714346,1.0,13,19,88,3,13,48
R1RD9TCPP9,3,1,mutation,0.28895568132188476,0.020634920634920673,0.0,9,9,36,4,9,36
SDQTMXLCH7,3,1,crossover,0.27868206287585784,0.04761904761904767,1.0,13,10,70,,13,68
BWQ4ZQJ4YQ,3,2,crossover,0.3185838669407819,0.0015873015873015817,0.0,12,9,65,4,12,65
1FX30ODZAJ,3,2,inicialization,0.3156977204660756,0.015873015873015817,0.0,10,14,59,5,10,50
KAOBXO3ELW,3,2,crossover,0.3027636815444237,0.020634920634920673,0.0,10,13,56,4,10,49
GGVNJ7KR5Q,3,2,crossover,0.2952663012702281,0.04285714285714293,0.0,9,12,45,4,9,45
TBZEIPAPN2,3,2,mutation,0.2934043860075909,0.10634920634920642,1.0,6,20,91,2,6,23
ZBCKFSIO88,3,2,inicialization,0.292382420875025,0.11428571428571432,0.0,11,10,25,4,11,25
SE2Z63PYOH,3,2,crossover,0.2877556056685301,0.11746031746031749,1.0,11,8,105,4,11,66
YJ12KM4VIB,3,3,inicialization,0.4866133119442342,0.0031746031746031633,1.0,14,7,17,7,8,17
F0TY035AQ1,3,3,crossover,0.3216759583704597,0.006349206349206327,0.0,9,10,45,4,9,45
