id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
ZO64K3BQ6R,1,2,inicialization,0.39211529915303056,0.1764705882352941,0.0,,2,,,14,120
GS4UZF4TYL,1,2,inicialization,0.3657400262623265,0.27941176470588236,1.0,14,2,120,,14,112
DCV6ZS7DTH,1,6,inicialization,0.5680976006784837,0.1519607843137255,0.0,4,22,97,6,4,13
EY54WXRCKM,1,1,inicialization,0.4228697156799298,0.019607843137254943,0.0,9,30,112,1,9,28
Y5UOMRJ4UN,1,11,inicialization,1.0,1.0,1.0,12,23,3,8,2,3
555CASPRDC,1,0,inicialization,0.31233082889452657,0.27450980392156865,0.0,7,26,44,2,7,30
YLN10IGOT2,1,5,inicialization,0.4676198994810461,0.25000000000000006,0.0,14,11,31,4,8,31
4U0NGWDO2N,1,1,inicialization,0.4836022205056778,0.0,0.0,13,10,61,6,12,61
MZGWXBUBM2,1,6,inicialization,0.649399607928578,0.053921568627451,0.0,4,26,30,5,4,13
U7OJM91N31,1,3,inicialization,0.5381197846482995,0.01470588235294118,1.0,10,20,96,8,10,49
BCLYU2GQOZ,1,1,inicialization,0.38588042113700927,0.02941176470588236,0.0,7,19,83,4,7,36
V4RNC0CHYT,1,0,inicialization,0.33984128892400145,0.05882352941176472,0.0,6,36,84,2,6,22
AM946RD8JZ,1,2,inicialization,0.6178589971859261,0.009803921568627444,1.0,6,11,74,7,6,33
ZR19TPHVF9,1,1,inicialization,0.379708209983475,0.07352941176470584,0.0,4,7,81,4,4,16
QJNOPVS97Y,1,4,inicialization,0.48163872376650985,0.06372549019607843,0.0,10,21,66,4,10,45
0VQR1OSF27,1,5,inicialization,0.5017490910655875,0.18137254901960786,1.0,10,31,118,6,10,31
MJWJY80PHR,1,5,inicialization,0.5319747666550243,0.11764705882352938,0.0,9,14,12,6,7,12
A2XT8SP1K1,1,1,inicialization,0.3238765962171868,0.3480392156862745,1.0,4,22,8,4,4,8
VS7FPBT0SJ,1,3,inicialization,0.48017096827685524,0.039215686274509776,1.0,11,27,114,7,11,39
LFJILXEZ39,1,1,inicialization,0.3621464565771051,0.22058823529411764,1.0,12,24,120,3,10,37
