id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
4WU8VR52LH,1,6,inicialization,0.4764241588441973,0.27222222222222225,0.0,,2,,,25,621
B96LZOO31T,1,2,inicialization,0.46253429552196246,0.16666666666666663,1.0,25,2,621,,25,613
OFOW8TB9N6,1,5,inicialization,0.4950775223225352,0.19999999999999998,1.0,19,4,350,5,19,350
URKSOYSSL0,1,2,inicialization,0.39527461607052405,0.20833333333333331,1.0,24,32,593,3,22,158
HSDE187GDU,1,5,inicialization,0.5937787868892231,0.17222222222222222,1.0,11,36,251,5,11,81
GHQVECK4GD,1,1,inicialization,0.3916361425330229,0.26388888888888895,0.0,17,20,427,1,17,194
0QAOGBA0XI,1,2,inicialization,0.39683870086927,0.2,0.0,18,38,448,3,18,125
YEPUG21PWW,1,2,inicialization,0.5542749206125099,0.1611111111111111,0.0,15,6,383,8,15,276
F2I6F81XH7,1,8,inicialization,0.6821309194792655,1.0,0.0,12,16,402,9,12,110
KE5P36MWCE,1,5,inicialization,0.4559795934738997,0.2277777777777778,0.0,22,18,78,4,14,78
QWJ2VNLX0I,1,0,inicialization,0.31032392926125507,0.2527777777777778,1.0,5,33,137,2,5,24
NUD6QHF820,1,5,inicialization,0.5746978454380626,0.19722222222222222,0.0,22,16,106,6,15,106
FA5UV8P7AV,1,3,inicialization,0.4587371089374598,0.175,0.0,22,6,275,4,21,275
ZL0HPXGMGU,1,0,inicialization,0.720277791180995,0.047222222222222214,1.0,7,7,42,6,7,42
HHBJ3RGBLK,1,2,inicialization,0.5958005189505202,0.11111111111111112,1.0,9,24,406,5,9,79
UK42YY42GU,1,7,inicialization,0.5895309408921929,0.2111111111111111,0.0,13,29,448,5,13,116
DSPY8WVHOF,1,4,inicialization,0.42917317846120107,0.23333333333333334,0.0,25,34,603,4,23,144
BNQ5WEC0K2,1,3,inicialization,0.5549130384477853,0.1611111111111111,0.0,12,9,69,5,12,69
TM247QCWFL,1,1,inicialization,0.674992163103892,0.08888888888888888,1.0,18,21,129,8,15,129
77QE443S2E,1,13,inicialization,0.889903623487364,1.0,1.0,17,35,6,5,3,6
Y5RMQ6C3NB,1,6,inicialization,0.5691324879302713,0.20555555555555555,0.0,19,16,461,5,19,233
YTGLKX4EX9,1,0,inicialization,0.4696268146121315,0.08055555555555557,1.0,16,40,18,3,6,18
UBF1FZTQOU,1,5,inicialization,0.609667505022553,0.15555555555555556,0.0,16,12,435,7,16,231
BMH9ZL1VS0,1,9,inicialization,0.7212507409421733,1.0,1.0,20,35,52,7,10,52
C2JTK8AU9W,1,0,inicialization,0.6803476287378732,0.08055555555555555,1.0,6,25,59,5,6,35
QEY99TJ41V,1,2,inicialization,0.5728738106727762,0.1138888888888889,1.0,17,14,458,7,17,232
TVF27OUFKM,1,4,inicialization,0.4386462101980838,0.2277777777777778,0.0,23,3,457,1,23,457
NC43FX85M3,1,1,inicialization,0.39283277623248236,0.16111111111111115,1.0,21,16,159,1,21,159
OGMJYWG5ZI,1,10,inicialization,0.733124428744564,1.0,1.0,20,31,223,9,20,148
8ARUHEBQ50,1,5,inicialization,0.4347580760401075,0.25555555555555554,0.0,23,13,247,4,23,247
DZJNQL87SR,1,4,inicialization,0.47995659694037973,0.18611111111111112,0.0,18,5,97,4,14,97
HM6741WLBT,1,4,inicialization,0.5932029946610115,0.17222222222222222,1.0,8,17,363,6,8,67
2V99HTYS3E,1,2,inicialization,0.44006269943478193,0.16944444444444445,1.0,20,32,189,4,20,158
XM1S2Y2UDX,1,6,inicialization,0.5233081606342853,0.23333333333333334,1.0,6,6,39,4,6,39
5D1R8394IB,1,5,inicialization,0.6559507216166369,0.1361111111111111,0.0,20,14,218,9,20,218
2JFKWP9FLP,1,3,inicialization,0.5523193405654362,0.16944444444444445,1.0,17,6,375,9,17,305
XJE205PUCI,1,11,inicialization,0.7682288448953192,1.0,1.0,14,40,189,8,14,102
ZFXANCYKXZ,1,0,inicialization,0.3908808628010565,0.11944444444444441,0.0,7,15,77,2,7,66
ND8IKRUJXP,1,6,inicialization,0.5533194531079433,0.2222222222222222,1.0,7,18,25,4,6,25
O3YE1I6TUS,1,1,inicialization,0.4285803852023029,0.13333333333333336,1.0,9,20,607,3,9,80
CEYH7CEMH5,1,1,inicialization,0.5314889410801507,0.1027777777777778,1.0,12,15,254,6,12,147
BG86WOFAJK,1,7,inicialization,0.5825138674801342,0.21944444444444444,0.0,11,10,565,6,11,129
R4TH3X0W17,1,3,inicialization,0.5916032825941437,0.11944444444444445,1.0,16,9,159,8,16,159
6FAD70US5C,1,12,inicialization,0.8444076273852636,1.0,0.0,3,28,583,7,3,7
SEYBLZYTB5,1,0,inicialization,0.33037230200767886,0.23611111111111105,1.0,18,29,43,1,12,43
EUAYSMO12V,1,6,inicialization,0.5999686532658897,0.19444444444444445,1.0,4,16,346,4,4,14
R15QZFD9FM,1,3,inicialization,0.41066248695317087,0.2,1.0,19,6,534,3,19,393
8DH5JK9XUH,1,1,inicialization,0.6656108674702137,0.09722222222222221,1.0,12,10,181,8,12,164
Z92MHWUW6J,1,7,inicialization,0.5895309408921929,0.2111111111111111,0.0,21,30,500,5,20,158
AST2K6DDCG,1,4,inicialization,0.6025157482270229,0.13333333333333336,0.0,11,27,394,5,11,103
ZL0HPXGMGU,2,0,inicialization,0.720277791180995,0.047222222222222214,1.0,7,7,42,6,7,42
