id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
UHAP8ID5ZY,1,3,inicialization,0.5491386834173556,0.14117647058823532,0.0,,2,,,23,676
1E4JIU8TXT,1,0,inicialization,0.523719805926608,0.05228758169934644,1.0,23,2,676,,23,647
6X6RMAFNAG,1,0,inicialization,0.4113969751665717,0.07973856209150326,0.0,15,17,602,1,15,219
IV8E5K3Y8L,1,0,inicialization,0.3953301247214156,0.13137254901960782,0.0,12,22,417,1,12,162
MLP9VZQ3ME,1,3,inicialization,0.7559171143293322,0.05620915032679738,0.0,18,37,396,7,18,150
VJMGAGBK3G,1,3,inicialization,0.3977120679771934,0.2379084967320262,1.0,12,33,270,2,12,115
DXQFNJR8Y7,1,2,inicialization,0.4481333349468155,0.14509803921568626,1.0,10,32,531,3,10,101
DS0CLFMDWO,1,3,inicialization,0.3950349330263371,0.2477124183006536,0.0,21,26,410,2,21,193
D35D7EB7EW,1,0,inicialization,0.665702130701043,0.03856209150326796,1.0,16,33,431,7,16,158
RJ7LID7I0Q,1,8,inicialization,1.0,1.0,0.0,5,8,2,8,1,2
SILUXMCODV,1,1,inicialization,0.620765908121393,0.05555555555555555,1.0,17,16,548,7,17,244
LA4GUQ4KNQ,1,2,inicialization,0.41932117015929926,0.19150326797385625,0.0,20,2,468,1,20,468
N5GFVECESO,1,4,inicialization,0.6404458762222549,0.16405228758169935,0.0,18,9,372,7,18,346
72RERJ1ENS,1,3,inicialization,0.4527983946730453,0.19673202614379084,1.0,22,7,408,2,22,408
O3XO39AIIM,1,3,inicialization,0.38766400912050636,0.26732026143790855,0.0,16,33,262,2,16,158
YSRN47TLRV,1,0,inicialization,0.8161938202038341,0.01699346405228758,0.0,4,14,612,7,4,15
L3VUU97X5V,1,3,inicialization,0.7559171143293322,0.05620915032679738,0.0,20,35,536,7,18,154
KQ0E2KIPNW,1,2,inicialization,0.7554112425210227,0.05620915032679738,0.0,10,28,65,7,10,65
MAIDYDZ0ZH,1,2,inicialization,0.5272701534259778,0.1287581699346405,0.0,12,28,301,4,12,142
MW3UIRCYVM,1,0,inicialization,0.665702130701043,0.03856209150326796,1.0,17,29,640,7,17,174
PVBMJZ52P7,1,6,inicialization,0.7987868801820005,1.0,0.0,5,6,333,8,5,22
LN83Q51A80,1,0,inicialization,0.3692288813972844,0.21437908496732028,0.0,4,39,246,1,4,15
L0J40N1UJ9,1,1,inicialization,0.730342895357972,0.04379084967320262,0.0,13,33,369,7,13,137
VLKUDDTBDX,1,2,inicialization,0.41072848769975845,0.20130718954248367,1.0,3,18,47,3,3,8
7ML74JWC1K,1,2,inicialization,0.6351375844664491,0.06797385620915032,1.0,16,9,55,5,11,55
DTPZYCWL0V,1,0,inicialization,0.6315666595951702,0.04575163398692811,1.0,20,11,580,7,20,327
RMTR6HZ0DG,1,3,inicialization,0.5107476243001642,0.1483660130718954,1.0,12,26,595,5,12,139
OO1FCPCV8L,1,2,inicialization,0.7064460794235481,0.06339869281045751,0.0,22,22,210,8,19,210
V1ISG0SKL0,1,1,inicialization,0.4318574904706516,0.12287581699346406,0.0,5,4,4,4,2,4
W7PMAK1GN0,1,4,inicialization,0.4910277549151195,0.1973856209150327,1.0,22,37,439,4,22,150
ZY6GW4MDE1,1,3,inicialization,0.6136028082962447,0.09738562091503268,1.0,8,24,302,5,8,65
HN6TU4MWA4,1,1,inicialization,0.397020791263874,0.1751633986928105,0.0,14,17,82,1,14,82
02ZIIQ8678,1,4,inicialization,0.5739676573213395,0.17843137254901958,0.0,9,9,483,5,9,121
HDN9F4R72L,1,2,inicialization,0.38821000654595916,0.23529411764705882,0.0,18,33,637,2,18,162
T2J9PWCKSK,1,0,inicialization,0.8161938202038341,0.01699346405228758,0.0,4,9,182,8,4,13
9SDLBQ0IZL,1,0,inicialization,0.38914606693914666,0.19477124183006544,0.0,14,31,595,1,14,143
3C0146FR8K,1,1,inicialization,0.5937582424581103,0.08496732026143791,0.0,18,38,141,6,17,141
KZDEO90FL9,1,7,inicialization,0.9175213901157677,1.0,1.0,3,37,532,8,3,8
I4CFMWWVDR,1,2,inicialization,0.38611841072340414,0.2379084967320262,1.0,4,11,49,2,4,15
JZOFGNJR8K,1,1,inicialization,0.5328519892071736,0.1189542483660131,0.0,10,28,613,4,10,109
TJAO75URKY,1,1,inicialization,0.7171844800181107,0.05359477124183006,1.0,5,23,467,5,5,22
ZZ7TNTY0T3,1,4,inicialization,0.45996476508212714,0.19934640522875818,0.0,13,3,377,2,13,377
6CJ6QBLRU0,1,2,inicialization,0.5940400612624355,0.08496732026143791,0.0,21,36,397,6,19,154
R3QH0XDXX3,1,3,inicialization,0.6376556436459284,0.06797385620915032,1.0,13,17,269,7,13,182
UEVWZAP665,1,5,inicialization,0.5484284894048326,0.21764705882352942,0.0,18,13,504,5,18,292
O9O8I0Q7CN,1,2,inicialization,0.38611841072340414,0.2379084967320262,1.0,4,37,181,2,4,14
QX162Y08X8,1,1,inicialization,0.38602893013269834,0.23529411764705882,0.0,10,33,400,2,10,110
E0G38FC35D,1,7,inicialization,0.9175213901157677,1.0,1.0,3,39,105,8,3,8
KH0IVWA7U8,1,2,inicialization,0.5228747238627851,0.13856209150326798,1.0,20,21,331,5,20,217
5TDMJXU8AM,1,1,inicialization,0.8164430490368346,0.01699346405228758,0.0,5,36,22,7,5,22
YSRN47TLRV,2,0,inicialization,0.8161938202038341,0.01699346405228758,0.0,4,14,612,7,4,15
T2J9PWCKSK,2,0,inicialization,0.8161938202038341,0.01699346405228758,0.0,4,9,182,8,4,13
9AYQ0IIOLD,2,0,crossover,0.7826649908903123,0.03660130718954248,0.0,6,15,425,7,6,36
D35D7EB7EW,2,0,inicialization,0.665702130701043,0.03856209150326796,1.0,16,33,431,7,16,158
MW3UIRCYVM,2,0,inicialization,0.665702130701043,0.03856209150326796,1.0,17,29,640,7,17,174
GPBN4Z5EHR,2,0,mutation,0.665702130701043,0.03856209150326796,1.0,16,30,356,7,16,169
M0F29JK906,2,0,mutation,0.665702130701043,0.03856209150326796,1.0,16,31,557,7,16,163
DTPZYCWL0V,2,0,inicialization,0.6315666595951702,0.04575163398692811,1.0,20,11,580,7,20,327
1E4JIU8TXT,2,0,inicialization,0.523719805926608,0.05228758169934644,1.0,23,2,676,,23,647
ZJM3KMFSRK,2,0,mutation,0.48755876345503835,0.06928104575163399,1.0,22,3,525,,22,525
6X6RMAFNAG,2,0,inicialization,0.4113969751665717,0.07973856209150326,0.0,15,17,602,1,15,219
