id,generation,rank,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
XLOLP6DO1S,1,0,inicialization,0.4126258524060282,0.057077625570776225,29,0.0,,2,,,29,1415
HJSFCJVV5S,1,0,inicialization,0.4182967553960505,0.024227773301101263,29,1.0,29,2,1415,,29,1415
WAIN0FP2N7,1,0,inicialization,0.48342554272919447,0.07899543378995433,23,0.0,28,36,770,2,23,268
ARLKJK0FM2,1,0,inicialization,0.4122407228670215,0.1886650550631211,5,0.0,5,18,830,6,5,32
EKZFCFRVTO,1,0,inicialization,0.39200182542243567,0.20620467365028206,13,1.0,13,31,135,3,13,135
934C5WOAYL,1,0,inicialization,0.4082353112608248,0.1277733011012625,21,0.0,21,4,1342,3,21,1200
B7VVU90NX5,1,0,inicialization,0.3355251354358211,0.179129734085415,14,0.0,19,35,104,5,14,104
QICSZV7ASV,1,0,inicialization,0.4569609764138426,0.09602471125436474,11,1.0,11,35,302,7,11,172
NHVBLQZEV5,1,0,inicialization,0.5270473485365413,0.05439161966156325,15,1.0,15,29,1341,8,15,285
RFEXGUM4AH,1,1,inicialization,0.4942707263777224,0.10558689229116305,23,1.0,24,15,1238,9,23,558
B7VVU90NX5,2,0,inicialization,0.3355251354358211,0.179129734085415,14,0.0,19,35,104,5,14,104
HJSFCJVV5S,2,0,inicialization,0.4182967553960505,0.024227773301101263,29,1.0,29,2,1415,,29,1415
2VHSAA4EOH,2,0,crossover,0.5015965085711614,0.03113080848777866,15,1.0,15,19,1341,8,15,380
ARLKJK0FM2,2,0,inicialization,0.4122407228670215,0.1886650550631211,5,0.0,5,18,830,6,5,32
A128W4VMG8,2,0,crossover,0.4083677661705968,0.05347837765243091,29,0.0,29,2,1415,,29,1408
9FQATV8QR8,2,0,crossover,0.3804502922774454,0.10343808756379269,23,0.0,29,12,1415,,23,621
QICSZV7ASV,2,0,inicialization,0.4569609764138426,0.09602471125436474,11,1.0,11,35,302,7,11,172
GJFVVQ5VXI,2,0,mutation,0.386752136226165,0.12406661294654853,12,0.0,12,8,983,,12,467
V1MZEAR13Y,2,0,crossover,0.4380956586097686,0.0733816814396992,20,1.0,20,10,1362,8,20,721
VE1AP6MBIF,2,0,mutation,0.40446068243083033,0.08845017459038418,17,1.0,17,10,692,3,17,657
2VHSAA4EOH,3,0,crossover,0.5015965085711614,0.03113080848777866,15,1.0,15,19,1341,8,15,380
B7VVU90NX5,3,0,inicialization,0.3355251354358211,0.179129734085415,14,0.0,19,35,104,5,14,104
HJSFCJVV5S,3,0,inicialization,0.4182967553960505,0.024227773301101263,29,1.0,29,2,1415,,29,1415
ARLKJK0FM2,3,0,inicialization,0.4122407228670215,0.1886650550631211,5,0.0,5,18,830,6,5,32
A128W4VMG8,3,0,crossover,0.4083677661705968,0.05347837765243091,29,0.0,29,2,1415,,29,1408
41VTBGVVMB,3,0,mutation,0.37673589707147936,0.1661294654848241,22,0.0,22,15,440,5,22,440
WRYV29E2AG,3,0,crossover,0.4714212153195414,0.11858716089175397,10,0.0,10,12,1089,7,10,233
V1MZEAR13Y,3,0,crossover,0.4380956586097686,0.0733816814396992,20,1.0,20,10,1362,8,20,721
GJFVVQ5VXI,3,0,mutation,0.386752136226165,0.12406661294654853,12,0.0,12,8,983,,12,467
0L9PXDCYJI,3,0,mutation,0.44796345384854774,0.051866774106903046,25,1.0,26,11,1396,8,25,684
2VHSAA4EOH,4,0,crossover,0.5015965085711614,0.03113080848777866,15,1.0,15,19,1341,8,15,380
B7VVU90NX5,4,0,inicialization,0.3355251354358211,0.179129734085415,14,0.0,19,35,104,5,14,104
67OKXWILF8,4,0,mutation,0.38660455343976796,0.20096696212731668,6,0.0,6,12,929,6,6,55
ONW4VS81OL,4,0,crossover,0.4169699363633095,8.058017727630151e-05,29,1.0,29,2,1415,,29,1415
