id,generation,rank,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
HVRO6CP28B,1,3,inicialization,0.33143887197919397,0.5111111111111111,107,0.0,,2,,,19,107
2VE4W096KJ,1,2,inicialization,0.39459448540331876,0.2920634920634921,104,1.0,19,2,107,,19,104
4JJXGCTRKN,1,0,inicialization,0.3269069168067956,0.19047619047619047,31,0.0,16,37,101,3,10,31
QM27ZJUSMV,1,0,inicialization,0.36406622616353956,0.1777777777777778,8,0.0,3,16,89,2,3,8
6NKWEPTPVX,1,1,inicialization,0.3253331641717404,0.33333333333333337,9,1.0,6,20,9,2,5,9
WTYCXYU3HL,1,0,inicialization,0.29690406671442415,0.3111111111111111,29,1.0,13,39,50,2,10,29
FNLU60Q4J1,1,2,inicialization,0.6678944179224642,1.0,7,0.0,3,15,41,7,3,7
5HAJIVL5CP,1,2,inicialization,0.460680628369994,0.28253968253968254,30,1.0,9,37,38,6,9,30
G3AVPAJDF6,1,3,inicialization,0.7288369277266797,0.24126984126984125,22,1.0,5,9,33,8,5,22
SMZ937QFZ4,1,1,inicialization,0.3024566378486224,0.4666666666666667,49,1.0,11,17,85,5,11,49
EL9QGR6968,1,2,inicialization,0.7277959908002192,0.24126984126984125,14,1.0,4,2,87,9,4,14
GDKET8QG5A,1,2,inicialization,0.35831105208025216,0.3682539682539682,57,0.0,14,11,57,3,12,57
JYYJ7FQTRX,1,1,inicialization,0.5963963236022125,0.13015873015873014,23,1.0,17,18,23,9,10,23
IF0FHH972P,1,2,inicialization,0.5321416852134269,0.22857142857142854,21,1.0,12,21,21,7,9,21
J55KHE0P1L,1,1,inicialization,0.5745643701884829,0.10793650793650791,35,0.0,13,27,35,8,13,35
ZXELMDT4M5,1,1,inicialization,0.3162768282662852,0.346031746031746,29,0.0,5,4,56,4,5,29
TLYDTS4QH3,1,1,inicialization,0.3200096487242967,0.32380952380952377,11,0.0,16,18,11,4,6,11
H9S3CMFHZ6,1,1,inicialization,0.3447911458672611,0.2571428571428571,35,0.0,19,31,106,3,11,35
IF2HC89WHX,1,0,inicialization,0.3147274875718472,0.24444444444444446,2,1.0,16,30,2,2,1,2
V0V0Y9A7WF,1,2,inicialization,0.6666195357603394,0.1968253968253968,28,1.0,8,32,87,8,8,28
7XK8OC6QOD,1,0,inicialization,0.571253537143728,0.10793650793650791,17,0.0,16,16,17,8,7,17
E2G68C74W4,1,1,inicialization,0.31689754847752294,0.48888888888888893,13,1.0,8,7,13,2,8,13
JZ3QHLVJZ7,1,0,inicialization,0.4496504607209929,0.11746031746031743,22,0.0,13,22,22,7,11,22
B5V3Z3JVRQ,1,1,inicialization,0.35304402298216997,0.2666666666666667,12,0.0,15,9,12,2,5,12
XK6HNHCU7S,1,0,inicialization,0.42281303169588935,0.07301587301587298,45,0.0,11,23,58,7,11,45
9IFICNMELQ,1,1,inicialization,0.3132845900239004,0.5111111111111111,33,0.0,9,38,63,6,9,33
DSDVO7G9EQ,1,3,inicialization,0.3341940888575582,0.4222222222222223,43,1.0,12,14,43,3,12,43
Z4EOK9SSM9,1,1,inicialization,0.3484702998126299,0.3111111111111111,13,0.0,4,26,101,2,4,13
2410LYWRYZ,1,3,inicialization,0.805331236193862,1.0,9,1.0,12,38,9,8,6,9
3DGX2ENG2M,1,1,inicialization,0.38348520071489234,0.2222222222222222,23,0.0,17,14,23,1,7,23
79S9KRQ2EQ,1,0,inicialization,0.5339586175716295,0.06349206349206349,21,0.0,5,18,54,6,5,21
ZVTFVE6FXA,1,3,inicialization,1.0,1.0,5,1.0,7,29,5,8,4,5
80QQM2DEWS,1,2,inicialization,0.7606924582310217,1.0,5,0.0,7,34,5,7,4,5
K3RP2RCB12,1,0,inicialization,0.29299321270226264,0.37777777777777777,30,1.0,10,37,58,3,10,30
339GIG8XC0,1,4,inicialization,0.6933523105747179,1.0,16,1.0,4,4,86,6,4,16
6RZWZDVY64,1,1,inicialization,0.6615680288521448,0.1968253968253968,9,0.0,14,12,9,8,5,9
R4JHZQXJ05,1,2,inicialization,0.3539188793350807,0.4571428571428571,11,0.0,6,10,11,5,6,11
63MOZWRENY,1,1,inicialization,0.355452735270261,0.24761904761904763,57,1.0,16,15,96,5,16,57
BO66358U79,1,1,inicialization,0.4105710640049681,0.35873015873015873,3,0.0,15,17,3,6,2,3
OLS3U4N2XB,1,2,inicialization,0.32032164247840145,0.3904761904761904,39,0.0,12,3,39,6,12,39
NSEIBGORCT,1,3,inicialization,0.6165175055763148,0.31746031746031744,25,1.0,15,31,25,9,13,25
X0I0KDWGO6,1,3,inicialization,0.48550424457247343,0.30476190476190473,57,1.0,9,7,72,6,9,57
V4XZH7RMBB,1,2,inicialization,0.3707722178654579,0.4349206349206349,32,1.0,11,37,46,6,10,32
TGEHDFGW0X,1,1,inicialization,0.3135935270163559,0.5333333333333333,32,0.0,10,38,83,5,10,32
ZNSRZSP4NM,1,5,inicialization,0.6991715812019066,1.0,22,0.0,18,28,22,9,12,22
UVZWYJGSTW,1,1,inicialization,0.3959975128156451,0.19999999999999996,15,1.0,5,36,15,2,5,15
6F56JIR3EK,1,1,inicialization,1.0,1.0,2,1.0,11,9,2,6,1,2
PL0NZ46HT4,1,2,inicialization,0.31689754847752294,0.48888888888888893,29,0.0,8,38,40,4,8,29
S1MELV8586,1,3,inicialization,0.6678944179224642,1.0,12,1.0,4,36,37,6,4,12
PVHZTYAPMD,1,1,inicialization,0.3907528197054724,0.2126984126984126,54,0.0,15,16,63,2,15,54
IF2HC89WHX,2,0,inicialization,0.3147274875718472,0.24444444444444446,2,1.0,16,30,2,2,1,2
QM27ZJUSMV,2,0,inicialization,0.36406622616353956,0.1777777777777778,8,0.0,3,16,89,2,3,8
MJ86FBFXGH,2,0,crossover,0.5870451910824324,0.13015873015873014,11,0.0,13,28,11,8,6,11
QFAI3Z8D2Z,2,0,crossover,0.29630098217184664,0.4,14,0.0,11,32,14,3,9,14
4V20LSGTJ7,2,0,crossover,0.3024566378486223,0.33333333333333337,16,0.0,4,13,71,3,4,16
7XK8OC6QOD,2,0,inicialization,0.571253537143728,0.10793650793650791,17,0.0,16,16,17,8,7,17
MIVWUMDDVT,2,0,crossover,0.29449482173332986,0.2666666666666667,20,1.0,13,29,20,2,8,20
79S9KRQ2EQ,2,0,inicialization,0.5339586175716295,0.06349206349206349,21,0.0,5,18,54,6,5,21
JZ3QHLVJZ7,2,0,inicialization,0.4496504607209929,0.11746031746031743,22,0.0,13,22,22,7,11,22
3VLNOU5LNC,2,0,crossover,0.2900991083129283,0.3555555555555555,28,1.0,13,36,28,3,10,28
4JJXGCTRKN,2,0,inicialization,0.3269069168067956,0.19047619047619047,31,0.0,16,37,101,3,10,31
1SL43YL67W,2,0,crossover,0.3876275643042054,0.12380952380952381,35,0.0,7,17,72,2,7,35
4ZSQKIM2Y5,2,0,crossover,0.2655264759938154,0.37777777777777777,37,1.0,9,23,72,3,9,37
PEGV1Y4LR9,2,0,crossover,0.43369499607891215,0.09523809523809523,40,0.0,13,28,54,7,11,40
XK6HNHCU7S,2,0,inicialization,0.42281303169588935,0.07301587301587298,45,0.0,11,23,58,7,11,45
6F56JIR3EK,2,1,inicialization,1.0,1.0,2,1.0,11,9,2,6,1,2
BO66358U79,2,1,inicialization,0.4105710640049681,0.35873015873015873,3,0.0,15,17,3,6,2,3
6RZWZDVY64,2,1,inicialization,0.6615680288521448,0.1968253968253968,9,0.0,14,12,9,8,5,9
6NKWEPTPVX,2,1,inicialization,0.3253331641717404,0.33333333333333337,9,1.0,6,20,9,2,5,9
OE64YNIL11,2,1,mutation,0.6106624723877239,0.15238095238095237,11,0.0,10,22,11,8,6,11
TLYDTS4QH3,2,1,inicialization,0.3200096487242967,0.32380952380952377,11,0.0,16,18,11,4,6,11
B5V3Z3JVRQ,2,1,inicialization,0.35304402298216997,0.2666666666666667,12,0.0,15,9,12,2,5,12
Z4EOK9SSM9,2,1,inicialization,0.3484702998126299,0.3111111111111111,13,0.0,4,26,101,2,4,13
E2G68C74W4,2,1,inicialization,0.31689754847752294,0.48888888888888893,13,1.0,8,7,13,2,8,13
UVZWYJGSTW,2,1,inicialization,0.3959975128156451,0.19999999999999996,15,1.0,5,36,15,2,5,15
MMRV3GIBQP,2,1,crossover,0.31235861182369795,0.3111111111111111,22,0.0,5,17,86,3,5,22
JYYJ7FQTRX,2,1,inicialization,0.5963963236022125,0.13015873015873014,23,1.0,17,18,23,9,10,23
3DGX2ENG2M,2,1,inicialization,0.38348520071489234,0.2222222222222222,23,0.0,17,14,23,1,7,23
WTYCXYU3HL,2,1,inicialization,0.29690406671442415,0.3111111111111111,29,1.0,13,39,50,2,10,29
K3RP2RCB12,2,1,inicialization,0.29299321270226264,0.37777777777777777,30,1.0,10,37,58,3,10,30
7QA6AIBIO0,2,1,crossover,0.5126022557643779,0.1841269841269841,33,1.0,9,15,33,6,9,33
J55KHE0P1L,2,1,inicialization,0.5745643701884829,0.10793650793650791,35,0.0,13,27,35,8,13,35
H9S3CMFHZ6,2,1,inicialization,0.3447911458672611,0.2571428571428571,35,0.0,19,31,106,3,11,35
4U6KSNB83U,2,1,crossover,0.4789498942810939,0.16190476190476188,36,1.0,12,31,39,7,12,36
XP6ATGPC40,2,1,crossover,0.31194746596443657,0.3015873015873015,37,0.0,12,28,52,4,12,37
P9LV0FEFMU,2,1,mutation,0.42281303169588935,0.14603174603174596,39,0.0,9,22,43,2,9,39
IVWFMX775I,2,1,mutation,0.31071549983193025,0.27936507936507937,39,0.0,13,26,42,3,11,39
SWVY0RQH2W,2,1,crossover,0.2954976725292069,0.32380952380952377,39,0.0,15,21,39,6,12,39
P5Y25VYMDO,2,1,crossover,0.28811002934671004,0.4444444444444444,43,0.0,12,24,89,5,12,43
8WLKGCXUA1,2,1,mutation,0.357870482891433,0.19047619047619047,49,0.0,10,13,63,2,10,49
9VJ4C5TLIE,2,1,mutation,0.47247697397513977,0.13968253968253969,54,1.0,14,17,54,7,14,54
63MOZWRENY,2,1,inicialization,0.355452735270261,0.24761904761904763,57,1.0,16,15,96,5,16,57
