id,generation,rank,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
MVPMDO2NYT,1,2,inicialization,0.4095655187136833,0.11194983577187217,1422,0.0,,2,,,27,1422
1YRSPL9BV9,1,1,inicialization,0.412023515088045,0.09584950731561664,1409,1.0,27,2,1422,,25,1409
IWBYLWRSVH,1,2,inicialization,0.49491350815352364,0.10098536876679606,322,1.0,14,23,561,8,14,322
EKK1980WIZ,1,0,inicialization,0.5529201906358605,0.07191400418035232,285,0.0,16,34,1051,1,16,285
ZFAL5Z88IR,1,1,inicialization,0.4982885440826107,0.08627052851597494,159,0.0,14,5,159,2,14,159
FTPCDRM8HZ,1,3,inicialization,0.44061551546799327,0.1432188713048671,211,1.0,11,35,1410,2,11,211
UJPHUCWTEC,1,2,inicialization,0.363630179809754,0.14761421319796958,222,0.0,14,37,475,5,14,222
MEFHNZLU7M,1,2,inicialization,0.46744202085364095,0.10582263362197669,377,1.0,18,24,826,8,18,377
GIKJE042DN,1,2,inicialization,0.4401281953106415,0.10179755150791281,1206,0.0,16,2,1365,2,16,1206
CGQOQD31J7,1,0,inicialization,0.5740822782908206,0.1067781427291729,26,0.0,5,39,995,8,5,26
V175U2CKHM,1,3,inicialization,0.37953859563646763,0.1809017617199164,178,1.0,13,9,178,6,13,178
9OYDS3P2W2,1,1,inicialization,0.34840008024065205,0.13018811585547918,161,1.0,19,13,161,4,13,161
V9A918NZ6I,1,1,inicialization,0.37769808999491705,0.12022693341295909,177,0.0,24,23,177,6,14,177
COM6E6A7BX,1,0,inicialization,0.331947357476739,0.13624365482233503,16,0.0,4,23,1088,4,4,16
Q394RNJDVM,1,0,inicialization,0.3784053318531546,0.08432367871006269,497,0.0,13,3,497,6,13,497
XM0U3Z7JE8,1,1,inicialization,0.6009664575771866,0.07854284861152581,147,1.0,24,40,147,9,17,147
XNBLIYPOGP,1,0,inicialization,0.40842678191559023,0.05214690952523149,1127,1.0,19,2,1127,4,19,1127
G6ARAJFL3N,1,2,inicialization,0.4199431703393719,0.10604956703493573,522,1.0,12,4,562,2,12,522
25T82BYGP9,1,2,inicialization,0.3691754135051024,0.13894296805016426,236,1.0,12,35,680,5,12,236
AFES8IX939,1,1,inicialization,0.3778076598364223,0.10983577187220067,434,1.0,11,4,1062,5,11,434
6B6YQK9DN6,1,3,inicialization,0.37671282819579877,0.14116452672439528,221,1.0,13,38,221,5,13,221
OFHWPIY9SC,1,2,inicialization,0.3741984698944454,0.17817856076440725,159,1.0,14,17,159,6,14,159
XJYRH6WH4R,1,1,inicialization,0.41923078833353844,0.10026873693639893,304,1.0,14,27,1116,7,14,304
HFO4G3FBYJ,1,0,inicialization,0.5798688581608993,0.10479546133174081,28,0.0,5,26,860,8,5,28
NRT3ZNA0V5,1,3,inicialization,0.4032777577978808,0.13156166019707372,291,1.0,23,34,933,3,20,291
