dem,error,generation,hyperparameter
0.0086956522,0.3244680851,109,"OrderedDict([('criterion', 0.53278277093964), ('max_depth', 10.26216160728415), ('min_samples_split', 0.35749720523502015), ('min_samples_leaf', 0.12887472597796346), ('max_leaf_nodes', 436.79211327513156), ('min_impurity_decrease', 0.6567928422766861), ('class_weight', 0.5933164354470858)])"
0.0086956522,0.3244680851,109,"OrderedDict([('criterion', 0.54380440313641), ('max_depth', 10.532486379175902), ('min_samples_split', 0.5101118870696729), ('min_samples_leaf', 0.2770680455568247), ('max_leaf_nodes', 538.0488105244608), ('min_impurity_decrease', 0.6954337408225162), ('class_weight', 0.5747678699592653)])"
0.0130434783,0.3191489362,109,"OrderedDict([('criterion', 0.5598197857206577), ('max_depth', 11.631307116110483), ('min_samples_split', 0.5791272279992475), ('min_samples_leaf', 0.330431275840429), ('max_leaf_nodes', 593.414141312063), ('min_impurity_decrease', 0.802772676780645), ('class_weight', 0.5985246404409252)])"
0.0304347826,0.3138297872,109,"OrderedDict([('criterion', 0.6139913613054606), ('max_depth', 7.517247593004419), ('min_samples_split', 0.506581847947839), ('min_samples_leaf', 0.24521348465282614), ('max_leaf_nodes', 491.8716095777614), ('min_impurity_decrease', 0.7927030458521084), ('class_weight', 0.5765970404033552)])"
0.1,0.3085106383,109,"OrderedDict([('criterion', 0.265303461297272), ('max_depth', 10.314135498568278), ('min_samples_split', 0.4757435637508989), ('min_samples_leaf', 0.30070678762898717), ('max_leaf_nodes', 491.22167894477286), ('min_impurity_decrease', 0.7460160943490783), ('class_weight', 0.516284795634208)])"
0.1652173913,0.3031914894,109,"OrderedDict([('criterion', 0.1320316662258153), ('max_depth', 10.740720707271793), ('min_samples_split', 0.5626579023091673), ('min_samples_leaf', 0.21595722946957158), ('max_leaf_nodes', 490.6172022154114), ('min_impurity_decrease', 0.6805046452836935), ('class_weight', 0.7385313929283733)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8903229628833975), ('max_depth', 1.2468199775636646), ('min_samples_split', 0.44480628482569007), ('min_samples_leaf', 0.16280793990499906), ('max_leaf_nodes', 366.52969395966574), ('min_impurity_decrease', 0.9518078233453463), ('class_weight', 0.7271286622602572)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8581060117097336), ('max_depth', 1.2473542922797836), ('min_samples_split', 0.4271155512092975), ('min_samples_leaf', 0.16937821773151332), ('max_leaf_nodes', 357.2167003164171), ('min_impurity_decrease', 0.8789579774136606), ('class_weight', 0.712080522036399)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8761299690708474), ('max_depth', 1.2472206692152596), ('min_samples_split', 0.4385196941345081), ('min_samples_leaf', 0.16699189375212228), ('max_leaf_nodes', 361.9294368923099), ('min_impurity_decrease', 0.9154256108583267), ('class_weight', 0.7232767997930595)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8722990055222838), ('max_depth', 1.2469536006281885), ('min_samples_split', 0.43340214190047954), ('min_samples_leaf', 0.1651942638843901), ('max_leaf_nodes', 361.8169573837729), ('min_impurity_decrease', 0.9153401899006801), ('class_weight', 0.7159323845035966)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.886739059426561), ('max_depth', 1.2470742819096463), ('min_samples_split', 0.441755786024685), ('min_samples_leaf', 0.16520179779840713), ('max_leaf_nodes', 364.4497421082941), ('min_impurity_decrease', 0.9363138007567102), ('class_weight', 0.7257100456066533)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8797138725276841), ('max_depth', 1.246966364869278), ('min_samples_split', 0.44157019293551314), ('min_samples_leaf', 0.16459803585871421), ('max_leaf_nodes', 364.0093887436816), ('min_impurity_decrease', 0.9309196334469629), ('class_weight', 0.7246954164466634)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8815386479054866), ('max_depth', 1.2470324316253711), ('min_samples_split', 0.43918795885766954), ('min_samples_leaf', 0.16519900222008357), ('max_leaf_nodes', 363.76729117866955), ('min_impurity_decrease', 0.9288759176850244), ('class_weight', 0.7219565790218616)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8774994170433582), ('max_depth', 1.2469954509124637), ('min_samples_split', 0.435969969067495), ('min_samples_leaf', 0.16519705946271365), ('max_leaf_nodes', 362.49940831339745), ('min_impurity_decrease', 0.9227780729723659), ('class_weight', 0.7196858510883883)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.7380416747813934), ('max_depth', 1.8471568709743729), ('min_samples_split', 0.408445534364176), ('min_samples_leaf', 0.14375379750432699), ('max_leaf_nodes', 375.98523753653586), ('min_impurity_decrease', 0.8362631879493754), ('class_weight', 0.6432855579898487)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.882143948954851), ('max_depth', 1.2471762728931042), ('min_samples_split', 0.44041295559730054), ('min_samples_leaf', 0.1663211727692195), ('max_leaf_nodes', 363.3579649051279), ('min_impurity_decrease', 0.9287045050924416), ('class_weight', 0.7245983970568799)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8807250795425572), ('max_depth', 1.2471186782318018), ('min_samples_split', 0.43986252456189256), ('min_samples_leaf', 0.1658725187813099), ('max_leaf_nodes', 363.0212140954761), ('min_impurity_decrease', 0.9230349065225953), ('class_weight', 0.7243884483428329)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8770651467264784), ('max_depth', 1.2471286246496964), ('min_samples_split', 0.4372973004562946), ('min_samples_leaf', 0.16641097212571498), ('max_leaf_nodes', 362.22490805280484), ('min_impurity_decrease', 0.920044305105244), ('class_weight', 0.7216828880613483)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8765642393877272), ('max_depth', 1.247087495478027), ('min_samples_split', 0.43719236274570855), ('min_samples_leaf', 0.16577798108912095), ('max_leaf_nodes', 362.20393715290254), ('min_impurity_decrease', 0.9181593787254485), ('class_weight', 0.7212797628200996)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.7764450643442627), ('max_depth', 1.5656353613616445), ('min_samples_split', 0.4269256386043319), ('min_samples_leaf', 0.15857169831693083), ('max_leaf_nodes', 372.65372030367274), ('min_impurity_decrease', 0.8962318488844363), ('class_weight', 0.6900485611383734)])"
0.1804347826,0.2978723404,109,"OrderedDict([('criterion', 0.8023912259801836), ('max_depth', 1.52864018784453), ('min_samples_split', 0.4213824203217366), ('min_samples_leaf', 0.15105461796870603), ('max_leaf_nodes', 366.3527313283392), ('min_impurity_decrease', 0.8630662455875344), ('class_weight', 0.6776254451943081)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.7674183994485548), ('max_depth', 4.936572864783168), ('min_samples_split', 0.4697094987710674), ('min_samples_leaf', 0.19116165994108442), ('max_leaf_nodes', 441.44435995103487), ('min_impurity_decrease', 0.7872984515548601), ('class_weight', 0.5760956234924208)])"
0.002173913,0.335106383,109,"OrderedDict([('criterion', 0.707583141779606), ('max_depth', 7.812109402587062), ('min_samples_split', 0.5067960225498587), ('min_samples_leaf', 0.20517276309248147), ('max_leaf_nodes', 547.5177667293028), ('min_impurity_decrease', 0.7850116104808433), ('class_weight', 0.581789329930707)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.7207937973881626), ('max_depth', 4.853372269225463), ('min_samples_split', 0.44395320595506066), ('min_samples_leaf', 0.18362334459433216), ('max_leaf_nodes', 441.5858117275657), ('min_impurity_decrease', 0.746488721677896), ('class_weight', 0.5395458285463598)])"
0.1217391304,0.3085106383,109,"OrderedDict([('criterion', 0.25590686335989643), ('max_depth', 10.783396420088387), ('min_samples_split', 0.4559158810021064), ('min_samples_leaf', 0.16278943458601838), ('max_leaf_nodes', 455.33444576654995), ('min_impurity_decrease', 0.6670421035759994), ('class_weight', 0.6307559209777025)])"
0.0739130435,0.3138297872,109,"OrderedDict([('criterion', 0.503942508974852), ('max_depth', 8.56173996288571), ('min_samples_split', 0.3300983277630666), ('min_samples_leaf', 0.11920241901767391), ('max_leaf_nodes', 406.5443097523249), ('min_impurity_decrease', 0.5860326470799601), ('class_weight', 0.5411343651583488)])"
0.0304347826,0.3191489362,109,"OrderedDict([('criterion', 0.6763115327209098), ('max_depth', 7.325682428987538), ('min_samples_split', 0.47271059596232134), ('min_samples_leaf', 0.2072416224307176), ('max_leaf_nodes', 453.772005852725), ('min_impurity_decrease', 0.7732764677865229), ('class_weight', 0.6107885985553597)])"
0.0195652174,0.3244680851,109,"OrderedDict([('criterion', 0.5626166817595958), ('max_depth', 7.387610690417162), ('min_samples_split', 0.41259023847517934), ('min_samples_leaf', 0.1941433932684764), ('max_leaf_nodes', 482.77893737960756), ('min_impurity_decrease', 0.700961312522604), ('class_weight', 0.5681497564052391)])"
0.0195652174,0.3244680851,109,"OrderedDict([('criterion', 0.5534326381034973), ('max_depth', 7.540397972283229), ('min_samples_split', 0.34239323357956813), ('min_samples_leaf', 0.1943249476516817), ('max_leaf_nodes', 516.6001202900588), ('min_impurity_decrease', 0.595937373835829), ('class_weight', 0.4401265656902295)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.5598734224248003), ('max_depth', 4.610200806845823), ('min_samples_split', 0.33588496575267307), ('min_samples_leaf', 0.1630262548276121), ('max_leaf_nodes', 447.2101025422771), ('min_impurity_decrease', 0.6061831866274895), ('class_weight', 0.47399640723353703)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.576635595516853), ('max_depth', 4.624250470732724), ('min_samples_split', 0.41668097529770604), ('min_samples_leaf', 0.14757110942344848), ('max_leaf_nodes', 468.99750949955177), ('min_impurity_decrease', 0.6964560752439949), ('class_weight', 0.5556232264924585)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6998470819909496), ('max_depth', 4.275047928391806), ('min_samples_split', 0.406998152600175), ('min_samples_leaf', 0.15618671442167073), ('max_leaf_nodes', 420.44846005942253), ('min_impurity_decrease', 0.8400442558440027), ('class_weight', 0.6674327056741292)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.718887177432819), ('max_depth', 4.6011510666911315), ('min_samples_split', 0.43561543756750987), ('min_samples_leaf', 0.17362071462982254), ('max_leaf_nodes', 426.62566963550324), ('min_impurity_decrease', 0.8056117621844832), ('class_weight', 0.6104842005283088)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6242028688301587), ('max_depth', 4.446469619563736), ('min_samples_split', 0.38537493154083496), ('min_samples_leaf', 0.1320985919482987), ('max_leaf_nodes', 385.9406705517645), ('min_impurity_decrease', 0.7460287126966619), ('class_weight', 0.6056841473138581)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6846236464440564), ('max_depth', 4.672767931909386), ('min_samples_split', 0.47209646482710693), ('min_samples_leaf', 0.17887183214938387), ('max_leaf_nodes', 432.2549850761238), ('min_impurity_decrease', 0.7977178255668221), ('class_weight', 0.6180016740223347)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.5986645916119955), ('max_depth', 4.536340811618594), ('min_samples_split', 0.3706064377999048), ('min_samples_leaf', 0.15237596732742367), ('max_leaf_nodes', 430.56908103287105), ('min_impurity_decrease', 0.7077317462322479), ('class_weight', 0.5641496867264211)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6802524389039685), ('max_depth', 4.822439895281704), ('min_samples_split', 0.4459467965502455), ('min_samples_leaf', 0.17204816086931712), ('max_leaf_nodes', 455.7417209292334), ('min_impurity_decrease', 0.7576431885851959), ('class_weight', 0.5688651320239361)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6891935385775917), ('max_depth', 4.602397479160227), ('min_samples_split', 0.4114481728169151), ('min_samples_leaf', 0.15353207275341924), ('max_leaf_nodes', 402.2613776356409), ('min_impurity_decrease', 0.7610326770492885), ('class_weight', 0.5884577235186274)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.5980590570793926), ('max_depth', 4.578347195506887), ('min_samples_split', 0.3626846565736001), ('min_samples_leaf', 0.15144941228296216), ('max_leaf_nodes', 439.1657044845596), ('min_impurity_decrease', 0.6784761958461065), ('class_weight', 0.5174296379772919)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.5760843494284105), ('max_depth', 4.6987372259606435), ('min_samples_split', 0.3649109529193319), ('min_samples_leaf', 0.16655503269775518), ('max_leaf_nodes', 453.2570481093608), ('min_impurity_decrease', 0.6210532957122021), ('class_weight', 0.48558833863055345)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6602594966708173), ('max_depth', 4.623813653547947), ('min_samples_split', 0.42363045696988616), ('min_samples_leaf', 0.16878063333700852), ('max_leaf_nodes', 431.7396493578178), ('min_impurity_decrease', 0.7557661513511991), ('class_weight', 0.593296356878448)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6882185003992332), ('max_depth', 4.81487849887181), ('min_samples_split', 0.4306257471269655), ('min_samples_leaf', 0.17755793649596235), ('max_leaf_nodes', 441.98330420121306), ('min_impurity_decrease', 0.7297086816427583), ('class_weight', 0.5233494732345524)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6090940728665787), ('max_depth', 4.718012545457415), ('min_samples_split', 0.3698311534709995), ('min_samples_leaf', 0.16321111786548717), ('max_leaf_nodes', 466.3138853630627), ('min_impurity_decrease', 0.6592057135382595), ('class_weight', 0.47646938813990153)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6396206068162721), ('max_depth', 4.461041164840795), ('min_samples_split', 0.39385150823829235), ('min_samples_leaf', 0.1393484323829508), ('max_leaf_nodes', 382.36646481311953), ('min_impurity_decrease', 0.753604741166853), ('class_weight', 0.60619162089772)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6155054492060049), ('max_depth', 4.640518317810164), ('min_samples_split', 0.3773389550180402), ('min_samples_leaf', 0.15681753690551084), ('max_leaf_nodes', 415.62661164378073), ('min_impurity_decrease', 0.6684170970703416), ('class_weight', 0.5304954000023823)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6717293087224003), ('max_depth', 4.529026469985928), ('min_samples_split', 0.40741730719846836), ('min_samples_leaf', 0.15049467302206457), ('max_leaf_nodes', 588.163590390762), ('min_impurity_decrease', 0.7672603932231462), ('class_weight', 0.6079154437915558)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6929717097389303), ('max_depth', 4.601349456075357), ('min_samples_split', 0.4258821749608543), ('min_samples_leaf', 0.14906748319465438), ('max_leaf_nodes', 407.8859925011516), ('min_impurity_decrease', 0.7572679521258634), ('class_weight', 0.5907400586725156)])"
0.1956521739,0.2978723404,109,"OrderedDict([('criterion', 0.6457896101114246), ('max_depth', 4.626641065278411), ('min_samples_split', 0.39275193436100475), ('min_samples_leaf', 0.1645625698295775), ('max_leaf_nodes', 440.0213778593518), ('min_impurity_decrease', 0.7011531806651023), ('class_weight', 0.5470735208929401)])"
0,0.3457446809,110,"OrderedDict([('criterion', 0.1607525406639022), ('max_depth', 12.86561929868249), ('min_samples_split', 0.6055723338350731), ('min_samples_leaf', 0.38338080243395983), ('max_leaf_nodes', 544.5649567369076), ('min_impurity_decrease', 0.849404229697515), ('class_weight', 0.6261630624117006)])"
0.002173913,0.329787234,110,"OrderedDict([('criterion', 0.7179876328111183), ('max_depth', 10.908464154021946), ('min_samples_split', 0.5322968294914107), ('min_samples_leaf', 0.22948360585004224), ('max_leaf_nodes', 614.5624332197398), ('min_impurity_decrease', 0.7548013397584225), ('class_weight', 0.5224577477363799)])"
0.0086956522,0.3244680851,110,"OrderedDict([('criterion', 0.53278277093964), ('max_depth', 10.26216160728415), ('min_samples_split', 0.35749720523502015), ('min_samples_leaf', 0.12887472597796346), ('max_leaf_nodes', 436.79211327513156), ('min_impurity_decrease', 0.6567928422766861), ('class_weight', 0.5933164354470858)])"
0.0086956522,0.3244680851,110,"OrderedDict([('criterion', 0.54380440313641), ('max_depth', 10.532486379175902), ('min_samples_split', 0.5101118870696729), ('min_samples_leaf', 0.2770680455568247), ('max_leaf_nodes', 538.0488105244608), ('min_impurity_decrease', 0.6954337408225162), ('class_weight', 0.5747678699592653)])"
0.0130434783,0.3191489362,110,"OrderedDict([('criterion', 0.5598197857206577), ('max_depth', 11.631307116110483), ('min_samples_split', 0.5791272279992475), ('min_samples_leaf', 0.330431275840429), ('max_leaf_nodes', 593.414141312063), ('min_impurity_decrease', 0.802772676780645), ('class_weight', 0.5985246404409252)])"
0.0304347826,0.3138297872,110,"OrderedDict([('criterion', 0.6139913613054606), ('max_depth', 7.517247593004419), ('min_samples_split', 0.506581847947839), ('min_samples_leaf', 0.24521348465282614), ('max_leaf_nodes', 491.8716095777614), ('min_impurity_decrease', 0.7927030458521084), ('class_weight', 0.5765970404033552)])"
0.1,0.3085106383,110,"OrderedDict([('criterion', 0.265303461297272), ('max_depth', 10.314135498568278), ('min_samples_split', 0.4757435637508989), ('min_samples_leaf', 0.30070678762898717), ('max_leaf_nodes', 491.22167894477286), ('min_impurity_decrease', 0.7460160943490783), ('class_weight', 0.516284795634208)])"
0.1652173913,0.3031914894,110,"OrderedDict([('criterion', 0.1320316662258153), ('max_depth', 10.740720707271793), ('min_samples_split', 0.5626579023091673), ('min_samples_leaf', 0.21595722946957158), ('max_leaf_nodes', 490.6172022154114), ('min_impurity_decrease', 0.6805046452836935), ('class_weight', 0.7385313929283733)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8903229628833975), ('max_depth', 1.2468199775636646), ('min_samples_split', 0.44480628482569007), ('min_samples_leaf', 0.16280793990499906), ('max_leaf_nodes', 366.52969395966574), ('min_impurity_decrease', 0.9518078233453463), ('class_weight', 0.7271286622602572)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8581060117097336), ('max_depth', 1.2473542922797836), ('min_samples_split', 0.4271155512092975), ('min_samples_leaf', 0.16937821773151332), ('max_leaf_nodes', 357.2167003164171), ('min_impurity_decrease', 0.8789579774136606), ('class_weight', 0.712080522036399)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8761299690708474), ('max_depth', 1.2472206692152596), ('min_samples_split', 0.4385196941345081), ('min_samples_leaf', 0.16699189375212228), ('max_leaf_nodes', 361.9294368923099), ('min_impurity_decrease', 0.9154256108583267), ('class_weight', 0.7232767997930595)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8722990055222838), ('max_depth', 1.2469536006281885), ('min_samples_split', 0.43340214190047954), ('min_samples_leaf', 0.1651942638843901), ('max_leaf_nodes', 361.8169573837729), ('min_impurity_decrease', 0.9153401899006801), ('class_weight', 0.7159323845035966)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.886739059426561), ('max_depth', 1.2470742819096463), ('min_samples_split', 0.441755786024685), ('min_samples_leaf', 0.16520179779840713), ('max_leaf_nodes', 364.4497421082941), ('min_impurity_decrease', 0.9363138007567102), ('class_weight', 0.7257100456066533)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8797138725276841), ('max_depth', 1.246966364869278), ('min_samples_split', 0.44157019293551314), ('min_samples_leaf', 0.16459803585871421), ('max_leaf_nodes', 364.0093887436816), ('min_impurity_decrease', 0.9309196334469629), ('class_weight', 0.7246954164466634)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8815386479054866), ('max_depth', 1.2470324316253711), ('min_samples_split', 0.43918795885766954), ('min_samples_leaf', 0.16519900222008357), ('max_leaf_nodes', 363.76729117866955), ('min_impurity_decrease', 0.9288759176850244), ('class_weight', 0.7219565790218616)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8774994170433582), ('max_depth', 1.2469954509124637), ('min_samples_split', 0.435969969067495), ('min_samples_leaf', 0.16519705946271365), ('max_leaf_nodes', 362.49940831339745), ('min_impurity_decrease', 0.9227780729723659), ('class_weight', 0.7196858510883883)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.7380416747813934), ('max_depth', 1.8471568709743729), ('min_samples_split', 0.408445534364176), ('min_samples_leaf', 0.14375379750432699), ('max_leaf_nodes', 375.98523753653586), ('min_impurity_decrease', 0.8362631879493754), ('class_weight', 0.6432855579898487)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.882143948954851), ('max_depth', 1.2471762728931042), ('min_samples_split', 0.44041295559730054), ('min_samples_leaf', 0.1663211727692195), ('max_leaf_nodes', 363.3579649051279), ('min_impurity_decrease', 0.9287045050924416), ('class_weight', 0.7245983970568799)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8807250795425572), ('max_depth', 1.2471186782318018), ('min_samples_split', 0.43986252456189256), ('min_samples_leaf', 0.1658725187813099), ('max_leaf_nodes', 363.0212140954761), ('min_impurity_decrease', 0.9230349065225953), ('class_weight', 0.7243884483428329)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8770651467264784), ('max_depth', 1.2471286246496964), ('min_samples_split', 0.4372973004562946), ('min_samples_leaf', 0.16641097212571498), ('max_leaf_nodes', 362.22490805280484), ('min_impurity_decrease', 0.920044305105244), ('class_weight', 0.7216828880613483)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8765642393877272), ('max_depth', 1.247087495478027), ('min_samples_split', 0.43719236274570855), ('min_samples_leaf', 0.16577798108912095), ('max_leaf_nodes', 362.20393715290254), ('min_impurity_decrease', 0.9181593787254485), ('class_weight', 0.7212797628200996)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.7764450643442627), ('max_depth', 1.5656353613616445), ('min_samples_split', 0.4269256386043319), ('min_samples_leaf', 0.15857169831693083), ('max_leaf_nodes', 372.65372030367274), ('min_impurity_decrease', 0.8962318488844363), ('class_weight', 0.6900485611383734)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8023912259801836), ('max_depth', 1.52864018784453), ('min_samples_split', 0.4213824203217366), ('min_samples_leaf', 0.15105461796870603), ('max_leaf_nodes', 366.3527313283392), ('min_impurity_decrease', 0.8630662455875344), ('class_weight', 0.6776254451943081)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8430211681988576), ('max_depth', 1.3949825592863228), ('min_samples_split', 0.42500365255986317), ('min_samples_leaf', 0.16299242336417105), ('max_leaf_nodes', 362.36994158340343), ('min_impurity_decrease', 0.8728416581981632), ('class_weight', 0.7007638885221272)])"
0.1804347826,0.2978723404,110,"OrderedDict([('criterion', 0.8174760694910596), ('max_depth', 1.3810119208379907), ('min_samples_split', 0.42349431897117096), ('min_samples_leaf', 0.1574404123360483), ('max_leaf_nodes', 361.19949006135283), ('min_impurity_decrease', 0.8691825648030319), ('class_weight', 0.68894207870858)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.7674183994485548), ('max_depth', 4.936572864783168), ('min_samples_split', 0.4697094987710674), ('min_samples_leaf', 0.19116165994108442), ('max_leaf_nodes', 441.44435995103487), ('min_impurity_decrease', 0.7872984515548601), ('class_weight', 0.5760956234924208)])"
0.002173913,0.335106383,110,"OrderedDict([('criterion', 0.707583141779606), ('max_depth', 7.812109402587062), ('min_samples_split', 0.5067960225498587), ('min_samples_leaf', 0.20517276309248147), ('max_leaf_nodes', 547.5177667293028), ('min_impurity_decrease', 0.7850116104808433), ('class_weight', 0.581789329930707)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.6457896101114246), ('max_depth', 4.626641065278411), ('min_samples_split', 0.39275193436100475), ('min_samples_leaf', 0.1645625698295775), ('max_leaf_nodes', 440.0213778593518), ('min_impurity_decrease', 0.7011531806651023), ('class_weight', 0.5470735208929401)])"
0.1217391304,0.3085106383,110,"OrderedDict([('criterion', 0.25590686335989643), ('max_depth', 10.783396420088387), ('min_samples_split', 0.4559158810021064), ('min_samples_leaf', 0.16278943458601838), ('max_leaf_nodes', 455.33444576654995), ('min_impurity_decrease', 0.6670421035759994), ('class_weight', 0.6307559209777025)])"
0.0739130435,0.3138297872,110,"OrderedDict([('criterion', 0.503942508974852), ('max_depth', 8.56173996288571), ('min_samples_split', 0.3300983277630666), ('min_samples_leaf', 0.11920241901767391), ('max_leaf_nodes', 406.5443097523249), ('min_impurity_decrease', 0.5860326470799601), ('class_weight', 0.5411343651583488)])"
0.0304347826,0.3191489362,110,"OrderedDict([('criterion', 0.6763115327209098), ('max_depth', 7.325682428987538), ('min_samples_split', 0.47271059596232134), ('min_samples_leaf', 0.2072416224307176), ('max_leaf_nodes', 453.772005852725), ('min_impurity_decrease', 0.7732764677865229), ('class_weight', 0.6107885985553597)])"
0.0195652174,0.3244680851,110,"OrderedDict([('criterion', 0.5534326381034973), ('max_depth', 7.540397972283229), ('min_samples_split', 0.34239323357956813), ('min_samples_leaf', 0.1943249476516817), ('max_leaf_nodes', 516.6001202900588), ('min_impurity_decrease', 0.595937373835829), ('class_weight', 0.4401265656902295)])"
0.0195652174,0.3244680851,110,"OrderedDict([('criterion', 0.5626166817595958), ('max_depth', 7.387610690417162), ('min_samples_split', 0.41259023847517934), ('min_samples_leaf', 0.1941433932684764), ('max_leaf_nodes', 482.77893737960756), ('min_impurity_decrease', 0.700961312522604), ('class_weight', 0.5681497564052391)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.7207937973881626), ('max_depth', 4.853372269225463), ('min_samples_split', 0.44395320595506066), ('min_samples_leaf', 0.18362334459433216), ('max_leaf_nodes', 441.5858117275657), ('min_impurity_decrease', 0.746488721677896), ('class_weight', 0.5395458285463598)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.5598734224248003), ('max_depth', 4.610200806845823), ('min_samples_split', 0.33588496575267307), ('min_samples_leaf', 0.1630262548276121), ('max_leaf_nodes', 447.2101025422771), ('min_impurity_decrease', 0.6061831866274895), ('class_weight', 0.47399640723353703)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.576635595516853), ('max_depth', 4.624250470732724), ('min_samples_split', 0.41668097529770604), ('min_samples_leaf', 0.14757110942344848), ('max_leaf_nodes', 468.99750949955177), ('min_impurity_decrease', 0.6964560752439949), ('class_weight', 0.5556232264924585)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.6998470819909496), ('max_depth', 4.275047928391806), ('min_samples_split', 0.406998152600175), ('min_samples_leaf', 0.15618671442167073), ('max_leaf_nodes', 420.44846005942253), ('min_impurity_decrease', 0.8400442558440027), ('class_weight', 0.6674327056741292)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.718887177432819), ('max_depth', 4.6011510666911315), ('min_samples_split', 0.43561543756750987), ('min_samples_leaf', 0.17362071462982254), ('max_leaf_nodes', 426.62566963550324), ('min_impurity_decrease', 0.8056117621844832), ('class_weight', 0.6104842005283088)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.6242028688301587), ('max_depth', 4.446469619563736), ('min_samples_split', 0.38537493154083496), ('min_samples_leaf', 0.1320985919482987), ('max_leaf_nodes', 385.9406705517645), ('min_impurity_decrease', 0.7460287126966619), ('class_weight', 0.6056841473138581)])"
0.1956521739,0.2978723404,110,"OrderedDict([('criterion', 0.6846236464440564), ('max_depth', 4.672767931909386), ('min_samples_split', 0.47209646482710693), ('min_samples_leaf', 0.17887183214938387), ('max_leaf_nodes', 432.2549850761238), ('min_impurity_decrease', 0.7977178255668221), ('class_weight', 0.6180016740223347)])"
