id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
L2FACECLQ9,1,1,inicialization,0.26426110150020077,0.050196646950060986,0.0,,2,,,37,2684
PF5BLZ4EN9,1,2,inicialization,0.25999147910821785,0.055174051663358537,1.0,37,2,2684,,37,2589
FENKECDY8B,1,5,inicialization,0.3175518419252856,0.03686387047634154,1.0,34,14,1658,2,34,1403
B8QODFCH3Z,1,1,inicialization,0.19718851970516238,0.07999170373558417,1.0,8,33,2477,6,8,76
TGMKQ3Y3CB,1,1,inicialization,0.3874438078379231,0.007047577519105563,1.0,11,33,284,3,11,206
GZM41UH275,1,0,inicialization,0.2856643179683237,0.015644687700858806,1.0,7,8,270,5,7,64
UOWVYBDXZF,1,0,inicialization,0.2798782623282382,0.017039550246197965,0.0,3,35,2412,7,3,8
WO3RZ3T5E4,1,2,inicialization,0.37278764900451233,0.012206197564352705,1.0,23,39,767,2,23,662
X7DJ9MTYQ9,1,1,inicialization,0.4442078698260523,0.0020507063150712046,1.0,16,28,648,1,16,494
7119692KDX,1,2,inicialization,0.2184917325416661,0.06702312760674012,1.0,22,30,1700,6,22,736
XU7FDVOTD3,1,1,inicialization,0.38710592034344227,0.009021833616010388,0.0,10,35,1701,3,10,141
X2OVJLBWFM,1,3,inicialization,0.283519181183172,0.02775673823728453,0.0,19,34,1815,4,19,624
VLRIS1O4EF,1,1,inicialization,0.2547483204297917,0.0545681128971518,0.0,22,12,1375,5,22,1274
G6PYRK8TLB,1,0,inicialization,0.27463181554459426,0.022690495538988165,1.0,9,4,1422,5,9,149
5KGPQKZRSB,1,2,inicialization,0.2831614900628111,0.02182866090364155,0.0,24,5,374,4,22,374
LDUTUH5IM3,1,0,inicialization,0.37271227204746304,0.005048545888535538,1.0,16,9,1916,2,16,736
24ECP4SKTH,1,3,inicialization,0.22919478593676856,0.08644396057433934,1.0,32,16,1840,7,32,1231
KI59CFQBYN,1,0,inicialization,0.19247140512763816,0.07149404962468597,0.0,8,3,1277,6,8,126
XGCN3GD92O,1,1,inicialization,0.39306683702759315,0.006100444260712212,0.0,26,19,34,3,10,34
F7GBJBW22X,1,1,inicialization,0.30594023930773906,0.015129356600626864,1.0,5,28,1166,6,5,23
AYQNUII9PD,1,1,inicialization,0.20364523263366274,0.07286413663636038,0.0,12,27,365,6,12,292
XFD3NDMKUT,1,2,inicialization,0.21260194598194038,0.09691941014409444,0.0,36,24,2651,7,30,935
YAXLAJN4K4,1,0,inicialization,0.4164535165248361,0.0007765360122999887,1.0,17,29,131,2,17,131
YJZCU4Z40C,1,1,inicialization,0.22424992571982094,0.05843309614889103,1.0,35,37,748,6,35,701
PFEYMXC92J,1,0,inicialization,0.4045203752893397,0.0024807387922565205,1.0,14,29,1901,2,14,371
4OAQJU2XPI,1,1,inicialization,0.34143978399837016,0.009974275917331799,0.0,25,29,419,2,25,419
D9SY8MDD9B,1,0,inicialization,0.18968023246247545,0.07597558972848839,1.0,12,27,2163,7,12,286
L3QH81KMIB,1,1,inicialization,0.3149458435840091,0.014192841428090075,0.0,25,12,1240,2,25,1240
9GH7I677YP,1,1,inicialization,0.281321619859739,0.017876609347879602,0.0,8,28,380,4,8,83
LHNYBO1KX3,1,1,inicialization,0.3059296868673177,0.01521465522367349,1.0,6,20,2265,4,6,40
N3UVUB1BPS,1,0,inicialization,0.1830764578138323,0.08043412397960192,0.0,6,15,1074,6,6,42
GPZFKS5JS1,1,1,inicialization,0.18684887797822247,0.1028722630114024,1.0,13,20,2298,8,13,353
U5W1CAQIFH,1,1,inicialization,0.36621190292371975,0.009028912339914652,0.0,21,37,512,2,21,512
PB7GAF6091,1,3,inicialization,0.2111163770126866,0.1198640318712465,1.0,23,19,2185,8,23,929
Y2XY8DTE78,1,3,inicialization,0.24024477650753928,0.0670266669686922,1.0,32,17,2298,6,32,1187
8CM7G1U5YG,1,0,inicialization,0.3669008342166865,0.006875210592036218,0.0,7,29,1472,3,7,53
1OQNATX3GS,1,1,inicialization,0.4392925220481054,0.003436720455530007,0.0,9,25,2662,2,9,99
UXQLWSD7Z4,1,0,inicialization,0.18464362886348984,0.0792310948520688,1.0,7,17,2216,7,7,65
