id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
L2FACECLQ9,inicialization,0.26426110150020077,0.050196646950060986,0.0,,2,,,37,2684
PF5BLZ4EN9,inicialization,0.25999147910821785,0.055174051663358537,1.0,37,2,2684,,37,2589
FENKECDY8B,inicialization,0.3175518419252856,0.03686387047634154,1.0,34,14,1658,2,34,1403
B8QODFCH3Z,inicialization,0.19718851970516238,0.07999170373558417,1.0,8,33,2477,6,8,76
TGMKQ3Y3CB,inicialization,0.3874438078379231,0.007047577519105563,1.0,11,33,284,3,11,206
GZM41UH275,inicialization,0.2856643179683237,0.015644687700858806,1.0,7,8,270,5,7,64
UOWVYBDXZF,inicialization,0.2798782623282382,0.017039550246197965,0.0,3,35,2412,7,3,8
WO3RZ3T5E4,inicialization,0.37278764900451233,0.012206197564352705,1.0,23,39,767,2,23,662
X7DJ9MTYQ9,inicialization,0.4442078698260523,0.0020507063150712046,1.0,16,28,648,1,16,494
7119692KDX,inicialization,0.2184917325416661,0.06702312760674012,1.0,22,30,1700,6,22,736
XU7FDVOTD3,inicialization,0.38710592034344227,0.009021833616010388,0.0,10,35,1701,3,10,141
X2OVJLBWFM,inicialization,0.283519181183172,0.02775673823728453,0.0,19,34,1815,4,19,624
VLRIS1O4EF,inicialization,0.2547483204297917,0.0545681128971518,0.0,22,12,1375,5,22,1274
G6PYRK8TLB,inicialization,0.27463181554459426,0.022690495538988165,1.0,9,4,1422,5,9,149
5KGPQKZRSB,inicialization,0.2831614900628111,0.02182866090364155,0.0,24,5,374,4,22,374
LDUTUH5IM3,inicialization,0.37271227204746304,0.005048545888535538,1.0,16,9,1916,2,16,736
24ECP4SKTH,inicialization,0.22919478593676856,0.08644396057433934,1.0,32,16,1840,7,32,1231
KI59CFQBYN,inicialization,0.19247140512763816,0.07149404962468597,0.0,8,3,1277,6,8,126
XGCN3GD92O,inicialization,0.39306683702759315,0.006100444260712212,0.0,26,19,34,3,10,34
F7GBJBW22X,inicialization,0.30594023930773906,0.015129356600626864,1.0,5,28,1166,6,5,23
AYQNUII9PD,inicialization,0.20364523263366274,0.07286413663636038,0.0,12,27,365,6,12,292
XFD3NDMKUT,inicialization,0.21260194598194038,0.09691941014409444,0.0,36,24,2651,7,30,935
YAXLAJN4K4,inicialization,0.4164535165248361,0.0007765360122999887,1.0,17,29,131,2,17,131
YJZCU4Z40C,inicialization,0.22424992571982094,0.05843309614889103,1.0,35,37,748,6,35,701
PFEYMXC92J,inicialization,0.4045203752893397,0.0024807387922565205,1.0,14,29,1901,2,14,371
4OAQJU2XPI,inicialization,0.34143978399837016,0.009974275917331799,0.0,25,29,419,2,25,419
D9SY8MDD9B,inicialization,0.18968023246247545,0.07597558972848839,1.0,12,27,2163,7,12,286
L3QH81KMIB,inicialization,0.3149458435840091,0.014192841428090075,0.0,25,12,1240,2,25,1240
9GH7I677YP,inicialization,0.281321619859739,0.017876609347879602,0.0,8,28,380,4,8,83
LHNYBO1KX3,inicialization,0.3059296868673177,0.01521465522367349,1.0,6,20,2265,4,6,40
N3UVUB1BPS,inicialization,0.1830764578138323,0.08043412397960192,0.0,6,15,1074,6,6,42
GPZFKS5JS1,inicialization,0.18684887797822247,0.1028722630114024,1.0,13,20,2298,8,13,353
U5W1CAQIFH,inicialization,0.36621190292371975,0.009028912339914652,0.0,21,37,512,2,21,512
PB7GAF6091,inicialization,0.2111163770126866,0.1198640318712465,1.0,23,19,2185,8,23,929
Y2XY8DTE78,inicialization,0.24024477650753928,0.0670266669686922,1.0,32,17,2298,6,32,1187
8CM7G1U5YG,inicialization,0.3669008342166865,0.006875210592036218,0.0,7,29,1472,3,7,53
1OQNATX3GS,inicialization,0.4392925220481054,0.003436720455530007,0.0,9,25,2662,2,9,99
UXQLWSD7Z4,inicialization,0.18464362886348984,0.0792310948520688,1.0,7,17,2216,7,7,65
LTT4CPBBMC,inicialization,0.28758736342461444,0.041164195248194146,1.0,24,11,1266,4,24,1266
OKF8VCJ0RS,inicialization,0.3387286714275428,0.015902353250974777,0.0,22,26,1337,2,22,857
JXVTB3O12M,inicialization,0.24374032141103885,0.04709050290086103,0.0,32,17,679,5,32,679
DRBGYPSS5N,inicialization,0.28652060094111786,0.007923569602260594,1.0,13,6,2310,4,13,484
8P20XKUIR0,inicialization,0.21285119525523777,0.06556243292909103,0.0,33,33,939,6,29,764
P32ZX9HALB,inicialization,0.20639825714667892,0.10474706303745207,0.0,25,17,2164,8,25,1097
QCAJS4SAXD,inicialization,0.4596714513189508,8.706830402271937e-05,0.0,7,4,2116,2,7,57
JHO1I3SQD8,inicialization,0.218120292260077,0.08601569777813012,1.0,34,27,1610,7,34,925
VZ21DHJKZU,inicialization,0.33225787527258954,0.019941473110759445,0.0,28,21,2021,2,28,1095
0HK3QG3RC6,inicialization,0.2147718456781964,0.11187639981765207,1.0,31,23,1935,8,31,978
YGNZQIIRPL,inicialization,0.31030158073766445,0.03316240574679119,0.0,27,34,808,3,27,743
8QJNY026YY,inicialization,0.2082459160992749,0.05242325955415372,0.0,11,34,1211,6,11,213
NUQDTNTOUU,mutation,0.3142297987171784,0.029041526625912084,0.0,21,24,1736,3,21,868
DFQYOPUAZB,mutation,0.3927572269599344,0.006448717476802979,0.0,15,28,1782,2,15,454
799EUVPJWU,mutation,0.2274869084465061,0.05714653807928738,1.0,26,30,1360,6,26,804
HBR5GSGU1F,crossover,0.2754378281221531,0.03385718249799674,0.0,26,27,1087,4,26,859
L9R7MX1DCN,mutation,0.3922191295809414,0.004817425553060639,0.0,16,33,1733,2,16,479
XD5ASSNH5N,crossover,0.3897296495993331,0.00309906532529558,0.0,14,29,1441,2,14,380
M8OS7V3LSG,mutation,0.28558331375169643,0.017018314074485175,1.0,7,7,1651,4,7,67
XU6N9I1D9P,mutation,0.37002726895820226,0.005243918668293879,0.0,7,5,735,3,7,64
3B5RC1WRFB,crossover,0.306489919411159,0.029304501218956336,0.0,27,17,1276,3,27,1208
HCQBHTOOGJ,crossover,0.3031604628971989,0.036089104145017536,0.0,25,9,1119,3,25,1119
UDVVPNABG0,crossover,0.25000517280037793,0.022526977016799177,1.0,13,28,1196,5,13,319
PY6S0XGESL,crossover,0.33828337857031276,0.018989030809437923,0.0,13,28,1070,3,13,330
X0RR13FPDB,mutation,0.2916849507978321,0.022093405177661896,1.0,22,34,1300,4,22,680
807KB5QHVA,crossover,0.28596709926757324,0.02689844296388999,0.0,21,33,912,4,21,691
7ENON0Z86S,crossover,0.2820364580678152,0.02397882328956802,0.0,20,28,401,4,20,401
HJLWOQUB3G,mutation,0.27267064021501,0.027328475441075306,0.0,17,28,344,4,17,344
8M35U7UOXP,crossover,0.2628081603652187,0.02811209017727956,1.0,19,28,1358,5,19,656
CTMHDCEJKW,mutation,0.28814762582688513,0.019598508937596848,0.0,18,30,1224,4,18,630
KNX62JZC9F,crossover,0.34352973012665,0.015470551092813367,1.0,16,35,404,3,16,404
KZO808B8GH,crossover,0.3985080375470086,0.004044428902712838,0.0,16,35,392,2,16,392
W6YM1TJ61G,crossover,0.3432088032371795,0.005851627115476599,1.0,12,29,1229,3,12,269
U3EJYTOLCJ,crossover,0.3873762154303063,0.008421203892731932,0.0,10,28,1052,3,10,144
9YLEPZTMEF,crossover,0.2845262285350689,0.014443428254301782,1.0,8,20,330,5,8,87
B9IDBABUF7,crossover,0.28168566335350786,0.014356359950279063,0.0,7,16,320,4,7,63
QVTB308W0Y,mutation,0.2856643179683237,0.015644687700858806,1.0,7,11,2180,5,7,63
AT382UWSKS,crossover,0.28302372288847366,0.014356359950279063,0.0,7,10,2152,4,7,65
LVV5I08S35,crossover,0.23618238119838075,0.07363890296768427,1.0,25,13,2114,6,25,1294
IA821BTP8Z,crossover,0.2541957437511977,0.04984660405299424,1.0,20,9,2036,5,20,1186
J58GJ78RTW,crossover,0.28461197858353093,0.0175354148556931,1.0,8,7,1004,5,8,98
3QNZHO8S2U,mutation,0.2863526153642627,0.017620713478739725,1.0,8,4,688,5,8,102
85HYIR23UR,crossover,0.21332531828978318,0.05473871014324505,1.0,10,26,2237,6,10,157
5YWUFVWW49,crossover,0.38188624106916513,0.005844548391572335,0.0,9,18,2091,3,9,115
R8C8M9JLQH,crossover,0.21285156375308534,0.05448104459312908,1.0,10,24,902,6,10,163
RBSBB56GUA,crossover,0.2746750042191328,0.017965447332878415,0.0,8,18,579,5,8,99
7PL5F86VBF,crossover,0.30686351984315785,0.024842427605890616,1.0,22,15,1242,3,22,1125
SM8DUI32I4,mutation,0.3214389952234026,0.026551939428775317,0.0,20,13,708,3,20,708
4I4II53993,crossover,0.2797616621584502,0.02930627089993232,0.0,17,21,1230,4,17,709
6O9DPC2MM4,crossover,0.2828973078781599,0.017021853436437362,0.0,11,20,1181,4,11,238
QCJX2H74LE,crossover,0.37969020186887803,0.007218174765198704,0.0,9,32,1598,3,9,101
FKNZAN09N8,crossover,0.38187568257238114,0.00541451591438713,0.0,8,32,1575,3,8,72
0R0P468BIM,mutation,0.18609263876227033,0.10319222133187611,0.0,11,15,928,7,11,282
GNIKJZS8TN,mutation,0.21074712143360763,0.04494918891981503,0.0,9,15,714,6,9,153
QF5IDNEAJ0,mutation,0.24886936647067892,0.025881938211234856,1.0,16,26,1395,5,16,526
B64G8YWKQV,crossover,0.28456849411845986,0.012726837707512817,0.0,10,16,690,4,10,189
Y403PHJ7PD,crossover,0.22220675467425055,0.05740597331037944,1.0,33,24,1193,6,33,960
3PA06ZHWYZ,mutation,0.24884542443973345,0.04108243598709971,0.0,33,20,1096,5,32,1060
B664Q424TH,crossover,0.18935840027892348,0.07520259307814059,1.0,12,28,1799,7,12,285
13E79DVIQO,crossover,0.19097439868863597,0.09048308043412401,0.0,12,26,1710,7,12,304
Q98D7AJ2ZQ,crossover,0.21184473431227446,0.05113670148455007,1.0,16,15,2154,6,16,673
MMF4TEQ694,crossover,0.289338246944264,0.018226652244946573,0.0,14,8,2147,4,14,607
3S18ZIVTDH,crossover,0.2746040241925235,0.03162349116999985,0.0,28,28,604,4,28,604
9WQLVC4LQ7,crossover,0.3108530559454791,0.031703480750118196,0.0,25,26,587,3,25,587
HE8NN0HNTG,mutation,0.27881707104845743,0.03729567263450284,0.0,22,15,1053,4,22,1053
WQC0INEDSJ,crossover,0.3829634516817704,0.00790587279249999,0.0,9,10,863,3,9,128
2PU1HP7FBN,crossover,0.28918887666330517,0.010921409175725039,0.0,7,11,905,5,7,69
YAGIZ9IW8D,crossover,0.28643594264930516,0.018306641825064918,0.0,6,9,904,4,6,41
M3TPYPSSQ2,crossover,0.21924777469972667,0.06066678747688803,1.0,18,29,1553,6,18,614
JJJAPEYEU0,mutation,0.2786172034155583,0.027499072687168558,0.0,16,28,1224,4,16,548
BMHFUXHU3T,crossover,0.4229169036165966,0.002912540950417819,1.0,12,20,1574,2,12,271
N2IL00UY93,crossover,0.44272233701979435,0.0038685226136914164,0.0,11,12,1190,1,11,195
NFVC763CVZ,crossover,0.2883904209041258,0.01392809715406984,0.0,9,18,1536,4,9,133
PI53B2S0L5,crossover,0.28347029800318646,0.015987651874021402,0.0,8,18,1134,4,8,93
O4UEEYG0XN,mutation,0.23389077730186358,0.06951625416582907,1.0,25,19,1922,6,25,1054
KKNJTFS8VX,crossover,0.21004446916572395,0.06401820930937141,0.0,15,18,1390,6,15,575
SXBH34TOWS,crossover,0.19970427785227063,0.10173506601617921,1.0,14,15,1643,7,14,465
WCXW27LBUC,crossover,0.21291347384060055,0.0568018042251488,0.0,13,15,1439,6,13,430
0ANSFHB01Y,mutation,0.382430834795102,0.00790587279249999,0.0,9,10,1454,3,9,128
IDWHJ7WMM5,crossover,0.38696821510207446,0.004813886191108563,0.0,8,10,1352,3,8,90
8KCKXEYX0O,crossover,0.22218866777098556,0.07518312658740389,0.0,20,14,1099,6,20,1051
ZA1WQC2M73,crossover,0.33219999490042373,0.01985263512576063,0.0,16,13,1069,3,16,729
HZET4NMLAC,crossover,0.21912880550702496,0.06084092408493336,1.0,28,24,1649,6,28,953
ZRH0NP824S,crossover,0.2119623277738617,0.07913163878121365,0.0,17,23,1610,6,17,662
E5DHFRKGHG,crossover,0.21476759760005504,0.06702489728771621,0.0,22,18,1087,6,22,1018
294BZZW9QU,mutation,0.27948383109986374,0.031109929750744003,0.0,17,17,1083,4,17,780
IFMH7G3FJV,crossover,0.285216879351302,0.017275979624601145,0.0,8,12,1693,4,8,98
G23OJ03SHO,crossover,0.3710035757604436,0.004986253118177908,0.0,7,10,1002,3,7,61
EZ7AN8ZZTJ,crossover,0.28368731215610965,0.011099085145722665,1.0,12,11,1835,4,12,339
HV13KVJZ1W,crossover,0.28275301973885925,0.019340843387480877,0.0,11,11,1165,4,11,273
XOXZLWO5CE,mutation,0.2193940731485291,0.08507210388168907,1.0,25,18,1604,7,25,1025
2D7HMISR7G,mutation,0.21574803549321753,0.0696015527888757,0.0,20,18,1139,6,20,924
CMDNJUYRLD,crossover,0.3661179741612002,0.009115980643937371,1.0,19,27,1394,2,19,681
MJVNPO7HEY,crossover,0.36344312842664306,0.006796990692893745,0.0,18,19,1034,2,18,779
0DJ933IVXF,mutation,0.3016787154737337,0.03102640080867336,1.0,25,14,1570,3,25,1265
03HH7AP7C6,crossover,0.312580599269486,0.035141970886624296,0.0,23,12,1025,3,23,1025
5HOVUMU28B,crossover,0.25246159477635755,0.03455726829213046,1.0,25,24,1309,5,25,911
6QLTDY9RFS,crossover,0.24381252793965924,0.04743523675499972,0.0,24,22,1182,5,24,963
GZ578M344Z,mutation,0.29357880768910105,0.01127145207279201,1.0,18,36,633,4,18,564
VU5SY2HTMU,mutation,0.2800847251719184,0.025523046909287528,0.0,16,31,499,4,16,499
8AY6EWSL03,crossover,0.21699887871225176,0.0621292518355131,1.0,17,13,1514,6,17,799
T6H562VDOH,mutation,0.23380956809246267,0.03214767067511204,0.0,12,11,1109,5,12,373
0TS5DHXSP2,crossover,0.18406405220305178,0.07992941096522643,1.0,11,22,1336,7,11,245
ZR2F28NRTU,crossover,0.19908926507324942,0.06582363784115919,0.0,10,21,1177,6,10,198
YV95LLYOMM,crossover,0.2856643179683237,0.015644687700858806,1.0,7,13,2187,5,7,62
2RQM5AZEEY,crossover,0.2825774257539939,0.014356359950279063,0.0,7,8,2145,4,7,67
VQCBYYS90T,crossover,0.24421367301178754,0.03274653071741451,1.0,12,32,1224,5,12,246
D2Y3GDA8V8,crossover,0.28116150719918453,0.020627401457084527,0.0,11,31,1216,4,11,199
A2007S2WEA,mutation,0.2958959765195933,0.003372658004196283,1.0,15,28,981,4,15,457
O5V1CD2YSY,crossover,0.4023270727456175,0.0024807387922565205,1.0,14,28,852,2,14,378
DU3MUAHAHD,mutation,0.40158111623611736,0.0016224435188619823,1.0,14,29,1690,2,14,370
7IBFXCZ5RY,mutation,0.39114150307798456,0.002326068674947779,0.0,14,29,1573,2,14,379
3A5PRDZQYM,crossover,0.3338037148790084,0.026889594559009744,0.0,16,29,1054,3,16,522
