id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
MV8KXFH7RK,inicialization,0.5217257413553229,0.08038277511961722,0.0,,2,,,23,647
HU1YK173H8,inicialization,0.5243700331404584,0.03492822966507181,1.0,23,2,647,,23,633
5UCT0HYLNC,inicialization,0.40553290505190065,0.28899521531100475,0.0,10,29,144,1,10,115
CHUX5HEP9U,inicialization,0.6199452520718317,0.022966507177033496,1.0,14,24,265,5,14,179
RVRR4HILMG,inicialization,0.6633743609527185,0.02248803827751196,1.0,8,28,560,6,8,89
PXD0MLZUBW,inicialization,0.9178559155168484,1.0,0.0,3,38,556,8,3,7
8V7WLVA937,inicialization,0.3349136040798705,0.26985645933014357,1.0,20,24,100,2,14,100
BW5WO1YR2W,inicialization,0.3713382201666936,0.2732057416267943,0.0,6,11,593,3,6,52
92TWIEHJS2,inicialization,0.46291123605950124,0.17942583732057418,0.0,12,32,129,4,12,129
VY3LZD54NX,inicialization,0.5784368952335167,0.11291866028708133,1.0,22,13,301,6,22,301
8HVXUCP8ZX,inicialization,0.5973968293310281,0.05023923444976078,1.0,11,24,294,5,11,149
UJ9BNFOUQY,inicialization,0.4326278144716672,0.19856459330143544,1.0,6,6,383,4,6,52
5ZQTZ7YSF9,inicialization,0.45527657439499114,0.19760765550239237,0.0,17,15,142,4,16,142
DV87LIFK4P,inicialization,0.35294346518391695,0.3641148325358852,0.0,8,34,284,2,8,79
QT115CCYBR,inicialization,0.6231212527207222,0.0937799043062201,1.0,22,18,337,6,21,256
GD6U01W83O,inicialization,0.417447281736366,0.09808612440191383,0.0,18,14,500,1,18,282
GCSRP2T8FY,inicialization,0.33452350598583935,0.2598086124401914,1.0,6,22,206,2,6,44
9S1HVR6JU2,inicialization,0.6196817825442239,0.022966507177033496,1.0,15,38,408,6,15,143
9HOUYN78JA,inicialization,0.5571159507817633,0.06028708133971292,0.0,13,24,445,7,13,165
