id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
XOR2OPVRSW,inicialization,0.07417990022744858,0.5,0.0,,2,,,7,9
PQP61KJU0F,inicialization,0.07417990022744858,0.5,1.0,7,2,9,,7,9
F82DWF4DX5,inicialization,0.09861218113400261,0.25,1.0,5,10,4,2,3,4
ZTIS7JICHE,inicialization,0.07417990022744858,0.5,1.0,4,7,5,5,3,5
JXIUZCGM1S,inicialization,0.16547703960371973,0.25,0.0,6,21,9,2,3,4
3CQ6U1AVZB,inicialization,0.15484574527148343,0.30000000000000004,0.0,5,10,3,6,2,3
J1S9ZZURW2,inicialization,0.09861218113400261,0.25,1.0,7,31,3,6,2,3
C1Z3C4NHWY,inicialization,0.15484574527148343,0.050000000000000044,0.0,5,28,4,9,3,4
EQ9BKRLOUL,inicialization,0.07417990022744858,0.5,1.0,4,7,4,5,2,4
I5A1BY9ZZC,inicialization,0.07417990022744858,0.5,0.0,5,17,9,6,2,4
QQ575PXVCZ,inicialization,0.15484574527148343,0.30000000000000004,0.0,4,29,8,7,2,4
W38TENDNOD,inicialization,0.15484574527148343,0.30000000000000004,0.0,7,8,4,7,2,4
5P0ZZWPNPC,inicialization,0.16547703960371973,0.25,1.0,6,27,5,1,2,3
M42KH86BD3,inicialization,0.07417990022744858,0.5,0.0,6,30,6,4,2,4
82BM3LWDOY,inicialization,0.17084380241115005,0.050000000000000044,1.0,6,34,3,7,2,3
MI8D9FJEP9,inicialization,0.07417990022744858,0.5,1.0,7,22,6,3,2,4
TR2HT6HC29,inicialization,0.16547703960371973,0.25,0.0,6,24,8,1,4,5
6LEWABQLE1,inicialization,0.15484574527148343,0.30000000000000004,1.0,5,29,7,7,2,4
C07ZF9UB2I,inicialization,0.15484574527148343,0.050000000000000044,0.0,4,38,9,9,3,4
CIJ8WG8OUC,inicialization,0.07417990022744858,0.5,1.0,3,25,9,6,2,4
BVL9NP1WBL,inicialization,0.07417990022744858,0.5,0.0,5,13,6,5,2,4
MF58FNOLQ3,inicialization,0.07417990022744858,0.5,1.0,7,13,6,5,2,4
VP6C5TUDFJ,inicialization,0.16547703960371973,0.25,1.0,4,24,6,2,2,3
T0KXM74QY0,inicialization,0.07417990022744858,0.5,1.0,3,11,8,3,3,5
N3XFG2X49H,inicialization,0.07417990022744858,0.5,1.0,6,18,9,5,2,4
X7ND7YM5UB,inicialization,0.07417990022744858,0.5,0.0,4,18,7,6,2,4
