id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
ASVHPWJNDS,inicialization,0.5069678544043701,0.10737179487179488,0.0,,2,,,23,622
USGYNKIJ2G,inicialization,0.5035766877158654,0.1434294871794872,1.0,23,2,622,,23,610
B0MOS59KRT,inicialization,0.5133370629231583,0.0657051282051282,0.0,21,17,260,6,19,241
K5B7I1GZU6,inicialization,0.3813780179035893,0.18269230769230765,1.0,17,4,200,2,17,200
QAS10BFI9J,inicialization,0.6356855164508026,0.018429487179487197,1.0,22,14,606,8,22,300
662MYVFNG6,inicialization,0.7443788675492411,0.02163461538461539,1.0,9,33,164,6,9,80
6ZCZP23ZBF,inicialization,0.7183565522847861,0.04246794871794872,0.0,18,20,362,9,18,203
1R3DJ6N842,inicialization,0.5681777634791283,0.0905448717948718,1.0,4,25,552,4,4,15
JB1X168MQX,inicialization,0.5009747052625146,0.1330128205128205,0.0,13,19,156,4,13,156
DB97LZQZAD,inicialization,0.9139337034176129,1.0,1.0,3,23,607,7,3,8
5LM058IWLZ,inicialization,0.4316153817006019,0.2580128205128205,1.0,16,24,497,4,16,190
17LN6ZBWQJ,inicialization,0.4312875089523419,0.15544871794871795,0.0,18,9,579,3,18,332
XVFO6N63RM,inicialization,0.5908335075509649,0.038461538461538464,1.0,22,16,458,7,22,280
V5M2VJ8B98,inicialization,0.8084441405498809,0.016025641025641024,1.0,5,39,49,8,5,22
SUZPVVI9X5,inicialization,0.6119140002608641,0.038461538461538464,0.0,5,35,421,5,5,21
86MUJRL8VD,inicialization,0.6529814431006968,0.0328525641025641,1.0,10,10,439,6,10,126
59040X7W6F,inicialization,0.573228489702661,0.0905448717948718,0.0,10,5,253,5,10,166
AKJB6EURIN,inicialization,0.43244453548748796,0.17548076923076922,1.0,4,17,358,3,4,15
5NK71PKC10,inicialization,0.7056329672616035,0.016826923076923073,1.0,12,29,613,6,12,131
Z27DGMQV4P,inicialization,0.7730452421637991,0.03685897435897436,1.0,23,32,19,6,8,19
