id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
9K1IFRA1BL,inicialization,0.3995137141773407,0.016798623063683293,0.0,,2,,,28,1466
9P25GGJ9R5,inicialization,0.38302658359701536,0.045989672977624796,1.0,28,2,1466,,28,1400
LZZN7OQXPX,inicialization,0.5864115825134671,0.0733907056798623,1.0,25,34,552,9,25,327
Q7SB416HTZ,inicialization,0.3443528700369296,0.07173838209982797,0.0,14,33,117,4,14,117
UR937GV7YW,inicialization,0.33067224427884756,0.17672977624784847,0.0,5,39,47,4,5,32
IOOXB0FPDB,inicialization,0.3838101794669255,0.12674698795180722,0.0,5,17,804,6,5,30
VRISHPTYW3,inicialization,0.4006690092707931,0.1020998278829604,1.0,23,25,1083,6,23,387
7RHFJF53TQ,inicialization,0.4008080168084923,0.10430292598967295,1.0,16,21,781,3,16,378
MRDF5EP654,inicialization,0.4609914248084773,0.03201376936316702,0.0,7,20,771,2,7,78
QZ6M36DYHF,inicialization,0.6081556492097401,0.060722891566265064,0.0,18,28,1350,9,18,336
4DUPMCAK12,inicialization,0.4380859635838604,0.09927710843373494,0.0,26,9,685,8,26,685
YC57R8P7HA,inicialization,0.42888695207282035,0.14320137693631674,1.0,22,34,358,7,22,298
OQXZ8B8WL5,inicialization,0.3932373470730782,0.14148020654044752,1.0,6,22,644,6,6,51
PCAVCCK776,inicialization,0.3838101794669255,0.12674698795180722,0.0,5,25,948,6,5,29
PAQ53IBM88,inicialization,0.3494002042832779,0.16027538726333906,0.0,7,12,1152,5,7,94
XWVIF8Y6TL,inicialization,0.37687170771211065,0.11077452667814114,0.0,5,13,1251,3,5,30
MPI8P2L2KQ,inicialization,0.7994609304130115,0.006333907056798704,0.0,10,39,24,1,8,24
7430T3HXC3,inicialization,0.5962060988229178,0.05411359724612738,0.0,18,11,83,9,18,83
ZM4T8LQ6U9,inicialization,0.4833212532114479,0.013218588640275364,0.0,26,13,834,1,26,633
4OQO01YOF0,inicialization,0.4824105934343198,0.0729776247848537,0.0,3,37,283,3,3,8
OHTAAPKNH5,inicialization,0.7398953255795379,0.03827882960413087,1.0,8,12,950,1,8,116
I0TICZ97A1,inicialization,0.458116286466119,0.1253700516351119,1.0,19,35,185,7,19,185
