id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
0I1H7FS8BM,inicialization,0.3758122160676407,0.06756756756756754,0.0,,2,,,15,102
1F1JXM3R9Y,inicialization,0.39697731084447285,0.06906906906906907,1.0,15,2,102,,15,99
K90WBYME7F,inicialization,0.4347739217971984,0.11711711711711714,1.0,14,35,13,2,8,13
R5V4DP2VWP,inicialization,0.45659990457792865,0.045045045045045085,1.0,6,26,70,6,6,20
CCG282XP2P,inicialization,0.5117232164421641,0.019519519519519524,0.0,7,15,58,6,7,34
2VF7G5CTQ6,inicialization,0.4962885526948244,0.10210210210210213,1.0,13,14,21,9,9,21
1MODM8RRSG,inicialization,0.438778794694079,0.04354354354354362,1.0,10,39,71,3,10,27
UJY0XJ1KFJ,inicialization,0.5526335893254128,0.15915915915915918,0.0,12,21,15,8,8,15
6ZPW0IFH9O,inicialization,0.46165489905620527,0.12762762762762764,1.0,9,38,92,7,9,26
0PJ8VIA0Z1,inicialization,0.7100451398649676,1.0,0.0,14,25,43,9,12,43
YGSZ7MIZ7M,inicialization,0.46688601001681695,0.14864864864864868,1.0,7,25,40,2,7,22
P4OQIQUZ0T,inicialization,0.4212701583078061,0.037537537537537524,1.0,13,4,14,4,8,14
FMZ7JSSJ6Y,inicialization,0.4229260410770682,0.06906906906906907,1.0,14,11,76,4,14,60
VQLUXSJTU7,inicialization,0.5349538274711509,0.21321321321321324,0.0,10,25,26,8,10,26
CFZ3EHFXRT,inicialization,0.503257363664798,0.10060060060060061,1.0,4,17,52,4,4,14
F4DZXVOKB0,inicialization,0.706530407173289,0.05255255255255256,0.0,5,18,47,9,5,19
IIQB6GM8B0,inicialization,0.41212990307857233,0.03903903903903905,1.0,14,8,65,2,14,65
PN626ESPNV,inicialization,0.46573332977383,0.0645645645645645,0.0,7,11,83,2,7,31
DJLA6SCVA5,inicialization,0.553857576326845,0.1861861861861862,1.0,5,8,80,5,5,21
33Y3R7CSY4,inicialization,0.503257363664798,0.18318318318318322,0.0,4,37,25,4,4,11
Q5G0INHMEI,inicialization,0.7354377866549971,0.025525525525525533,0.0,4,3,93,8,4,13
MGTUT02ZA1,inicialization,0.41609652573472666,0.1711711711711712,1.0,12,13,33,2,11,33
7AA9A794TY,inicialization,0.43659078949437646,0.06906906906906907,0.0,5,33,77,4,5,14
