id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
03D5SGDKHK,inicialization,0.2742356903769896,0.021684893888162415,0.0,,2,,,36,2581
X0S8P3KFG4,inicialization,0.26910418507130407,0.02439757663786113,1.0,36,2,2581,,36,2502
S6M3HGBYXD,inicialization,0.2623671988223629,0.03436881716124773,1.0,20,31,2553,4,20,662
RX1V4ZKXDH,inicialization,0.20679251922663455,0.08865906006353874,0.0,12,11,2348,9,12,383
1FOO2S8464,inicialization,0.25086540714207495,0.027449905630810068,0.0,18,8,940,5,18,940
16V0KXIDAM,inicialization,0.21248872254142914,0.037139143124994,1.0,35,31,350,6,23,350
PZE8XHTVNV,inicialization,0.31617788888619236,0.031822160674763844,0.0,22,14,2044,3,22,1170
0Y87EVF1P5,inicialization,0.28757244297800877,0.041306712983737004,0.0,33,14,1173,4,32,1173
713ZW9MW5Q,inicialization,0.23949305611101812,0.039454536417394825,1.0,30,28,313,5,22,313
XB94384A95,inicialization,0.32613064055668073,0.01773029326934361,1.0,25,36,2102,3,25,714
CU6Y4W5JQV,inicialization,0.4476281512947775,0.0005671125789229459,0.0,10,18,1052,2,10,163
8SVL1SV9G2,inicialization,0.20738564904182588,0.05288989248677656,0.0,28,8,466,7,26,466
J7BKNHEMDM,inicialization,0.26377255299919167,0.03518686756419798,1.0,24,18,754,4,24,754
XP4CB18Y6O,inicialization,0.3618479981535927,0.005363235089046681,0.0,24,28,1574,2,24,871
DOZ2F0UB66,inicialization,0.5926638761178029,0.0005170630816959676,0.0,3,35,48,3,3,7
6G0IKLCLNF,inicialization,0.29779628818263104,0.012251081414309084,1.0,6,38,1544,4,6,39
AEJFFUKQH6,inicialization,0.3693759217220255,0.0007680009057232651,1.0,10,29,133,3,10,133
8OMRBLDCJM,inicialization,0.22484491696551623,0.05501647836550072,1.0,14,13,1089,6,14,538
RJTUF3BYYL,inicialization,0.29331204302299385,0.01686219336916639,1.0,8,15,2389,5,8,99
A41877LZ7H,inicialization,0.4113313156385968,0.0016512882395417483,0.0,19,27,717,1,19,717
ERQK26VOB9,inicialization,0.21975775816658905,0.05131971894963705,1.0,26,36,1393,6,26,702
L698HRM9M9,inicialization,0.2774193228678534,0.009981940760724672,0.0,3,32,2550,7,3,8
98FBIRH79P,inicialization,0.21468158912273572,0.07955281291981176,0.0,27,31,1609,9,27,818
QLOVFZX1CV,inicialization,0.27481332885416765,0.020199631911835603,1.0,28,27,1565,4,28,868
DWVS2SH977,inicialization,0.20919955012806812,0.05051685598032818,0.0,21,13,525,7,21,525
T5Z9DWSTKN,inicialization,0.2089739191090898,0.03817706614679617,0.0,11,39,2118,6,11,235
6INO7NNCUG,inicialization,0.5386399818027998,0.0010341261633919352,0.0,4,3,2026,2,4,13
IY1RWT5DX1,inicialization,0.21985617232646437,0.05339936185165195,0.0,21,4,1150,7,21,1150
UBLHJTQ62B,inicialization,0.3934569904483126,0.005131971894963727,0.0,12,15,57,3,12,57
H8UYJ8LN07,inicialization,0.3220874061019616,0.01212751093150044,0.0,32,7,617,2,30,617
YIL9JYT8W6,inicialization,0.243221315950643,0.040839699399268015,1.0,35,6,737,5,25,737
UI1ZRCJVEB,inicialization,0.3634968498863008,0.02254609040941169,1.0,29,29,481,2,26,481
4U1JJWPVZI,inicialization,0.36032830942559557,0.003634629005513035,1.0,16,37,2279,3,16,481
V2AOSHLF1T,inicialization,0.2126393761588542,0.03735142202702535,0.0,28,6,240,6,20,240
JWZNETYJTO,inicialization,0.4123939157956439,0.0006095683593291268,1.0,11,25,581,2,11,212
FPHHUOXHX9,inicialization,0.21644392341268137,0.0529710071891788,0.0,19,26,1983,7,19,743
RUQEX0H2WI,inicialization,0.2239846123155499,0.09056197646500053,1.0,22,10,2277,9,22,1106
3X9Z1QNQFH,inicialization,0.5117699559359942,0.0005595188621022595,1.0,5,27,2257,2,5,22
JPNTYSVVI4,inicialization,0.19985276669782925,0.09067346603468529,0.0,5,25,494,8,5,25
XYYJHBWFIF,inicialization,0.2193658105198546,0.06695069468702153,0.0,30,23,2528,8,30,985
K68A6BI9XF,inicialization,0.5002166377917985,0.0005595188621022595,0.0,6,25,918,1,6,35
BJIOK79MGV,inicialization,0.4398908555800657,0.0008294409781811618,0.0,15,22,2501,1,15,516
MQ890X4DX3,inicialization,0.1862371596190736,0.04902710680769806,0.0,6,30,2514,7,6,42
PZC97SVPEX,inicialization,0.394693309059856,0.010348855350740038,1.0,32,26,301,2,25,301
115AD9S4OD,inicialization,0.29331204302299385,0.01686219336916639,1.0,8,15,346,5,8,99
3TXMZXN9Z4,inicialization,0.24575935526972437,0.034596283496920455,0.0,22,22,973,5,22,912
I09FKLDYQD,inicialization,0.3542119486468752,0.0015397986698568733,1.0,12,36,673,3,12,264
9IOSJIUKWK,inicialization,0.3105981778145337,0.023286822968370036,1.0,31,23,705,3,31,705
LY4R6N2EU6,inicialization,0.33989214317719674,0.008299587316007662,0.0,18,7,2331,2,18,1146
WVN4SAJPQP,inicialization,0.2966753404539513,0.014577865281940827,1.0,8,3,1000,4,8,110
X0S2RTKZJI,crossover,0.3419761364408862,0.008326855662772692,0.0,9,35,1602,4,9,113
PQC6ABOPID,crossover,0.4198971513481954,0.0012001524266067598,0.0,8,29,1434,3,8,77
OEFWGVQZ6I,mutation,0.249206544345157,0.0369655231449586,1.0,30,27,1513,5,30,857
KP1DHPQYAH,crossover,0.24535968931892838,0.027874463434872876,0.0,29,25,1153,5,29,897
W3AQH5XY9L,crossover,0.1885175583679558,0.07975749810502253,1.0,7,21,429,7,7,63
9IRHCXO51Y,crossover,0.26934957986201313,0.015187433641270065,0.0,6,19,411,6,6,44
GKZI660J47,mutation,0.19072506015887292,0.0690803870862633,0.0,6,28,1161,8,6,42
JSR41XYQLG,crossover,0.19468028353242628,0.05117267697847394,0.0,5,27,1466,7,5,27
ROWZTS1DQ6,crossover,0.48247955850920365,0.00038589888206685963,0.0,7,11,1543,2,7,55
WK1XVUW34K,mutation,0.4838310953851003,0.00012736734121887583,0.0,7,10,1535,2,7,57
6E6HHDR3D5,mutation,0.25432331750770243,0.040226334181528545,1.0,14,23,1542,5,14,426
IVGYM8ZSN3,crossover,0.26889510679741,0.03125884495425124,1.0,14,23,1389,4,14,434
DB0JNJYIKU,mutation,0.35174294175054865,0.005741540254292854,1.0,13,28,1748,3,13,346
WY2MQRW063,crossover,0.41175219099214544,0.0028749121545030842,0.0,13,28,1572,2,13,352
INHXQQPM7Y,mutation,0.24230047419269873,0.039612278625896225,1.0,32,5,1832,7,32,1832
HEJ2MVGA2P,crossover,0.2579901458561361,0.021935831712189935,0.0,32,5,1215,,32,1215
J7U1OH3HNQ,mutation,0.1873841717827449,0.03691098645142854,0.0,9,28,1289,7,9,144
2KFXKI5GJZ,crossover,0.2698678288508979,0.015445965182118049,0.0,6,18,1107,6,6,44
FPHI07DPJM,crossover,0.3185853159983769,0.017471761728495627,1.0,20,21,2008,3,20,817
JAB6ES0JRT,crossover,0.3640917074277763,0.011567992069398292,0.0,19,19,1247,2,19,918
8OMWAGJRSH,mutation,0.24173733359107563,0.02957200431323115,0.0,24,10,1633,6,24,1459
71JJ859LZX,crossover,0.2511955990627238,0.02499955128036968,0.0,20,8,1332,5,20,1332
EPP5FQVGQ1,crossover,0.24985280640883611,0.04746521732527209,1.0,14,7,977,5,14,605
SFDIGI9NQY,crossover,0.29335406268774167,0.020141988697787938,0.0,12,4,963,4,12,432
KJLUXVHYB9,crossover,0.4266924221406788,0.0008567093249461921,1.0,9,28,545,2,9,121
