id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
S2HCH7K8BV,inicialization,0.2682731710650429,0.05967624065143673,0.0,,2,,,39,2652
701IXCDB6V,inicialization,0.2798481377257379,0.05410148896233902,1.0,39,2,2652,,39,2605
3PXOOIQO1N,inicialization,0.36657134503109523,0.012157474057432838,0.0,28,31,2008,2,28,839
1HUZSMPWQT,inicialization,0.20797679357251597,0.10195057261904261,0.0,25,34,592,8,25,592
7KSESMZMB1,inicialization,0.2566277185815534,0.05983288943721754,1.0,30,23,1490,5,30,999
8CSP8RWMPC,inicialization,0.28057923539601626,0.01879368625505906,1.0,7,18,1141,5,7,63
F82G0YEQ77,inicialization,0.21194244639560844,0.03763044224279388,0.0,8,17,266,6,8,100
X4UFJRIZ82,inicialization,0.2727497240500367,0.053246346366790154,1.0,30,8,2299,5,30,1716
X7OY44ZRXJ,inicialization,0.1835570704866325,0.0844402949304146,1.0,9,35,2434,7,9,124
836Z8N8CSM,inicialization,0.2095094602196329,0.09685896607633349,1.0,5,25,2139,8,5,26
B7EA5I5MKO,inicialization,0.31823904696794947,0.01051769818676418,0.0,20,19,1470,3,20,918
UXSNY098JF,inicialization,0.24616587280910618,0.04580327135459861,1.0,32,32,597,5,25,597
ERTW0INQ7Y,inicialization,0.5056564103942063,3.785968436831322e-05,0.0,9,24,12,2,6,12
DXMI9GRB11,inicialization,0.32942912028018856,0.01793333361120253,0.0,18,2,2202,2,18,1376
CXSJBZ4UHM,inicialization,0.31263278602145295,0.02380575272693919,0.0,27,22,1566,3,27,1032
958SUJTEKD,inicialization,0.3382428297177179,0.02287489076265381,0.0,29,11,1583,1,29,1529
J6A5AO4CU7,inicialization,0.2690228850076354,0.03244470749399453,0.0,23,13,795,4,23,795
KQIGYQSZDI,inicialization,0.36593242002605064,0.026674057988532396,1.0,22,25,2546,2,22,820
YKMIC2121T,inicialization,0.23994511167808807,0.03801424913478468,1.0,31,25,307,5,21,307
JN211VK9BD,inicialization,0.22244380084895143,0.1410523325038936,0.0,22,30,693,9,22,682
8HG9W81WAS,inicialization,0.3591786524858016,0.01569162349273312,0.0,12,20,2526,3,12,297
TRW2ZCYG7I,inicialization,0.4847559348264332,0.0033396409651510472,1.0,10,37,1277,2,10,171
DYZWOCMFLK,inicialization,0.19934902131287202,0.11051762871945348,0.0,14,27,430,7,14,430
STHVYPV7AJ,inicialization,0.2897603301013538,0.017830174654712705,0.0,14,30,1780,4,14,429
1LTPX7TSZW,inicialization,0.24344468729828916,0.05618516094881232,0.0,20,7,2502,6,20,1379
I6LYFZSSHH,inicialization,0.22293465802631485,0.05704551359266863,1.0,10,14,1982,6,10,213
BK5OYVPTSZ,inicialization,0.2086903438966281,0.142604579562995,0.0,17,14,966,8,17,684
