id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
C3AA19RTSH,inicialization,0.41010300670320865,0.11327069736307344,0.0,,2,,,25,1460
9T8RQZ2JJ0,inicialization,0.4022927920041657,0.04587726218652133,1.0,25,2,1460,,25,1436
R4UYJD43WS,inicialization,0.37385402691417813,0.09996653039757114,1.0,10,18,93,5,10,93
Q1EBM1BGX4,inicialization,0.5586985277235388,0.07352554447871093,1.0,9,25,282,8,9,154
6W7XC2CM6Q,inicialization,0.44351699105219766,0.08741542948671976,1.0,16,37,947,7,16,260
OIECL1UMNM,inicialization,0.5098310342532413,0.05058691338545018,0.0,8,26,613,2,8,105
U96NEDW7S1,inicialization,0.5685437823371557,0.07731478161084415,0.0,3,5,66,2,3,8
A5H0SO21U6,inicialization,0.5017664207543633,0.1383968060436539,1.0,3,11,378,7,3,8
MCZBHY4AQR,inicialization,0.4060038872870002,0.11862583375170332,0.0,22,5,816,6,22,816
O6TK5V650K,inicialization,0.3720365340880809,0.07394391450907267,1.0,13,3,459,5,13,459
CPO0FQR4YW,inicialization,0.3773109461296865,0.09098950488895263,0.0,22,10,368,5,20,368
QDZMYTJ6O8,inicialization,0.5667737267652728,0.07943053862153052,1.0,11,22,120,8,11,120
US5WYMZ605,inicialization,0.38792077978946016,0.08425972411484861,1.0,23,36,646,5,19,270
C8ULXCAC1X,inicialization,0.359194548945439,0.03048124506921035,1.0,20,29,670,4,20,325
N2V07IJXT1,inicialization,0.46259550548860984,0.06318582801405725,0.0,23,35,398,2,16,268
34O1VKBB41,inicialization,0.39328260281025296,0.07571302206603081,0.0,17,17,746,4,17,455
4KUJ2Y4PNZ,inicialization,0.5554537022805376,0.040665566951158305,1.0,19,38,32,2,9,32
WGF0H5T3C4,inicialization,0.3872215985182541,0.05441201080590019,1.0,20,34,362,3,20,285
L3HJWTZAQ8,inicialization,0.4674348118509063,0.06364005833273562,1.0,15,14,1257,8,15,487
R20GB2P45U,inicialization,0.38293638266437147,0.05933682373472948,0.0,14,10,1419,4,14,568
IQM10GXU16,inicialization,0.39355049000143605,0.10263214516244712,1.0,8,7,1094,3,8,142
P8HCQ5YRGJ,inicialization,0.3791191214282177,0.12889382963972362,0.0,9,23,877,4,9,175
G5Q0C8A3VR,inicialization,0.4215054090932955,0.07548590690669155,1.0,11,26,1054,6,11,222
0SQ5R6D70D,inicialization,0.5426901797542418,0.1460350474551149,0.0,16,40,964,8,16,221
YQHKNPE88Q,inicialization,0.39941756640279735,0.06851705754380927,1.0,14,39,296,6,14,235
VNMEEH14VX,inicialization,0.4520225211366887,0.15547825671185064,0.0,9,37,576,7,9,126
3J2E7MEDPG,inicialization,0.5445522510522889,0.05809366707308325,1.0,19,22,734,9,19,429
M540J2G6OC,inicialization,0.6090685107154103,0.11324679050419564,0.0,4,36,1425,8,4,16
T40YTHK2RR,inicialization,0.5449477767447395,0.002988357359726579,1.0,23,31,1166,1,20,306
MGACWTTZTR,inicialization,0.537540478868487,0.11166893781826004,0.0,17,25,747,8,17,325
5W71D6TG1Q,inicialization,0.47476273530291535,0.10646919601233595,0.0,15,8,909,9,15,588
NWW3L8OLWJ,inicialization,0.4568080556307428,0.0609624901384207,1.0,17,13,387,7,17,387
UW8O0I412G,inicialization,0.7114148931218935,0.006024528437208576,0.0,8,18,428,1,8,99
8CXJXAJSTG,inicialization,0.4057451668980988,0.10732984293193715,0.0,9,4,684,5,9,262
H9AOL9XY44,inicialization,0.38086518689216,0.06264792368930644,0.0,19,16,277,5,18,277
