id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
6PT5PAPLPT,inicialization,0.26279222035413585,0.021429460404628564,0.0,,2,,,38,2725
3QDBY4WVRK,inicialization,0.2621738299626768,0.039589553962181334,1.0,38,2,2725,,38,2603
U99RWU3RGG,inicialization,0.26924166196960364,0.007962757493929606,1.0,10,28,502,5,10,173
UZWL1U37F4,inicialization,0.19190668527091725,0.049685350324310096,0.0,23,14,676,8,23,676
4POP99OZB8,inicialization,0.24448934972481284,0.019390204732948835,0.0,30,9,2446,5,30,1650
FC8MQ6U2VB,inicialization,0.35313009121906325,0.0031057751057792515,0.0,36,11,367,1,35,367
FB5Y6E1510,inicialization,0.2019838083993356,0.06349827541163244,1.0,19,6,2292,8,19,1126
CR5248DFG9,inicialization,0.18105636666513558,0.04082072284280136,0.0,10,23,1791,7,10,210
OZM8YZIEGK,inicialization,0.24459480030681202,0.019664502954347074,0.0,19,27,832,5,19,743
Q70SZ8ROYA,inicialization,0.25539681245609824,0.10980355240876494,0.0,4,7,1454,9,4,16
VJ40WO8PKU,inicialization,0.29032139741810403,0.01695995069683376,1.0,32,14,1277,3,32,1277
GMV70MGTJ2,inicialization,0.18353606265709588,0.08121836359604262,0.0,34,14,258,8,19,258
UE4WQLZNI8,inicialization,0.2519487917625375,0.00884065282976687,1.0,11,21,1093,5,11,245
WV2UR66ERF,inicialization,0.21228083396196162,0.05781028928590437,1.0,29,23,1820,7,29,1021
816YPA9DW7,inicialization,0.28527971454403944,0.0009339537127039943,1.0,13,5,2684,4,13,552
Y2VENVQ7KV,inicialization,0.1988506804348571,0.06638686837810426,0.0,20,11,831,8,20,831
KJISVQLO8Q,inicialization,0.19460082265522394,0.09040876428651257,0.0,5,28,627,8,5,28
9YWTNT9GGU,inicialization,0.20104534038819644,0.03997596893731303,0.0,13,5,2415,7,13,609
7THS2Q012I,inicialization,0.3303941324780413,0.000561288905483126,0.0,37,27,324,3,25,324
Y2OEBMAAJ4,inicialization,0.22799903380537723,0.030918133968238504,0.0,14,35,2220,6,14,398
GOC8C7O3NN,inicialization,0.19620038605207568,0.05152223172981696,0.0,24,19,361,7,23,361
LDF8TP7635,inicialization,0.18986551169446286,0.03187500462746029,0.0,5,28,2650,7,5,28
WNK1YW8EAN,inicialization,0.27840089002130886,0.01835682672919814,1.0,29,2,1755,1,29,1755
JBUQ3RS0WZ,inicialization,0.2507246115337639,0.021599750945676566,0.0,27,18,2095,5,27,1118
