id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
P4OUCLT7V8,1,3,inicialization,0.4102622632729198,0.11946305099394983,0.0,,2,,,25,1465
7NPM2P82GY,1,0,inicialization,0.39397599290715346,0.023147147796024226,1.0,25,2,1465,,25,1453
RXWAXRQXB5,1,0,inicialization,0.4285928173330321,0.011425021607605834,0.0,4,24,186,3,4,16
M2RFJXAP5A,1,1,inicialization,0.39508232494547013,0.08932044079515988,0.0,16,7,238,3,16,238
KFY0L6EG0T,1,4,inicialization,0.348615081803324,0.2260695764909248,0.0,15,35,87,5,13,87
3G0XU9NGLJ,1,4,inicialization,0.3561620116529176,0.17242869490060497,0.0,5,6,137,5,5,32
X26A4G2KI4,1,5,inicialization,0.6968233408621396,0.046375324114088165,0.0,7,5,544,9,7,68
IWYHBJMGD8,1,0,inicialization,0.6996532231114015,0.0008372947277441867,1.0,13,18,48,1,11,48
GS2ZLGPR1H,1,2,inicialization,0.3694611687315994,0.13769446845289546,0.0,19,38,1364,4,17,241
66W83JPLZW,1,3,inicialization,0.6314680781132982,0.046294295592048396,0.0,18,36,506,9,18,260
PW5TNOANL3,1,5,inicialization,0.4360006080298091,0.14058448573898014,0.0,24,37,683,7,19,255
DWBZU5RPM1,1,5,inicialization,0.690832173207476,0.05118301642178047,1.0,7,32,797,8,7,67
83JRH9234Y,1,2,inicialization,0.37220921141938057,0.1130077787381158,1.0,19,22,718,5,19,408
ZYYR91A6Y6,1,3,inicialization,0.5345331944229217,0.05896175453759722,0.0,19,14,1023,9,19,553
MMWUH1HRKX,1,3,inicialization,0.44921600343429346,0.09161624891961972,0.0,21,7,851,9,21,851
2BO9ECQI9N,1,1,inicialization,0.36923431729211253,0.10468885047536736,1.0,24,25,618,3,21,375
XA10RLPFH8,1,5,inicialization,0.47734672384123467,0.13904494382022473,0.0,23,11,1301,8,23,672
BAPCW291IH,1,3,inicialization,0.457716319759191,0.08851015557476233,0.0,12,27,344,7,12,230
0EV5EAPMB3,1,2,inicialization,0.3354727505121552,0.14263720829732063,1.0,9,18,380,5,9,159
W26UNA3G7G,1,1,inicialization,0.3353676184492905,0.13140125324114083,1.0,11,16,133,5,11,133
3PTHZB7237,1,0,inicialization,0.3917073746053552,0.07411408815903198,0.0,12,2,381,3,12,381
Q3BO0ZJVA1,1,2,inicialization,0.40111849727076376,0.10314930855661197,1.0,23,15,1131,3,23,564
5PAPM48AHX,1,6,inicialization,0.4784108869184074,0.1398552290406223,0.0,20,12,1091,8,20,614
C9YB9A8P5D,1,0,inicialization,0.4134376434906145,0.016313742437337964,0.0,8,38,1241,3,8,116
DL146UOEYN,1,0,inicialization,0.3202466242908595,0.16732389801210024,0.0,6,40,1272,4,6,46
DXL5P0WSU5,1,2,inicialization,0.4164934466587793,0.09172428694900603,0.0,24,8,145,3,14,145
3HDSFJTLL2,1,1,inicialization,0.4787150285989048,0.013099611063094208,0.0,15,19,1229,1,15,424
0750ZHT53S,1,1,inicialization,0.5090325367112329,0.0017556179775281011,1.0,9,38,399,2,9,138
ELERMD6UYS,1,1,inicialization,0.4723543587987319,0.021850691443388026,1.0,11,39,1100,2,11,186
VYPEPGGS1L,1,4,inicialization,0.6482446466552869,0.046321305099394985,0.0,5,29,1434,8,5,28
G162R2LV4L,1,0,inicialization,0.33602371423507604,0.09191335350043217,1.0,10,17,807,4,10,213
SJAJ34KQ4J,1,0,inicialization,0.32308157867610066,0.11279170267934313,1.0,8,3,471,4,8,150
R89I91CF6D,1,2,inicialization,0.5348191955593413,0.004672644770959411,0.0,22,39,973,1,18,237
OQTOAMM9QH,1,3,inicialization,0.3730860343764485,0.14204299913569574,1.0,7,13,1066,6,7,84
8L11QBKB51,1,5,inicialization,0.6710877288754256,0.05437013828867761,1.0,7,10,753,8,7,81
GBIM3ZZAPZ,1,1,inicialization,0.36677058510474836,0.12648552290406223,0.0,17,23,721,4,17,359
71HSN8LY9W,1,2,inicialization,0.5146302757890568,0.045294943820224726,1.0,23,13,332,8,19,332
76LFVSZY2B,1,3,inicialization,0.46848435272383826,0.07892178046672427,0.0,3,32,653,6,3,8
31KD9CZ4TR,1,4,inicialization,0.3546651561198362,0.20443496110630938,0.0,10,5,143,5,10,143
12NPFLBKCW,1,0,inicialization,0.465836873413604,0.0012964563526360884,1.0,13,9,557,1,13,508
2TGVOT0O1W,1,4,inicialization,0.5273361678249457,0.11751836646499567,0.0,17,27,974,8,17,306
