id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
KBM0KWXTB0,1,1,inicialization,0.3967621849026626,0.027332185886402738,0.0,,2,,,28,1462
HY2UF85DGB,1,3,inicialization,0.3932098898857924,0.06822719449225467,1.0,28,2,1462,,28,1399
MD4HRX0TKL,1,8,inicialization,0.5215509206210944,0.11772805507745265,1.0,27,24,1065,8,27,414
QP9F625WL2,1,6,inicialization,0.42387583560288444,0.1501549053356282,0.0,17,13,607,7,17,530
GMQUI725JE,1,4,inicialization,0.3758102748864455,0.159724612736661,1.0,25,36,1299,5,25,307
S904SU6D06,1,1,inicialization,0.37633008001694,0.06375215146299484,1.0,25,13,862,5,25,609
ZNFN2DTKAQ,1,0,inicialization,1.0,0.0,0.0,3,23,324,1,3,8
XDHF95KG19,1,1,inicialization,0.4807394945166611,0.010327022375215211,0.0,10,37,1212,2,10,159
MZAQE5O9WN,1,5,inicialization,0.431424699091134,0.09356282271944921,1.0,13,26,1399,6,13,248
J7RXPIFCU2,1,3,inicialization,0.39172356437364486,0.07924268502581755,0.0,15,5,966,7,15,773
XAC3G44VZJ,1,3,inicialization,0.4671090905106807,0.03752151462994835,0.0,21,9,880,9,21,782
4H6TB0SHOM,1,2,inicialization,0.34884048972506765,0.1051290877796901,0.0,14,32,71,4,11,71
MCG40JQXUT,1,2,inicialization,0.37504204108786343,0.10395869191049917,1.0,12,8,82,5,12,82
O2HMTYEQSG,1,0,inicialization,0.33067224427884756,0.16048192771084335,1.0,7,32,816,4,7,75
3PY7LTSZRF,1,5,inicialization,0.5385101551353852,0.04413080895008614,1.0,13,7,23,2,7,23
XJ27SBKJQI,1,4,inicialization,0.42661994375867396,0.07834767641996554,0.0,17,7,1098,2,17,779
KDG86INUEO,1,0,inicialization,0.36430737313924655,0.029191049913941503,1.0,13,4,1343,4,13,535
6D9BJSSQFC,1,4,inicialization,0.5082866755220743,0.04413080895008603,1.0,23,24,1380,1,22,413
FXWWGXKVGT,1,1,inicialization,0.4045361809986656,0.02375215146299492,0.0,24,8,934,4,24,822
NTG5VQAUPY,1,9,inicialization,0.4424913328135167,0.1482960413080895,1.0,21,24,1027,7,21,384
A8HM77BF9G,1,4,inicialization,0.4010063900704508,0.10120481927710845,1.0,22,24,1230,6,22,391
G7NODSC121,1,5,inicialization,0.3816455557551369,0.14375215146299491,1.0,20,36,1279,5,20,288
