id,generation,rank,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
25MKJ2CGAA,1,3,inicialization,0.41426456196275674,0.12370092378752884,0.0,,2,,,28,1429
8JD41JBRLI,1,0,inicialization,0.4405118576321273,0.0011547344110854896,1.0,28,2,1429,,28,1404
IE6VGHGBY9,1,2,inicialization,0.37348036876878543,0.19842667436489614,1.0,26,36,179,5,17,179
XG8MN0LO7D,1,2,inicialization,0.41168104088269086,0.12150692840646649,0.0,15,14,1256,3,15,469
TDAXUOC0BX,1,3,inicialization,0.44131155628850616,0.12358545034642032,0.0,21,18,341,7,20,341
UWUXSZI5CO,1,2,inicialization,0.47079397025125613,0.08452655889145488,0.0,18,30,135,2,14,135
GUMZELLDKK,1,5,inicialization,0.4241363989492155,0.16008949191685906,1.0,11,16,649,3,11,261
QDYOEQ17DZ,1,4,inicialization,0.41869453986132055,0.1397372979214781,0.0,26,14,901,5,22,553
89NMM5CXSI,1,3,inicialization,0.4037929418997819,0.16297632794457279,0.0,25,39,1288,6,18,240
50R1Z459D8,1,1,inicialization,0.3752430134288537,0.17002020785219402,0.0,11,14,1261,4,11,300
2SCX5SENPL,1,2,inicialization,0.45481931831621836,0.08767321016166285,1.0,17,12,555,2,17,555
0QNJNFMWDX,1,2,inicialization,0.5219377297726122,0.05174653579676669,1.0,9,16,1074,2,9,176
J7KBEWETG8,1,2,inicialization,0.7163519795226411,0.027569284064665134,1.0,6,18,376,9,6,45
ZN650SWO8X,1,1,inicialization,0.34485263453839043,0.21606524249422632,1.0,5,12,1216,4,5,32
O09QDQTERD,1,3,inicialization,0.7185035361431159,0.05949769053117784,1.0,24,11,11,8,4,11
GTNAVHVOHY,1,5,inicialization,0.4891259662745028,0.1536229792147806,0.0,12,12,985,8,12,311
I8XSOC0WN2,1,1,inicialization,0.43310109576551514,0.10832852193995379,1.0,25,26,681,3,25,377
IFEWZ9R1OD,1,3,inicialization,0.5180087013605503,0.08963625866050806,1.0,11,12,367,8,11,259
O8SIVI94RW,1,2,inicialization,0.39934357377727825,0.15509526558891457,0.0,22,24,633,6,19,356
UXU0Z28EH5,1,0,inicialization,0.33065977942619895,0.19216224018475747,1.0,7,13,1197,4,7,86
L2VHW9GUKQ,1,3,inicialization,0.5977508427781779,0.07918591224018474,1.0,7,35,717,8,7,64
G3A9BFMLBJ,1,7,inicialization,0.4557888333455269,0.20443129330254042,1.0,5,9,366,7,5,29
NZJA43Q9ZW,1,0,inicialization,0.36014307758893305,0.18796189376443417,1.0,23,3,206,5,18,206
9GRIAYQYKA,1,1,inicialization,0.8853888921430393,0.006249999999999978,0.0,4,19,1200,1,4,16
XTJ5AVS830,1,2,inicialization,0.41904963352804714,0.11772517321016168,0.0,25,6,1376,5,25,976
T01OHTLWJ3,1,6,inicialization,0.43980439328964693,0.1984411085450346,1.0,19,17,1012,6,19,473
VP7OBMBUW5,1,1,inicialization,0.43758278224207325,0.08771651270207853,1.0,17,29,776,7,17,319
T97ZKB7FXH,1,1,inicialization,0.49726937165908514,0.025562933025404133,1.0,11,37,426,2,11,174
XOQWXPKDP9,1,0,inicialization,0.37503705621524297,0.1533198614318707,1.0,11,3,1204,5,11,372
GKIKQYZRTX,1,2,inicialization,0.3498469160474582,0.2164693995381063,1.0,4,25,639,4,4,16
B1Y06NKMEM,1,0,inicialization,0.3863245272375304,0.11540127020785218,1.0,13,11,1084,4,13,417
XCD7L2PZEN,1,1,inicialization,0.4521883259297719,0.0833718244803695,1.0,27,35,273,7,20,273
39DK39RPNP,1,1,inicialization,0.3733334104429792,0.19569861431870672,0.0,11,22,569,4,11,242
WCEUP37257,1,3,inicialization,0.3988561537798072,0.17479792147806006,0.0,13,26,465,6,13,275
Q7WNSX8VZC,1,5,inicialization,0.4568070525599808,0.1547055427251732,0.0,7,34,567,7,7,70
JIXWVQS7HC,1,0,inicialization,0.3796625946356398,0.13534930715935334,1.0,8,24,1230,3,8,109
FEL0QENUYC,1,2,inicialization,0.39615481697787647,0.15645207852193993,0.0,16,17,907,6,16,414
6LDQO5V52U,1,2,inicialization,0.3787029460160991,0.19149826789838342,1.0,11,33,1375,5,11,188
WW291XWQI8,1,0,inicialization,0.4375748918232544,0.04894630484988449,1.0,21,39,753,3,21,258
16LHZXW40B,1,3,inicialization,0.3869630312779091,0.22221420323325636,1.0,5,19,868,5,5,28
1OQSNVAU7W,1,1,inicialization,0.38851412695811616,0.11541570438799081,0.0,26,3,1067,9,26,1067
1LPNFLCRY5,1,0,inicialization,0.4391156230723393,0.04718533487297927,1.0,27,28,761,3,27,360
SJQ2SV72TX,1,4,inicialization,0.43462767270989466,0.1383949191685912,1.0,11,4,618,7,11,358
O8PL4X0NZ0,1,6,inicialization,0.4339295221233549,0.25225173210161667,0.0,4,17,818,6,4,16
N13IVEF2WH,1,0,inicialization,0.3680217823689401,0.17556293302540416,0.0,5,8,480,3,5,32
YODPSKEDV9,1,3,inicialization,0.47935793133497473,0.12312355658198615,0.0,21,22,1141,2,21,394
1IS5C5I7X7,1,2,inicialization,0.5658167061155139,0.04141166281755196,0.0,20,18,166,9,20,166
4T8G2A7VTJ,1,0,inicialization,0.38930386868766065,0.11514145496535799,1.0,14,4,582,5,14,582
G0YM30A6MV,1,0,inicialization,0.40635521584075673,0.11446304849884525,0.0,21,8,905,5,21,794
SR827EDKSF,1,0,inicialization,0.40952202352421496,0.08809180138568129,0.0,19,26,414,4,19,330
8JD41JBRLI,2,0,inicialization,0.4405118576321273,0.0011547344110854896,1.0,28,2,1429,,28,1404
1LPNFLCRY5,2,0,inicialization,0.4391156230723393,0.04718533487297927,1.0,27,28,761,3,27,360
WW291XWQI8,2,0,inicialization,0.4375748918232544,0.04894630484988449,1.0,21,39,753,3,21,258
TJO0U18W3T,2,0,crossover,0.4175734096777475,0.06977482678983832,1.0,21,13,1072,7,21,596
SR827EDKSF,2,0,inicialization,0.40952202352421496,0.08809180138568129,0.0,19,26,414,4,19,330
G0YM30A6MV,2,0,inicialization,0.40635521584075673,0.11446304849884525,0.0,21,8,905,5,21,794
4T8G2A7VTJ,2,0,inicialization,0.38930386868766065,0.11514145496535799,1.0,14,4,582,5,14,582
B1Y06NKMEM,2,0,inicialization,0.3863245272375304,0.11540127020785218,1.0,13,11,1084,4,13,417
92AO6CQ49U,2,0,crossover,0.38164556424434715,0.11986143187066978,1.0,8,13,882,3,8,122
JIXWVQS7HC,2,0,inicialization,0.3796625946356398,0.13534930715935334,1.0,8,24,1230,3,8,109
PIKH86VA4U,2,0,crossover,0.3561347664447977,0.15044745958429562,1.0,9,11,608,4,9,174
UXU0Z28EH5,2,0,inicialization,0.33065977942619895,0.19216224018475747,1.0,7,13,1197,4,7,86
9GRIAYQYKA,2,1,inicialization,0.8853888921430393,0.006249999999999978,0.0,4,19,1200,1,4,16
MKB0MTDR9O,2,1,crossover,0.6386285405893576,0.014405311778290963,1.0,6,22,1221,2,6,53
T97ZKB7FXH,2,1,inicialization,0.49726937165908514,0.025562933025404133,1.0,11,37,426,2,11,174
C6WICTMJRR,2,1,crossover,0.46212708841613004,0.02625577367205545,1.0,18,19,1118,2,18,465
HFFL0MOTDY,2,1,mutation,0.429558211378156,0.08319861431870679,1.0,18,18,963,3,18,443
DEVB7Q3ST4,2,1,mutation,0.41893888211202657,0.08700923787528869,1.0,18,10,763,4,18,639
